,Unnamed: 0,ID,WD,JD,GD,SD,SJ,target
271544,271544,R2019081303584409203112,26.8801,124.4462,4961.0145,702.4566,2012/2/1 11:17:58,F-6
271545,271545,R2019081303584409203112,26.8845,124.4546,5182.6538,730.1559,2012/2/1 11:18:08,F-6
271553,271553,R2019081303584409203112,26.7763,124.588,4689.0907,730.7507,2012/2/1 11:19:28,F-6
271559,271559,R2019081303584409203112,26.7109,124.6502,5301.0994,680.3808,2012/2/1 11:20:28,F-6
271562,271562,R2019081303584409203112,26.6549,124.6777,4708.2679,657.0175,2012/2/1 11:20:58,F-6
271575,271575,R2019081303584410701213,34.1241,122.0922,5340.0289,740.9613,2012/2/9 10:06:03,F-6
271580,271580,R2019081303584410701213,34.0314,122.0886,5433.2104,657.367,2012/2/9 10:06:53,F-6
271594,271594,R2019081303584410701213,33.7775,122.1318,4832.611,685.7373,2012/2/9 10:09:23,F-6
271606,271606,R2019081303584410701213,33.5896,122.2736,4558.6031,669.8631,2012/2/9 10:11:23,F-6
271616,271616,R2019081303584410701213,33.4241,122.3776,4826.1672,658.6971,2012/2/9 10:13:03,F-6
271632,271632,R2019081303584410701213,33.1845,122.4564,4702.2602,668.4066,2012/2/9 10:15:43,F-6
271658,271658,R2019081303584410701213,32.7684,122.6881,5464.9347,747.1701,2012/2/9 10:20:13,F-6
271662,271662,R2019081303584410701213,32.6789,122.7422,4600.6973,695.0189,2012/2/9 10:20:53,F-6
271692,271692,R2019081303584410701213,32.0886,122.8664,4653.928,715.9145,2012/2/9 10:25:53,F-6
271718,271718,R2019081303584410701213,31.6812,122.9222,5406.2923,695.544,2012/2/9 10:30:23,F-6
271731,271731,R2019081303584410701213,31.4812,122.9965,4526.2361,718.7775,2012/2/9 10:32:33,F-6
271739,271739,R2019081303584410701213,31.3376,123.0894,4937.3554,723.1869,2012/2/9 10:33:53,F-6
271744,271744,R2019081303584410701213,31.2219,123.1079,4963.9945,683.741,2012/2/9 10:34:43,F-6
271745,271745,R2019081303584410701213,31.2006,123.1238,4910.9325,740.2278,2012/2/9 10:34:53,F-6
271746,271746,R2019081303584410701213,31.1914,123.1089,5209.9501,674.1417,2012/2/9 10:35:03,F-6
271759,271759,R2019081303584410701213,30.8778,123.1749,4651.8598,725.2677,2012/2/9 10:37:23,F-6
271761,271761,R2019081303584410701213,30.8558,123.1573,4874.7634,700.2904,2012/2/9 10:37:43,F-6
271767,271767,R2019081303584410701213,30.761,123.1389,4823.4403,661.7822,2012/2/9 10:38:43,F-6
271773,271773,R2019081303584410701213,30.6578,123.1888,4900.4388,659.1529,2012/2/9 10:39:53,F-6
271778,271778,R2019081303584410701213,30.6031,123.1966,5113.5796,698.926,2012/2/9 10:40:43,F-6
271809,271809,R2019081303584410701213,29.9729,123.3119,5064.297,656.5767,2012/2/9 10:45:53,F-6
271817,271817,R2019081303584410701213,29.8361,123.291,4665.3859,669.6314,2012/2/9 10:47:13,F-6
271818,271818,R2019081303584410701213,29.8048,123.2984,4513.8028,725.9193,2012/2/9 10:47:23,F-6
271855,271855,R2019081303584410701213,29.1854,123.2928,4693.363,712.5544,2012/2/9 10:53:53,F-6
271864,271864,R2019081303584410701213,28.9786,123.3589,5381.0048,691.71,2012/2/9 10:55:23,F-6
271875,271875,R2019081303584410701213,28.7867,123.3078,5370.047,747.6433,2012/2/9 10:57:13,F-6
271900,271900,R2019081303584410701213,28.3233,123.4143,5341.6612,714.2337,2012/2/9 11:01:23,F-6
271940,271940,R2019081303584410701213,27.6998,123.7922,4520.2286,709.5729,2012/2/9 11:08:23,F-6
271947,271947,R2019081303584410701213,27.6242,123.8755,4518.8767,744.133,2012/2/9 11:09:33,F-6
271957,271957,R2019081303584410701213,27.4949,124.0073,4515.1244,735.6843,2012/2/9 11:11:13,F-6
271962,271962,R2019081303584410701213,27.4555,124.0533,4916.7137,737.3224,2012/2/9 11:12:03,F-6
271968,271968,R2019081303584410701213,27.4138,124.116,4874.4898,732.5922,2012/2/9 11:13:03,F-6
271970,271970,R2019081303584410701213,27.3945,124.141,4621.7908,737.3803,2012/2/9 11:13:23,F-6
271986,271986,R2019081303584410701213,27.1596,124.3052,5269.5225,664.597,2012/2/9 11:16:03,F-6
271987,271987,R2019081303584410701213,27.1455,124.326,4897.4056,695.3822,2012/2/9 11:16:13,F-6
271989,271989,R2019081303584410701213,27.1459,124.3131,4569.4049,746.6005,2012/2/9 11:16:33,F-6
272008,272008,R2019081303584410701213,26.8631,124.5311,5150.9582,659.3256,2012/2/9 11:19:53,F-6
272023,272023,R2019081303584410701213,26.6331,124.6925,5196.0185,670.6466,2012/2/9 11:22:23,F-6
272029,272029,R2019081303584410701331,34.2676,122.0555,5498.9656,735.7169,2012/2/17 10:04:06,F-6
272037,272037,R2019081303584410701331,34.0851,122.0982,5395.8989,719.6434,2012/2/17 10:05:26,F-6
272058,272058,R2019081303584410701331,33.6611,122.13,5112.8335,714.5112,2012/2/17 10:09:06,F-6
272064,272064,R2019081303584410701331,33.6235,122.1904,5356.6887,741.2607,2012/2/17 10:10:06,F-6
272090,272090,R2019081303584410701331,33.1911,122.4219,5184.2872,713.8262,2012/2/17 10:14:26,F-6
272092,272092,R2019081303584410701331,33.1855,122.4556,5012.778,682.7696,2012/2/17 10:14:46,F-6
272123,272123,R2019081303584410701331,32.722,122.6398,4653.4178,708.8939,2012/2/17 10:20:06,F-6
272127,272127,R2019081303584410701331,32.6565,122.6957,4757.2222,712.5778,2012/2/17 10:20:46,F-6
272131,272131,R2019081303584410701331,32.5655,122.7528,5433.7971,709.9498,2012/2/17 10:21:26,F-6
272139,272139,R2019081303584410701331,32.4745,122.7873,5087.8395,689.3979,2012/2/17 10:22:46,F-6
272157,272157,R2019081303584410701331,32.1138,122.8857,5245.9397,737.1604,2012/2/17 10:25:46,F-6
272159,272159,R2019081303584410701331,32.0624,122.8968,5347.7817,686.2108,2012/2/17 10:26:16,F-6
272164,272164,R2019081303584410701331,31.9744,122.9325,4677.1805,727.1071,2012/2/17 10:27:06,F-6
272170,272170,R2019081303584410701331,31.8784,122.9043,4888.7593,746.9957,2012/2/17 10:28:06,F-6
272183,272183,R2019081303584410701331,31.6634,122.9568,5182.0653,652.0789,2012/2/17 10:30:16,F-6
272194,272194,R2019081303584410701331,31.4945,122.9997,5442.8449,668.0287,2012/2/17 10:32:06,F-6
272206,272206,R2019081303584410701331,31.3157,123.1037,5463.4132,710.8289,2012/2/17 10:34:06,F-6
272227,272227,R2019081303584410701331,30.9548,123.1362,4751.503,659.1686,2012/2/17 10:37:46,F-6
272238,272238,R2019081303584410701331,30.8178,123.1621,5049.0908,716.38,2012/2/17 10:39:36,F-6
272255,272255,R2019081303584410701331,30.4641,123.2481,4500.8535,664.4071,2012/2/17 10:42:36,F-6
272258,272258,R2019081303584410701331,30.44,123.2518,5092.8163,706.4288,2012/2/17 10:43:06,F-6
272272,272272,R2019081303584410701331,30.1656,123.2475,4672.4765,674.8158,2012/2/17 10:45:26,F-6
272280,272280,R2019081303584410701331,29.9544,123.2655,5252.9969,726.2701,2012/2/17 10:46:46,F-6
272285,272285,R2019081303584410701331,29.8884,123.2658,4739.1937,717.4436,2012/2/17 10:47:36,F-6
272310,272310,R2019081303584410701331,29.4911,123.2952,4540.7236,712.0635,2012/2/17 10:51:56,F-6
272324,272324,R2019081303584410701331,29.2507,123.2593,5038.8507,713.2104,2012/2/17 10:54:26,F-6
272325,272325,R2019081303584410701331,29.2449,123.2607,5009.5554,729.5562,2012/2/17 10:54:36,F-6
272336,272336,R2019081303584410701331,28.9566,123.3213,4904.9618,708.9373,2012/2/17 10:56:26,F-6
272339,272339,R2019081303584410701331,28.9151,123.3568,4625.8392,675.898,2012/2/17 10:56:56,F-6
272344,272344,R2019081303584410701331,28.8573,123.3675,4786.849,681.2881,2012/2/17 10:57:46,F-6
272356,272356,R2019081303584410701331,28.5746,123.4347,4772.2527,742.9218,2012/2/17 10:59:46,F-6
272360,272360,R2019081303584410701331,28.473,123.4155,4845.7978,654.0916,2012/2/17 11:00:26,F-6
272377,272377,R2019081303584410701331,28.1848,123.4615,4736.1873,709.3971,2012/2/17 11:03:16,F-6
272391,272391,R2019081303584410701331,27.88,123.6813,4631.0867,713.622,2012/2/17 11:05:46,F-6
272401,272401,R2019081303584410701331,27.7486,123.8062,4958.5309,675.8544,2012/2/17 11:07:36,F-6
272402,272402,R2019081303584410701331,27.7442,123.7993,5013.9765,723.6916,2012/2/17 11:07:46,F-6
272408,272408,R2019081303584410701331,27.6398,123.8756,5300.0165,743.4535,2012/2/17 11:08:46,F-6
272424,272424,R2019081303584410701331,27.3337,124.1598,5286.1372,652.8876,2012/2/17 11:11:26,F-6
272431,272431,R2019081303584410701331,27.2065,124.2369,4557.7919,734.0227,2012/2/17 11:12:36,F-6
272439,272439,R2019081303584410701331,27.1375,124.2937,4739.8453,721.4122,2012/2/17 11:13:56,F-6
272454,272454,R2019081303584410701331,26.9826,124.3811,4701.2346,726.4361,2012/2/17 11:16:36,F-6
272468,272468,R2019081303584410701331,26.7836,124.5506,4689.855,703.8735,2012/2/17 11:18:56,F-6
272474,272474,R2019081303584410701331,26.7071,124.6458,4956.1268,748.4166,2012/2/17 11:19:56,F-6
272483,272483,R2019081303584410707630,34.211,122.0453,5491.0721,704.0343,2012/2/25 9:59:51,F-6
272486,272486,R2019081303584410707630,34.161,122.0341,5459.8815,658.5065,2012/2/25 10:00:21,F-6
272513,272513,R2019081303584410707630,33.6937,122.1895,5065.8286,662.8619,2012/2/25 10:05:01,F-6
272524,272524,R2019081303584410707630,33.5589,122.2991,5385.3696,706.3608,2012/2/25 10:06:51,F-6
272551,272551,R2019081303584410707630,33.2051,122.4983,4911.6696,737.1079,2012/2/25 10:11:21,F-6
272561,272561,R2019081303584410707630,33.0258,122.5659,5114.5738,711.917,2012/2/25 10:13:11,F-6
272562,272562,R2019081303584410707630,33.0132,122.5656,5202.1674,741.9736,2012/2/25 10:13:21,F-6
272582,272582,R2019081303584410707630,32.6395,122.7558,5497.2156,673.9287,2012/2/25 10:16:41,F-6
272584,272584,R2019081303584410707630,32.6182,122.7723,4933.4501,674.3817,2012/2/25 10:17:01,F-6
272617,272617,R2019081303584410707630,32.1045,122.9103,4901.575,703.6229,2012/2/25 10:22:31,F-6
272620,272620,R2019081303584410707630,32.0521,122.9189,4782.9405,683.7358,2012/2/25 10:23:11,F-6
272649,272649,R2019081303584410707630,31.6305,123.0315,5291.1959,749.7965,2012/2/25 10:28:01,F-6
272661,272661,R2019081303584410707630,31.3891,123.0885,5336.9914,741.7287,2012/2/25 10:30:01,F-6
272665,272665,R2019081303584410707630,31.2876,123.1281,5176.9473,709.2737,2012/2/25 10:30:41,F-6
272669,272669,R2019081303584410707630,31.1972,123.1084,4613.4511,687.7306,2012/2/25 10:31:21,F-6
272673,272673,R2019081303584410707630,31.0541,123.1448,4886.2015,702.2855,2012/2/25 10:32:11,F-6
272691,272691,R2019081303584410707630,30.7663,123.1348,4690.4694,686.3282,2012/2/25 10:35:11,F-6
272726,272726,R2019081303584410707630,30.1495,123.1892,4689.5463,740.016,2012/2/25 10:41:11,F-6
272730,272730,R2019081303584410707630,30.0902,123.2284,5233.6627,732.34,2012/2/25 10:41:51,F-6
272738,272738,R2019081303584410707630,29.93,123.2551,5429.9151,684.3553,2012/2/25 10:43:11,F-6
272751,272751,R2019081303584410707630,29.7241,123.3139,5126.3258,682.9757,2012/2/25 10:45:31,F-6
272771,272771,R2019081303584410707630,29.3,123.2791,4599.5278,662.5078,2012/2/25 10:48:51,F-6
272784,272784,R2019081303584410707630,29.0073,123.2484,5302.902,694.9075,2012/2/25 10:51:11,F-6
272788,272788,R2019081303584410707630,28.9539,123.263,5088.5577,729.8261,2012/2/25 10:51:51,F-6
272790,272790,R2019081303584410707630,28.9169,123.2922,4597.6279,718.339,2012/2/25 10:52:11,F-6
272825,272825,R2019081303584410707630,28.2864,123.42,5132.0027,680.201,2012/2/25 10:58:01,F-6
272826,272826,R2019081303584410707630,28.2766,123.4244,4674.1043,722.1008,2012/2/25 10:58:11,F-6
272831,272831,R2019081303584410707630,28.2221,123.4531,4578.4667,681.6615,2012/2/25 10:59:01,F-6
272837,272837,R2019081303584410707630,28.1267,123.4459,4817.6985,687.9895,2012/2/25 11:00:01,F-6
272842,272842,R2019081303584410707630,28.0746,123.5326,5363.5049,661.2718,2012/2/25 11:01:01,F-6
272848,272848,R2019081303584410707630,27.975,123.6166,5251.6845,733.6524,2012/2/25 11:02:01,F-6
272849,272849,R2019081303584410707630,27.9526,123.6379,4694.9619,676.9413,2012/2/25 11:02:11,F-6
272862,272862,R2019081303584410707630,27.7275,123.7704,4826.106,715.4066,2012/2/25 11:04:31,F-6
272874,272874,R2019081303584410707630,27.6053,123.9298,5098.4061,686.5097,2012/2/25 11:06:31,F-6
272878,272878,R2019081303584410707630,27.5407,123.9782,4986.8458,673.4128,2012/2/25 11:07:11,F-6
272899,272899,R2019081303584410707630,27.2693,124.2168,5288.1773,684.8882,2012/2/25 11:10:41,F-6
272906,272906,R2019081303584410707630,27.1467,124.3073,5452.1577,710.4691,2012/2/25 11:11:51,F-6
272908,272908,R2019081303584410707630,27.0731,124.365,4541.7862,662.8951,2012/2/25 11:12:21,F-6
272926,272926,R2019081303584410707630,26.809,124.5616,5428.8966,716.4984,2012/2/25 11:15:21,F-6
272959,272959,R2019081303584410701313,34.0176,122.105,5056.2401,735.5478,2012/3/4 10:02:56,F-6
272969,272969,R2019081303584410701313,33.8619,122.0969,5036.2422,700.2212,2012/3/4 10:04:36,F-6
272974,272974,R2019081303584410701313,33.736,122.1271,4622.8805,744.9505,2012/3/4 10:05:36,F-6
272979,272979,R2019081303584410701313,33.6388,122.2257,4895.6834,704.0077,2012/3/4 10:06:26,F-6
273001,273001,R2019081303584410701313,33.2223,122.4181,5079.9466,718.9634,2012/3/4 10:10:06,F-6
273007,273007,R2019081303584410701313,33.1032,122.5211,4757.753,714.6353,2012/3/4 10:11:06,F-6
273034,273034,R2019081303584410701313,32.6063,122.66,5000.0127,654.0429,2012/3/4 10:15:46,F-6
273062,273062,R2019081303584410701313,32.1788,122.8108,4803.7412,683.4195,2012/3/4 10:20:26,F-6
273082,273082,R2019081303584410701313,31.8412,122.9326,4728.8363,720.3333,2012/3/4 10:23:56,F-6
273083,273083,R2019081303584410701313,31.8391,122.9395,4977.3302,665.1204,2012/3/4 10:24:06,F-6
273084,273084,R2019081303584410701313,31.8371,122.941,4695.7321,717.922,2012/3/4 10:24:16,F-6
273097,273097,R2019081303584410701313,31.6254,122.9926,5009.2917,726.1079,2012/3/4 10:26:26,F-6
273115,273115,R2019081303584410701313,31.3117,123.1022,5309.2028,668.2554,2012/3/4 10:29:26,F-6
273118,273118,R2019081303584410701313,31.2772,123.0925,5333.8093,722.821,2012/3/4 10:29:56,F-6
273120,273120,R2019081303584410701313,31.2367,123.1117,4889.0296,650.2166,2012/3/4 10:30:16,F-6
273123,273123,R2019081303584410701313,31.1691,123.1309,4571.7818,731.0827,2012/3/4 10:30:46,F-6
273124,273124,R2019081303584410701313,31.1585,123.126,4506.9312,704.969,2012/3/4 10:30:56,F-6
273127,273127,R2019081303584410701313,31.127,123.1123,4534.0868,709.8338,2012/3/4 10:31:26,F-6
273133,273133,R2019081303584410701313,31.0308,123.1147,5358.8033,727.6741,2012/3/4 10:32:36,F-6
273138,273138,R2019081303584410701313,30.9949,123.1178,4839.9371,730.3928,2012/3/4 10:33:26,F-6
273145,273145,R2019081303584410701313,30.827,123.1164,5207.434,736.9045,2012/3/4 10:34:36,F-6
273148,273148,R2019081303584410701313,30.7456,123.1204,5250.8306,708.0291,2012/3/4 10:35:06,F-6
273150,273150,R2019081303584410701313,30.7308,123.1547,5087.2038,705.5327,2012/3/4 10:35:26,F-6
273151,273151,R2019081303584410701313,30.7263,123.1688,5013.4209,722.4798,2012/3/4 10:35:36,F-6
273164,273164,R2019081303584410701313,30.4476,123.1803,5074.0154,743.6403,2012/3/4 10:37:56,F-6
273169,273169,R2019081303584410701313,30.3601,123.1839,5495.9551,734.991,2012/3/4 10:38:46,F-6
273186,273186,R2019081303584410701313,30.1084,123.2307,4501.914,742.5603,2012/3/4 10:41:36,F-6
273194,273194,R2019081303584410701313,29.9358,123.2556,4804.4627,709.7748,2012/3/4 10:42:56,F-6
273204,273204,R2019081303584410701313,29.8127,123.2856,4680.0986,746.2203,2012/3/4 10:44:36,F-6
273208,273208,R2019081303584410701313,29.7524,123.2828,5033.228,733.182,2012/3/4 10:45:26,F-6
273229,273229,R2019081303584410701313,29.3555,123.2731,5427.1369,704.4756,2012/3/4 10:48:56,F-6
273241,273241,R2019081303584410701313,29.1654,123.2907,4910.7103,656.6155,2012/3/4 10:51:06,F-6
273276,273276,R2019081303584410701313,28.6043,123.3025,4553.0982,706.5759,2012/3/4 10:56:56,F-6
273301,273301,R2019081303584410701313,28.1722,123.4569,5467.7268,706.3698,2012/3/4 11:01:06,F-6
273303,273303,R2019081303584410701313,28.1338,123.4594,4516.1554,661.6857,2012/3/4 11:01:26,F-6
273315,273315,R2019081303584410701313,27.9653,123.6122,4997.7674,661.2768,2012/3/4 11:03:36,F-6
273321,273321,R2019081303584410701313,27.8591,123.7004,4970.4975,738.9665,2012/3/4 11:04:36,F-6
273322,273322,R2019081303584410701313,27.8432,123.6967,5411.3843,651.9079,2012/3/4 11:04:46,F-6
273323,273323,R2019081303584410701313,27.8475,123.7012,4874.6715,740.0819,2012/3/4 11:04:56,F-6
273357,273357,R2019081303584410701313,27.4387,124.0998,4808.5329,687.2153,2012/3/4 11:10:46,F-6
273370,273370,R2019081303584410701313,27.1432,124.2933,4822.1209,741.9267,2012/3/4 11:12:56,F-6
273371,273371,R2019081303584410701313,27.1406,124.3236,5181.6871,703.2174,2012/3/4 11:13:06,F-6
273373,273373,R2019081303584410701313,27.1327,124.3273,4958.0395,727.3764,2012/3/4 11:13:26,F-6
273382,273382,R2019081303584410701313,26.9549,124.4493,4936.0857,745.6417,2012/3/4 11:15:06,F-6
273389,273389,R2019081303584410701313,26.876,124.4774,4564.7795,724.3621,2012/3/4 11:16:16,F-6
273401,273401,R2019081303584410701313,26.6671,124.6698,4657.4862,725.6537,2012/3/4 11:18:16,F-6
273403,273403,R2019081303584410701313,26.6402,124.6965,5334.7504,708.4846,2012/3/4 11:18:36,F-6
273431,273431,R2019081303584412304285,33.8629,122.0864,5499.1065,727.3721,2012/3/12 10:09:27,F-6
273447,273447,R2019081303584412304285,33.6141,122.2548,5062.7894,748.2954,2012/3/12 10:12:17,F-6
273448,273448,R2019081303584412304285,33.5996,122.2484,5116.6536,688.339,2012/3/12 10:12:27,F-6
273450,273450,R2019081303584412304285,33.546,122.2414,4884.8662,743.8912,2012/3/12 10:12:47,F-6
273470,273470,R2019081303584412304285,33.2391,122.3367,5039.8334,658.5397,2012/3/12 10:16:07,F-6
273473,273473,R2019081303584412304285,33.1778,122.377,4633.8869,681.8014,2012/3/12 10:16:37,F-6
273474,273474,R2019081303584412304285,33.1545,122.4079,5338.6315,680.4347,2012/3/12 10:16:47,F-6
273512,273512,R2019081303584412304285,32.573,122.6831,5220.5044,691.4659,2012/3/12 10:23:17,F-6
273515,273515,R2019081303584412304285,32.5021,122.7104,5215.4417,690.4517,2012/3/12 10:23:47,F-6
273532,273532,R2019081303584412304285,32.2686,122.8783,5156.6485,721.186,2012/3/12 10:26:37,F-6
273534,273534,R2019081303584412304285,32.2067,122.8825,5311.7355,674.3038,2012/3/12 10:26:57,F-6
273537,273537,R2019081303584412304285,32.1736,122.8815,5435.1012,674.651,2012/3/12 10:27:27,F-6
273540,273540,R2019081303584412304285,32.113,122.9052,5214.0408,672.5519,2012/3/12 10:27:57,F-6
273558,273558,R2019081303584412304285,31.8374,122.992,5351.2668,690.9475,2012/3/12 10:31:07,F-6
273574,273574,R2019081303584412304285,31.5859,123.0542,4714.1468,670.8903,2012/3/12 10:33:47,F-6
273598,273598,R2019081303584412304285,31.1161,123.1164,5451.7524,671.9405,2012/3/12 10:37:47,F-6
273603,273603,R2019081303584412304285,30.9989,123.1658,5307.2317,652.948,2012/3/12 10:38:47,F-6
273620,273620,R2019081303584412304285,30.7146,123.179,4997.7321,666.4084,2012/3/12 10:41:37,F-6
273621,273621,R2019081303584412304285,30.6893,123.1873,5262.5507,670.1832,2012/3/12 10:41:47,F-6
273625,273625,R2019081303584412304285,30.6132,123.1981,4770.4634,668.3633,2012/3/12 10:42:37,F-6
273634,273634,R2019081303584412304285,30.5338,123.2312,4822.0487,694.0254,2012/3/12 10:44:07,F-6
273654,273654,R2019081303584412304285,30.1497,123.241,4833.9512,718.2767,2012/3/12 10:47:27,F-6
273669,273669,R2019081303584412304285,29.8223,123.2705,4816.2318,748.9668,2012/3/12 10:49:57,F-6
273672,273672,R2019081303584412304285,29.747,123.2996,5260.8511,719.5598,2012/3/12 10:50:37,F-6
273683,273683,R2019081303584412304285,29.4799,123.3159,4657.6568,670.8549,2012/3/12 10:52:27,F-6
273696,273696,R2019081303584412304285,29.2787,123.2597,4826.8841,658.8357,2012/3/12 10:54:37,F-6
273756,273756,R2019081303584412304285,28.3077,123.4418,4606.8259,712.496,2012/3/12 11:04:47,F-6
273766,273766,R2019081303584412304285,28.1072,123.4697,5292.1078,701.9786,2012/3/12 11:06:37,F-6
273772,273772,R2019081303584412304285,28.07,123.5343,4569.6758,724.9364,2012/3/12 11:07:37,F-6
273785,273785,R2019081303584412304285,27.8925,123.73,5418.3649,716.2508,2012/3/12 11:09:47,F-6
273803,273803,R2019081303584412304285,27.6343,123.9088,4512.9383,726.6008,2012/3/12 11:12:57,F-6
273807,273807,R2019081303584412304285,27.5523,123.988,5239.3826,732.608,2012/3/12 11:13:37,F-6
273825,273825,R2019081303584412304285,27.28,124.1661,5159.7174,702.857,2012/3/12 11:16:37,F-6
273834,273834,R2019081303584412304285,27.1727,124.238,5461.0766,745.6445,2012/3/12 11:18:07,F-6
273861,273861,R2019081303584412304285,26.8602,124.5321,4857.079,724.2195,2012/3/12 11:22:47,F-6
273870,273870,R2019081303584412304285,26.7526,124.6178,4942.1977,695.2162,2012/3/12 11:24:17,F-6
273884,273884,R2019081303584412304271,34.2214,122.0346,5011.8658,723.7973,2012/3/20 10:01:29,F-6
273907,273907,R2019081303584412304271,33.8127,122.1103,4961.3825,734.0914,2012/3/20 10:05:29,F-6
273911,273911,R2019081303584412304271,33.7758,122.1193,4904.6052,665.4415,2012/3/20 10:06:09,F-6
273918,273918,R2019081303584412304271,33.6497,122.2546,5078.0293,693.6309,2012/3/20 10:07:19,F-6
273920,273920,R2019081303584412304271,33.6498,122.2676,4748.4715,662.8724,2012/3/20 10:07:39,F-6
273929,273929,R2019081303584412304271,33.4691,122.3793,5294.7032,721.1472,2012/3/20 10:09:09,F-6
273937,273937,R2019081303584412304271,33.3178,122.4544,5305.4139,734.7523,2012/3/20 10:10:29,F-6
273945,273945,R2019081303584412304271,33.1652,122.4793,5371.613,709.548,2012/3/20 10:11:49,F-6
