,Unnamed: 0,ID,WD,JD,GD,SD,SJ,target
174168,174168,R2019081303584321807898,35.6107,124.4509,5109.7483,740.5424,2012/2/17 11:20:55,F-3
174173,174173,R2019081303584321807898,35.583,124.549,5036.5226,709.2881,2012/2/17 11:21:45,F-3
174289,174289,R2019081303584321807898,34.7955,123.4989,5404.7284,691.9876,2012/2/17 11:42:25,F-3
174321,174321,R2019081303584321807898,35.2173,123.1788,5285.4673,679.0859,2012/2/17 11:47:55,F-3
174325,174325,R2019081303584321807898,35.2908,123.2066,5155.4092,735.6764,2012/2/17 11:48:45,F-3
174326,174326,R2019081303584321807898,35.3124,123.2294,5029.549,735.0942,2012/2/17 11:48:55,F-3
174355,174355,R2019081303584321807898,35.6252,123.6422,4987.0124,668.4252,2012/2/17 11:54:05,F-3
174693,174693,R2019081303584323405873,36.4653,129.4636,5231.2712,730.5765,2012/2/25 10:07:45,F-3
174695,174695,R2019081303584323405873,36.4553,129.4444,5126.6585,745.2276,2012/2/25 10:08:05,F-3
174755,174755,R2019081303584323405873,36.589,128.1444,5295.0092,694.1864,2012/2/25 10:18:25,F-3
174829,174829,R2019081303584323405873,36.8047,126.6849,5307.5059,749.1354,2012/2/25 10:31:05,F-3
174839,174839,R2019081303584323405873,36.8019,126.426,5103.8487,692.22,2012/2/25 10:32:55,F-3
174873,174873,R2019081303584323405873,36.8935,125.7321,5040.5121,742.7602,2012/2/25 10:38:45,F-3
175075,175075,R2019081303584323405873,35.8207,123.9639,5233.7269,712.956,2012/2/25 11:14:05,F-3
175166,175166,R2019081303584323405873,34.7515,124.4595,5016.3147,731.4234,2012/2/25 11:30:25,F-3
175187,175187,R2019081303584323405873,34.7121,124.0036,4564.8232,704.2041,2012/2/25 11:34:05,F-3
175684,175684,R2019081303584323401450,36.5994,128.187,4601.3486,729.7039,2012/3/4 10:26:43,F-3
175816,175816,R2019081303584323401450,36.9456,125.3967,5219.5592,745.9574,2012/3/4 10:49:33,F-3
175911,175911,R2019081303584323401450,36.7056,123.3634,4972.7541,684.3274,2012/3/4 11:06:13,F-3
176664,176664,R2019081303584324909410,36.8451,126.5496,5027.6675,683.7101,2012/3/12 10:41:50,F-3
176679,176679,R2019081303584324909410,36.8708,126.2429,5482.1973,709.9083,2012/3/12 10:44:20,F-3
176705,176705,R2019081303584324909410,36.8923,125.6694,4577.9019,749.4153,2012/3/12 10:48:50,F-3
176720,176720,R2019081303584324909410,36.9168,125.3404,5218.084,677.0384,2012/3/12 10:51:30,F-3
176746,176746,R2019081303584324909410,36.9676,124.7821,4945.399,693.8988,2012/3/12 10:56:00,F-3
176753,176753,R2019081303584324909410,36.9868,124.6473,5038.3276,677.7453,2012/3/12 10:57:10,F-3
176828,176828,R2019081303584324909410,36.6127,123.3244,4674.6945,749.1484,2012/3/12 11:10:20,F-3
176850,176850,R2019081303584324909410,36.2756,123.2498,4689.7201,700.6143,2012/3/12 11:14:10,F-3
176922,176922,R2019081303584324909410,35.606,124.5534,5282.3853,736.375,2012/3/12 11:27:00,F-3
177001,177001,R2019081303584324909410,34.7405,124.0075,4618.2336,726.906,2012/3/12 11:41:10,F-3
177186,177186,R2019081303584324909410,36.9522,124.4634,5305.5203,694.465,2012/3/12 12:14:00,F-3
177309,177309,R2019081303584324909410,38.8828,124.8248,4804.0474,679.7,2012/3/12 12:35:50,F-3
177355,177355,R2019081303584324909472,36.2498,130.8082,4706.4278,701.0734,2012/3/20 10:03:32,F-3
177500,177500,R2019081303584324909472,36.6574,127.9504,5113.9728,708.6684,2012/3/20 10:28:32,F-3
177519,177519,R2019081303584324909472,36.7256,127.5289,5259.6064,654.9922,2012/3/20 10:31:42,F-3
177561,177561,R2019081303584324909472,36.8277,126.6726,4598.4849,722.4576,2012/3/20 10:38:52,F-3
177567,177567,R2019081303584324909472,36.853,126.5234,5265.7595,681.1202,2012/3/20 10:40:02,F-3
177630,177630,R2019081303584324909472,36.981,124.9684,5444.5739,682.6405,2012/3/20 10:51:02,F-3
177662,177662,R2019081303584324909472,36.9328,124.2597,4736.6387,701.2479,2012/3/20 10:56:32,F-3
177754,177754,R2019081303584324909472,35.9932,123.5406,4744.7138,725.412,2012/3/20 11:12:52,F-3
177828,177828,R2019081303584324909472,35.1929,124.8789,4571.9847,660.2202,2012/3/20 11:26:12,F-3
177949,177949,R2019081303584324909472,35.2399,123.1718,4790.7782,660.4939,2012/3/20 11:47:22,F-3
178023,178023,R2019081303584324909472,35.9525,124.3663,5138.7646,728.8992,2012/3/20 12:00:42,F-3
178091,178091,R2019081303584324909472,37.0705,124.3534,5402.5835,675.2053,2012/3/20 12:12:32,F-3
178148,178148,R2019081303584324909472,37.8796,123.9487,5292.6522,701.0925,2012/3/20 12:22:32,F-3
178201,178201,R2019081303584324909472,38.7531,124.555,5252.4973,682.584,2012/3/20 12:31:52,F-3
178301,178301,R2019081303584326503941,36.3888,129.8957,4577.3887,669.8389,2012/3/28 10:12:08,F-3
178423,178423,R2019081303584326503941,36.7053,127.4565,5288.1292,689.0915,2012/3/28 10:32:58,F-3
178488,178488,R2019081303584326503941,36.8584,125.9315,5169.7176,730.673,2012/3/28 10:44:18,F-3
178505,178505,R2019081303584326503941,36.9109,125.566,4512.874,695.2576,2012/3/28 10:47:18,F-3
178640,178640,R2019081303584326503941,36.1138,123.3164,5015.2215,674.998,2012/3/28 11:10:58,F-3
178832,178832,R2019081303584326503941,34.839,123.4203,4848.0222,660.5226,2012/3/28 11:44:58,F-3
178845,178845,R2019081303584326503941,34.8875,123.2747,4719.9404,693.832,2012/3/28 11:47:08,F-3
178877,178877,R2019081303584326503941,35.4185,123.3247,5299.9038,663.0133,2012/3/28 11:52:48,F-3
178946,178946,R2019081303584326503941,36.0679,124.5359,5038.9535,679.9409,2012/3/28 12:05:08,F-3
178955,178955,R2019081303584326503941,36.2155,124.5673,5476.2329,748.5805,2012/3/28 12:06:48,F-3
179113,179113,R2019081303584326503941,38.6969,124.5444,4559.4745,677.303,2012/3/28 12:34:28,F-3
179193,179193,R2019081303584326509896,36.3706,130.6098,4647.1039,741.5044,2012/4/5 10:03:07,F-3
179198,179198,R2019081303584326509896,36.3883,130.487,5248.5375,651.7838,2012/4/5 10:04:07,F-3
179260,179260,R2019081303584326509896,36.5455,129.0471,5238.9513,740.2939,2012/4/5 10:14:47,F-3
179544,179544,R2019081303584326509896,36.4764,123.3054,4516.8693,705.7346,2012/4/5 11:03:57,F-3
179561,179561,R2019081303584326509896,36.1738,123.2383,5167.4497,668.9282,2012/4/5 11:06:57,F-3
179583,179583,R2019081303584326509896,35.9267,123.6188,5011.0629,748.0662,2012/4/5 11:10:57,F-3
179642,179642,R2019081303584326509896,35.421,124.655,4914.7594,742.4123,2012/4/5 11:21:27,F-3
179686,179686,R2019081303584326509896,34.8594,124.8164,5495.9099,684.5091,2012/4/5 11:29:17,F-3
179831,179831,R2019081303584326509896,35.9207,124.3034,4969.124,746.3848,2012/4/5 11:55:17,F-3
179955,179955,R2019081303584326509896,37.9605,124.0114,4593.6117,742.0185,2012/4/5 12:16:57,F-3
180019,180019,R2019081303584326509896,38.8489,124.7312,4680.1153,722.1667,2012/4/5 12:28:17,F-3
180144,180144,R2019081303584328000623,36.4853,129.4287,5489.3958,717.4191,2012/4/13 10:13:04,F-3
180163,180163,R2019081303584328000623,36.5315,128.9965,4680.1059,689.0959,2012/4/13 10:16:14,F-3
180461,180461,R2019081303584328000623,36.0094,123.4827,5001.0583,741.4095,2012/4/13 11:08:14,F-3
180490,180490,R2019081303584328000623,35.7808,124.0672,5454.5737,740.5623,2012/4/13 11:13:24,F-3
180501,180501,R2019081303584328000623,35.6927,124.2847,4564.601,722.2909,2012/4/13 11:15:24,F-3
180707,180707,R2019081303584328000623,35.7275,123.9434,5176.3686,661.7064,2012/4/13 11:51:54,F-3
180731,180731,R2019081303584328000623,35.9855,124.4147,4648.1881,662.6347,2012/4/13 11:56:14,F-3
180788,180788,R2019081303584328000623,36.8663,124.5268,4529.9725,684.9732,2012/4/13 12:06:14,F-3
180797,180797,R2019081303584328000623,36.983,124.4192,4665.6756,742.873,2012/4/13 12:07:44,F-3
181044,181044,R2019081303584328009711,36.4503,129.4586,4903.0465,738.3521,2012/4/21 10:17:28,F-3
181045,181045,R2019081303584328009711,36.456,129.4534,4628.463,731.4354,2012/4/21 10:17:38,F-3
181051,181051,R2019081303584328009711,36.4728,129.3894,4577.7972,736.5438,2012/4/21 10:18:48,F-3
181106,181106,R2019081303584328009711,36.6225,128.2434,5221.0161,732.7081,2012/4/21 10:28:08,F-3
181205,181205,R2019081303584328009711,36.861,126.2373,5345.0989,703.0301,2012/4/21 10:45:08,F-3
181234,181234,R2019081303584328009711,36.9194,125.5099,5111.0109,714.9246,2012/4/21 10:50:18,F-3
181328,181328,R2019081303584328009711,36.771,123.4883,5361.9894,657.4124,2012/4/21 11:06:38,F-3
181343,181343,R2019081303584328009711,36.6203,123.3253,5434.6522,663.3818,2012/4/21 11:09:18,F-3
181365,181365,R2019081303584328009711,36.239,123.2446,4774.1397,733.6212,2012/4/21 11:13:08,F-3
181451,181451,R2019081303584328009711,35.4313,124.7004,4796.3347,740.3876,2012/4/21 11:28:28,F-3
181456,181456,R2019081303584328009711,35.3749,124.7819,4616.3916,737.0202,2012/4/21 11:29:28,F-3
181517,181517,R2019081303584328009711,34.6881,124.2588,5388.5484,665.8124,2012/4/21 11:40:18,F-3
181561,181561,R2019081303584328009711,34.8157,123.3868,4976.3089,730.22,2012/4/21 11:47:58,F-3
181611,181611,R2019081303584328009711,35.5469,123.505,5436.9698,654.8743,2012/4/21 11:56:48,F-3
181655,181655,R2019081303584328009711,35.8704,124.2144,5397.5516,701.2529,2012/4/21 12:04:38,F-3
181737,181737,R2019081303584328009711,37.0858,124.3262,4665.2742,691.0268,2012/4/21 12:18:58,F-3
181803,181803,R2019081303584328009711,38.1042,124.0642,5451.9178,681.9983,2012/4/21 12:30:38,F-3
181969,181969,R2019081303584329609451,36.4253,129.509,5498.6152,727.6795,2012/4/29 10:13:06,F-3
182010,182010,R2019081303584329609451,36.5879,128.7786,4948.3028,662.4696,2012/4/29 10:20:06,F-3
182183,182183,R2019081303584329609451,36.9291,125.116,5123.2999,726.8751,2012/4/29 10:49:56,F-3
182213,182213,R2019081303584329609451,36.9682,124.6022,4899.3984,745.1538,2012/4/29 10:55:06,F-3
182334,182334,R2019081303584329609451,35.9893,123.5688,5218.6202,726.6671,2012/4/29 11:16:26,F-3
182376,182376,R2019081303584329609451,35.7378,124.2114,5227.9692,687.0924,2012/4/29 11:23:46,F-3
182381,182381,R2019081303584329609451,35.6703,124.387,4998.8725,654.7018,2012/4/29 11:24:46,F-3
182386,182386,R2019081303584329609451,35.628,124.4935,5276.2631,697.8223,2012/4/29 11:25:36,F-3
182601,182601,R2019081303584329609451,35.7405,124.0483,4716.9594,746.6278,2012/4/29 12:03:36,F-3
182661,182661,R2019081303584329609451,36.6361,124.6339,4534.8986,650.8297,2012/4/29 12:14:16,F-3
183084,183084,R2019081303584329607958,36.8607,126.1499,5498.36,651.8911,2012/5/7 10:38:35,F-3
183195,183195,R2019081303584329607958,36.9439,123.8387,4645.0454,658.6085,2012/5/7 10:57:45,F-3
183370,183370,R2019081303584329607958,34.9564,124.889,5279.5523,720.3844,2012/5/7 11:28:55,F-3
183432,183432,R2019081303584329607958,34.7789,123.6654,5217.7769,669.4318,2012/5/7 11:39:45,F-3
183489,183489,R2019081303584329607958,35.5079,123.4729,5177.6483,669.1443,2012/5/7 11:49:55,F-3
183508,183508,R2019081303584329607958,35.6458,123.8146,5306.8439,713.3073,2012/5/7 11:53:15,F-3
183544,183544,R2019081303584329607958,35.9934,124.4626,4747.2498,680.9672,2012/5/7 11:59:45,F-3
183547,183547,R2019081303584329607958,36.0364,124.518,5115.1611,724.5536,2012/5/7 12:00:15,F-3
183548,183548,R2019081303584329607958,36.0596,124.5341,5437.5646,655.3334,2012/5/7 12:00:25,F-3
183697,183697,R2019081303584329607958,38.1655,124.1077,4707.9445,684.611,2012/5/7 12:26:25,F-3
183712,183712,R2019081303584329607958,38.3448,124.2052,5380.7436,697.4605,2012/5/7 12:29:05,F-3
183749,183749,R2019081303584329607958,38.7959,124.687,5361.4414,701.5593,2012/5/7 12:35:35,F-3
183897,183897,R2019081303584331201253,36.6188,128.6104,5009.203,707.9869,2012/5/15 10:19:26,F-3
184005,184005,R2019081303584331201253,36.8117,126.4756,4836.1962,708.4321,2012/5/15 10:37:56,F-3
184031,184031,R2019081303584331201253,36.902,125.8823,4872.058,684.6606,2012/5/15 10:42:26,F-3
184050,184050,R2019081303584331201253,36.9617,125.4785,5424.3419,726.5661,2012/5/15 10:45:46,F-3
184231,184231,R2019081303584331201253,35.7034,124.3068,4973.8994,692.4177,2012/5/15 11:17:46,F-3
184301,184301,R2019081303584331201253,34.8158,124.5936,4545.3379,725.2612,2012/5/15 11:30:16,F-3
184331,184331,R2019081303584331201253,34.7286,124.082,4630.6985,736.9165,2012/5/15 11:35:26,F-3
184333,184333,R2019081303584331201253,34.7343,124.0686,4954.7227,744.5105,2012/5/15 11:35:46,F-3
184414,184414,R2019081303584331201253,35.5542,123.5292,5110.9248,683.3018,2012/5/15 11:50:06,F-3
184464,184464,R2019081303584331201253,35.9821,124.3955,5342.5563,658.0274,2012/5/15 11:59:06,F-3
184499,184499,R2019081303584331201253,36.5847,124.6162,4854.9939,748.3334,2012/5/15 12:05:16,F-3
184547,184547,R2019081303584331201253,37.3621,124.1358,5470.4366,740.0621,2012/5/15 12:13:36,F-3
184590,184590,R2019081303584331201253,37.9547,123.9945,5252.4886,709.0143,2012/5/15 12:21:06,F-3
184617,184617,R2019081303584331201253,38.3272,124.1884,4694.4089,661.1391,2012/5/15 12:25:46,F-3
184693,184693,R2019081303584331201253,39.1022,125.4431,4662.4715,731.4375,2012/5/15 12:39:16,F-3
184723,184723,R2019081303584331206230,36.3593,130.4224,4500.2234,726.2543,2012/5/23 10:09:17,F-3
184803,184803,R2019081303584331206230,36.5362,128.9494,4699.2999,653.876,2012/5/23 10:22:57,F-3
184808,184808,R2019081303584331206230,36.5608,128.8324,4718.5439,744.204,2012/5/23 10:23:47,F-3
184822,184822,R2019081303584331206230,36.5766,128.4487,4583.7871,687.941,2012/5/23 10:26:17,F-3
184853,184853,R2019081303584331206230,36.6479,127.6869,5213.8508,700.3213,2012/5/23 10:31:37,F-3
184903,184903,R2019081303584331206230,36.796,126.6799,4544.9147,695.6399,2012/5/23 10:40:07,F-3
185056,185056,R2019081303584331206230,36.7271,123.3681,5364.0059,687.5921,2012/5/23 11:06:47,F-3
185087,185087,R2019081303584331206230,36.2653,123.2912,4767.0376,711.9888,2012/5/23 11:12:17,F-3
185108,185108,R2019081303584331206230,35.9919,123.5066,5028.3726,679.1538,2012/5/23 11:16:07,F-3
185124,185124,R2019081303584331206230,35.8627,123.8085,5349.8485,698.0001,2012/5/23 11:18:57,F-3
185145,185145,R2019081303584331206230,35.7323,124.2237,4929.6343,661.5772,2012/5/23 11:22:37,F-3
185212,185212,R2019081303584331206230,35.0506,124.8867,4509.6483,723.4558,2012/5/23 11:34:27,F-3
185259,185259,R2019081303584331206230,34.7091,124.2352,4503.5332,726.0204,2012/5/23 11:42:47,F-3
185435,185435,R2019081303584331206230,36.5886,124.6294,4851.2934,687.5758,2012/5/23 12:13:57,F-3
185554,185554,R2019081303584331206230,38.4283,124.2217,4712.2839,703.7254,2012/5/23 12:34:47,F-3
185657,185657,R2019081303584332702814,36.4175,130.2103,4875.363,729.847,2012/5/31 10:06:54,F-3
185812,185812,R2019081303584332702814,36.7934,126.7273,5138.7654,725.2911,2012/5/31 10:33:34,F-3
185895,185895,R2019081303584332702814,36.9797,125.0567,4829.7472,673.4627,2012/5/31 10:47:54,F-3
186034,186034,R2019081303584332702814,36.0266,123.4596,5144.8339,709.0209,2012/5/31 11:12:14,F-3
186062,186062,R2019081303584332702814,35.83,123.9144,4782.1157,719.7633,2012/5/31 11:17:14,F-3
186093,186093,R2019081303584332702814,35.5909,124.5189,4801.6968,666.0921,2012/5/31 11:22:44,F-3
186118,186118,R2019081303584332702814,35.314,124.8613,5155.6194,701.0493,2012/5/31 11:27:14,F-3
186250,186250,R2019081303584332702814,35.4466,123.4018,5284.649,668.2321,2012/5/31 11:50:34,F-3
186307,186307,R2019081303584332702814,36.0451,124.4988,4819.0456,664.3755,2012/5/31 12:00:54,F-3
186376,186376,R2019081303584332702814,37.2153,124.2205,4862.7618,725.0298,2012/5/31 12:13:04,F-3
186381,186381,R2019081303584332702814,37.28,124.1821,5233.1217,677.1461,2012/5/31 12:13:54,F-3
186413,186413,R2019081303584332702814,37.8099,123.9725,5178.9953,670.5568,2012/5/31 12:19:34,F-3
186528,186528,R2019081303584334300480,36.1393,130.9878,5000.6728,665.3578,2012/6/8 10:01:31,F-3
186568,186568,R2019081303584334300480,36.3595,130.2154,4923.6166,653.8931,2012/6/8 10:08:21,F-3
186623,186623,R2019081303584334300480,36.5233,129.1832,4852.0655,678.4895,2012/6/8 10:17:51,F-3
186635,186635,R2019081303584334300480,36.55,128.8715,4829.438,669.3582,2012/6/8 10:19:51,F-3
186697,186697,R2019081303584334300480,36.6745,127.554,4952.3831,693.7229,2012/6/8 10:30:31,F-3
186863,186863,R2019081303584334300480,36.9453,123.8411,5059.1296,711.3982,2012/6/8 10:59:21,F-3
186972,186972,R2019081303584334300480,35.7861,124.0323,5254.3491,748.297,2012/6/8 11:18:41,F-3
187173,187173,R2019081303584334300480,35.6884,123.8675,4746.9217,721.7479,2012/6/8 11:54:21,F-3
187180,187180,R2019081303584334300480,35.7522,123.9846,4677.8215,729.6604,2012/6/8 11:55:41,F-3
187258,187258,R2019081303584334300480,36.9453,124.4434,4916.6246,686.3617,2012/6/8 12:09:31,F-3
187276,187276,R2019081303584334300480,37.2458,124.1928,4616.1709,679.4087,2012/6/8 12:12:41,F-3
187466,187466,R2019081303584334302299,36.3525,130.4847,5064.0425,732.0448,2012/6/16 10:05:09,F-3
187536,187536,R2019081303584334302299,36.5397,128.8813,4637.4706,653.7217,2012/6/16 10:17:09,F-3
187565,187565,R2019081303584334302299,36.575,128.3452,5039.8688,676.349,2012/6/16 10:22:09,F-3
187588,187588,R2019081303584334302299,36.6107,127.919,5418.1444,692.9862,2012/6/16 10:26:09,F-3
187632,187632,R2019081303584334302299,36.7088,126.9756,4608.8582,738.6856,2012/6/16 10:33:39,F-3
187760,187760,R2019081303584334302299,36.9233,124.2496,5295.9797,704.1442,2012/6/16 10:55:49,F-3
188018,188018,R2019081303584334302299,34.7447,123.5479,5306.4929,741.0051,2012/6/16 11:41:29,F-3
188041,188041,R2019081303584334302299,34.9689,123.1685,4909.9224,683.3204,2012/6/16 11:45:29,F-3
188190,188190,R2019081303584334302299,36.9942,124.4086,4865.953,658.2669,2012/6/16 12:11:59,F-3
188221,188221,R2019081303584334302299,37.4979,124.0552,4906.0851,730.8403,2012/6/16 12:17:29,F-3
188390,188390,R2019081303584335800371,36.4183,129.9421,4546.5543,732.5542,2012/6/24 10:03:47,F-3
188409,188409,R2019081303584335800371,36.461,129.5137,4632.395,732.1424,2012/6/24 10:06:57,F-3
188444,188444,R2019081303584335800371,36.5775,128.7876,4818.0033,685.2164,2012/6/24 10:12:57,F-3
188446,188446,R2019081303584335800371,36.567,128.7194,4826.585,661.6703,2012/6/24 10:13:17,F-3
188462,188462,R2019081303584335800371,36.6207,128.3099,4767.74,718.9218,2012/6/24 10:16:07,F-3
188476,188476,R2019081303584335800371,36.6074,128.0054,4926.0057,695.1074,2012/6/24 10:18:37,F-3
188499,188499,R2019081303584335800371,36.6788,127.5307,5014.7395,684.641,2012/6/24 10:22:27,F-3
188703,188703,R2019081303584335800371,36.7443,123.4663,4987.0485,672.0444,2012/6/24 10:57:47,F-3
188719,188719,R2019081303584335800371,36.4819,123.3032,5189.7459,729.0013,2012/6/24 11:00:37,F-3
188915,188915,R2019081303584335800371,34.7279,123.6796,4580.1953,697.4604,2012/6/24 11:35:27,F-3
189020,189020,R2019081303584335800371,35.7884,124.1068,5409.5858,693.9716,2012/6/24 11:53:57,F-3
189043,189043,R2019081303584335800371,36.0557,124.5424,5052.2821,717.7633,2012/6/24 11:58:17,F-3
189060,189060,R2019081303584335800371,36.3584,124.6367,5491.2389,694.9807,2012/6/24 12:01:07,F-3
189136,189136,R2019081303584335800371,37.4438,124.0564,4936.7673,700.5874,2012/6/24 12:14:27,F-3
189253,189253,R2019081303584335807916,36.1427,130.9766,4549.0855,689.1309,2012/7/2 10:01:02,F-3
189281,189281,R2019081303584335807916,36.3651,130.4381,5081.948,724.7087,2012/7/2 10:05:52,F-3
189313,189313,R2019081303584335807916,36.3998,129.7534,5303.7287,674.0984,2012/7/2 10:11:22,F-3
189762,189762,R2019081303584335807916,34.764,124.4152,4513.7325,733.9265,2012/7/2 11:30:02,F-3
189879,189879,R2019081303584335807916,35.6018,123.593,4522.618,708.0805,2012/7/2 11:50:32,F-3
189900,189900,R2019081303584335807916,35.8148,124.1627,4866.8693,650.2193,2012/7/2 11:54:32,F-3
189993,189993,R2019081303584335807916,37.3097,124.2169,5104.7569,749.2397,2012/7/2 12:10:52,F-3
190308,190308,R2019081303584337406203,36.7611,127.257,4754.8274,711.0803,2012/7/10 10:30:50,F-3
190484,190484,R2019081303584337406203,36.8303,123.5394,5483.8492,718.5606,2012/7/10 11:01:20,F-3
190649,190649,R2019081303584337406203,34.993,124.9236,5055.6688,717.1025,2012/7/10 11:30:30,F-3
190972,190972,R2019081303584337406203,38.1898,124.1216,4550.6293,683.2281,2012/7/10 12:27:30,F-3
191268,191268,R2019081303584337406392,36.8288,126.4599,4573.4405,707.8505,2012/7/18 10:36:27,F-3
191277,191277,R2019081303584337406392,36.8404,126.3022,5260.2479,711.7905,2012/7/18 10:37:57,F-3
191374,191374,R2019081303584337406392,36.9587,124.1541,4928.0531,691.0976,2012/7/18 10:54:47,F-3
191394,191394,R2019081303584337406392,36.8602,123.731,4989.5105,698.3014,2012/7/18 10:58:17,F-3
191558,191558,R2019081303584337406392,35.0791,124.8942,5369.2597,655.4048,2012/7/18 11:27:27,F-3
191618,191618,R2019081303584337406392,34.7115,124.0273,5386.5594,682.3718,2012/7/18 11:37:57,F-3
191636,191636,R2019081303584337406392,34.7422,123.6657,4684.4011,724.258,2012/7/18 11:41:07,F-3
191652,191652,R2019081303584337406392,34.8269,123.4345,4530.3777,736.6939,2012/7/18 11:43:57,F-3
191882,191882,R2019081303584337406392,37.8859,123.9747,4921.1798,701.0285,2012/7/18 12:24:27,F-3
191900,191900,R2019081303584337406392,38.168,124.1092,4868.1267,674.5051,2012/7/18 12:27:37,F-3
191907,191907,R2019081303584337406392,38.323,124.1333,4812.1649,737.2405,2012/7/18 12:28:47,F-3
191947,191947,R2019081303584337406392,38.7874,124.6921,5477.7161,713.8688,2012/7/18 12:35:57,F-3
191969,191969,R2019081303584337406392,38.9607,125.0568,5105.8624,725.6697,2012/7/18 12:39:57,F-3
191990,191990,R2019081303584337408194,36.1429,130.894,5452.2784,681.4432,2012/7/26 9:58:17,F-3
192010,192010,R2019081303584337408194,36.3505,130.6209,4579.1408,670.2254,2012/7/26 10:01:37,F-3
192322,192322,R2019081303584337408194,36.9446,124.2661,5003.704,655.2237,2012/7/26 10:55:27,F-3
192378,192378,R2019081303584337408194,36.5475,123.3092,4812.5297,722.8039,2012/7/26 11:05:17,F-3
192526,192526,R2019081303584337408194,34.7501,124.4514,4550.8488,708.4528,2012/7/26 11:31:47,F-3
192685,192685,R2019081303584337408194,35.7402,124.0737,4573.0795,730.5387,2012/7/26 11:59:37,F-3
192694,192694,R2019081303584337408194,35.814,124.1431,5060.7362,743.2814,2012/7/26 12:01:17,F-3
192774,192774,R2019081303584337408194,36.9131,124.5104,4578.875,690.4819,2012/7/26 12:15:17,F-3
192787,192787,R2019081303584337408194,37.0882,124.3189,5030.0555,707.9319,2012/7/26 12:17:37,F-3
192851,192851,R2019081303584337408194,38.1971,124.1074,4914.7456,729.6799,2012/7/26 12:28:47,F-3
192874,192874,R2019081303584337408194,38.5804,124.3777,5342.1122,732.2202,2012/7/26 12:32:57,F-3
192901,192901,R2019081303584337408194,38.8692,124.8008,4855.4948,695.9231,2012/7/26 12:37:47,F-3
192915,192915,R2019081303584337408194,38.9991,125.0905,5125.3435,650.499,2012/7/26 12:40:17,F-3
192923,192923,R2019081303584337408194,39.0275,125.2331,5024.9279,725.567,2012/7/26 12:41:37,F-3
192972,192972,R2019081303584339004238,36.4065,130.234,4553.0961,696.8764,2012/8/3 10:03:22,F-3
193274,193274,R2019081303584339004238,36.9889,124.0596,5121.1231,742.7655,2012/8/3 10:55:22,F-3
193277,193277,R2019081303584339004238,36.9763,123.9714,5048.7874,714.5928,2012/8/3 10:55:52,F-3
193349,193349,R2019081303584339004238,36.0963,123.4056,5494.7836,728.3464,2012/8/3 11:08:42,F-3
193376,193376,R2019081303584339004238,35.8408,123.897,4561.0544,665.5354,2012/8/3 11:13:32,F-3
193381,193381,R2019081303584339004238,35.7945,123.9491,4868.9759,737.5233,2012/8/3 11:14:22,F-3
193424,193424,R2019081303584339004238,35.5203,124.6188,4728.3414,680.7921,2012/8/3 11:22:02,F-3
193595,193595,R2019081303584339004238,35.6421,123.7668,4925.6004,701.6463,2012/8/3 11:52:22,F-3
193664,193664,R2019081303584339004238,36.4351,124.6183,4530.2084,741.95,2012/8/3 12:04:42,F-3
193841,193841,R2019081303584339004238,38.9686,125.0185,5495.001,731.3946,2012/8/3 12:35:52,F-3
