,Unnamed: 0,ID,WD,JD,GD,SD,SJ,target
90234,90234,R2019081303584229801872,28.5078,126.5272,5241.0784,708.5378,2012/2/9 12:19:01,F-2
90266,90266,R2019081303584231306127,32.5535,128.2438,5264.1219,704.0485,2012/2/17 9:56:29,F-2
90300,90300,R2019081303584231306127,32.4576,127.6302,4917.4186,658.4479,2012/2/17 10:02:09,F-2
90425,90425,R2019081303584231306127,31.9164,125.2561,5386.4421,739.0085,2012/2/17 10:23:59,F-2
90505,90505,R2019081303584231306127,31.5291,123.8042,4766.4312,680.7328,2012/2/17 10:37:59,F-2
90580,90580,R2019081303584231306127,30.5333,123.9383,4910.8265,691.8412,2012/2/17 10:51:29,F-2
90665,90665,R2019081303584231306127,31.0187,125.2202,4979.5872,699.4535,2012/2/17 11:06:39,F-2
90746,90746,R2019081303584231306127,31.8015,124.2933,4656.3258,680.5445,2012/2/17 11:21:19,F-2
90752,90752,R2019081303584231306127,31.801,124.1162,4997.1225,692.2269,2012/2/17 11:22:29,F-2
90756,90756,R2019081303584231306127,31.7832,123.9784,4726.9268,687.8155,2012/2/17 11:23:29,F-2
90782,90782,R2019081303584231306127,31.4794,123.5024,4720.6763,682.639,2012/2/17 11:28:29,F-2
90818,90818,R2019081303584231306127,31.0014,123.2964,5112.7182,705.6072,2012/2/17 11:35:09,F-2
91045,91045,R2019081303584231306127,28.5062,125.9102,5066.9101,745.9423,2012/2/17 12:15:59,F-2
91098,91098,R2019081303584231306127,28.5382,126.9848,5491.2202,656.2205,2012/2/17 12:25:29,F-2
91120,91120,R2019081303584231302299,32.4807,127.9857,4777.1955,709.3707,2012/2/25 9:59:57,F-2
91122,91122,R2019081303584231302299,32.4885,127.9263,5125.6676,661.8779,2012/2/25 10:00:17,F-2
91266,91266,R2019081303584231302299,31.8712,125.0474,4961.5069,695.2293,2012/2/25 10:25:17,F-2
91270,91270,R2019081303584231302299,31.8558,124.957,4821.2581,729.3549,2012/2/25 10:25:57,F-2
91292,91292,R2019081303584231302299,31.8249,124.5181,4719.9004,654.3682,2012/2/25 10:29:47,F-2
91345,91345,R2019081303584231302299,31.3778,123.6973,5490.103,673.9459,2012/2/25 10:39:17,F-2
91435,91435,R2019081303584231302299,30.4146,124.5858,4588.9031,677.2658,2012/2/25 10:55:37,F-2
91478,91478,R2019081303584231302299,30.807,125.21,4542.9159,732.1695,2012/2/25 11:03:17,F-2
91534,91534,R2019081303584231302299,31.6772,124.9408,4744.148,700.813,2012/2/25 11:13:07,F-2
91625,91625,R2019081303584231302299,31.2442,123.3609,4794.5084,655.97,2012/2/25 11:30:37,F-2
91695,91695,R2019081303584231302299,30.0546,123.2785,5054.8331,710.64,2012/2/25 11:43:17,F-2
91715,91715,R2019081303584231302299,29.7196,123.2871,4965.5081,671.1607,2012/2/25 11:46:57,F-2
91803,91803,R2019081303584231302299,28.8062,124.5979,5400.9371,689.8482,2012/2/25 12:02:37,F-2
91806,91806,R2019081303584231302299,28.7761,124.6502,4781.8564,703.9043,2012/2/25 12:03:07,F-2
91841,91841,R2019081303584231302299,28.6687,125.2444,5499.3178,714.8094,2012/2/25 12:09:17,F-2
91905,91905,R2019081303584231302299,28.5105,126.3972,4671.1905,737.7347,2012/2/25 12:20:47,F-2
91910,91910,R2019081303584231302299,28.4874,126.5215,5098.9623,693.1287,2012/2/25 12:21:37,F-2
92087,92087,R2019081303584232905636,31.8746,125.2061,5076.4111,659.1521,2012/3/4 10:22:35,F-2
92171,92171,R2019081303584232905636,31.4629,123.778,5256.8616,674.1272,2012/3/4 10:37:15,F-2
92181,92181,R2019081303584232905636,31.2868,123.6619,5405.5875,679.4943,2012/3/4 10:39:05,F-2
92365,92365,R2019081303584232905636,31.6146,125.0481,4764.3048,676.596,2012/3/4 11:12:05,F-2
92468,92468,R2019081303584232905636,31.1816,123.3449,4675.6882,742.3288,2012/3/4 11:31:35,F-2
92636,92636,R2019081303584232905636,28.8958,124.4763,5052.98,723.8026,2012/3/4 12:01:55,F-2
92650,92650,R2019081303584232905636,28.7709,124.7274,4954.3618,679.0873,2012/3/4 12:04:15,F-2
92661,92661,R2019081303584232905636,28.697,124.9736,5444.9187,730.3298,2012/3/4 12:06:15,F-2
92712,92712,R2019081303584232905636,28.5405,125.8481,4636.1102,679.4607,2012/3/4 12:15:15,F-2
92731,92731,R2019081303584232905636,28.4935,126.1649,4642.5731,726.8928,2012/3/4 12:18:45,F-2
92755,92755,R2019081303584232905636,28.5254,126.6829,4707.5281,681.6629,2012/3/4 12:23:05,F-2
92784,92784,R2019081303584232904384,32.4994,128.1456,4622.3979,663.5149,2012/3/12 9:59:05,F-2
92826,92826,R2019081303584232904384,32.3649,127.3146,4658.1876,733.1051,2012/3/12 10:06:15,F-2
92852,92852,R2019081303584232904384,32.3744,126.7565,4964.5723,690.5941,2012/3/12 10:10:55,F-2
92864,92864,R2019081303584232904384,32.2932,126.5451,4851.6536,723.053,2012/3/12 10:12:55,F-2
92867,92867,R2019081303584232904384,32.3011,126.4989,4740.688,748.6517,2012/3/12 10:13:25,F-2
93000,93000,R2019081303584232904384,31.6647,123.9735,5393.2412,707.481,2012/3/12 10:36:35,F-2
93103,93103,R2019081303584232904384,30.4011,124.2391,5320.5193,670.2946,2012/3/12 10:55:05,F-2
93189,93189,R2019081303584232904384,31.2294,125.2387,4718.3103,670.9506,2012/3/12 11:10:25,F-2
93259,93259,R2019081303584232904384,31.799,124.2018,5073.6176,669.9504,2012/3/12 11:23:15,F-2
93310,93310,R2019081303584232904384,31.3307,123.4049,5373.933,714.3517,2012/3/12 11:33:05,F-2
93401,93401,R2019081303584232904384,29.7715,123.2905,5268.1495,690.0223,2012/3/12 11:49:45,F-2
93418,93418,R2019081303584232904384,29.5086,123.3349,4829.2775,733.5376,2012/3/12 11:52:45,F-2
93435,93435,R2019081303584232904384,29.3642,123.5181,5055.9957,712.1401,2012/3/12 11:55:45,F-2
93578,93578,R2019081303584232904384,28.4852,126.1299,5085.9316,654.0884,2012/3/12 12:21:15,F-2
93672,93672,R2019081303584234403343,32.356,127.2746,4772.8956,737.3338,2012/3/20 10:09:29,F-2
93789,93789,R2019081303584234403343,31.944,125.0121,5254.8132,729.5615,2012/3/20 10:29:39,F-2
93864,93864,R2019081303584234403343,31.3583,123.699,4764.2542,720.1353,2012/3/20 10:42:59,F-2
93876,93876,R2019081303584234403343,31.1512,123.5926,5144.2266,730.9783,2012/3/20 10:45:09,F-2
93888,93888,R2019081303584234403343,30.8983,123.5875,4641.8107,728.0918,2012/3/20 10:47:19,F-2
93911,93911,R2019081303584234403343,30.5376,123.8988,5130.8856,737.1061,2012/3/20 10:51:39,F-2
93913,93913,R2019081303584234403343,30.5052,123.9123,4964.2172,677.569,2012/3/20 10:51:59,F-2
93915,93915,R2019081303584234403343,30.49,123.9749,5243.9123,710.7747,2012/3/20 10:52:19,F-2
93978,93978,R2019081303584234403343,30.7507,125.1856,5497.9819,651.847,2012/3/20 11:03:39,F-2
94028,94028,R2019081303584234403343,31.4534,125.1539,5326.0591,719.9963,2012/3/20 11:12:29,F-2
94181,94181,R2019081303584234403343,30.3143,123.317,4793.1146,731.4667,2012/3/20 11:41:19,F-2
94220,94220,R2019081303584234403343,29.6701,123.278,5382.8161,696.1565,2012/3/20 11:48:19,F-2
94234,94234,R2019081303584234403343,29.4544,123.4073,5426.2255,689.6707,2012/3/20 11:50:49,F-2
94251,94251,R2019081303584234403343,29.2735,123.6315,5465.4837,715.7431,2012/3/20 11:53:49,F-2
94348,94348,R2019081303584234403343,28.6476,125.3009,4857.1464,687.3403,2012/3/20 12:10:59,F-2
94388,94388,R2019081303584234403343,28.4983,126.1197,4763.0947,696.9887,2012/3/20 12:18:19,F-2
94445,94445,R2019081303584234402965,32.4705,128.0024,5295.5467,650.8057,2012/3/28 10:04:10,F-2
94462,94462,R2019081303584234402965,32.4295,127.6239,4804.7692,706.7773,2012/3/28 10:07:10,F-2
94731,94731,R2019081303584234402965,30.487,123.9541,5271.4767,745.6848,2012/3/28 10:54:30,F-2
94761,94761,R2019081303584234402965,30.3877,124.5185,5439.905,746.0019,2012/3/28 10:59:50,F-2
94881,94881,R2019081303584234402965,31.7829,124.492,4834.3919,677.8702,2012/3/28 11:21:30,F-2
94938,94938,R2019081303584234402965,31.4034,123.4388,5334.4339,671.2794,2012/3/28 11:32:30,F-2
95032,95032,R2019081303584234402965,29.8302,123.2838,5155.5125,703.0791,2012/3/28 11:49:50,F-2
95063,95063,R2019081303584234402965,29.2663,123.6767,4705.3171,682.8765,2012/3/28 11:55:30,F-2
95133,95133,R2019081303584234402965,28.7457,124.848,4668.8577,669.3259,2012/3/28 12:07:50,F-2
95214,95214,R2019081303584234402965,28.5037,126.435,5163.6003,680.5666,2012/3/28 12:22:20,F-2
95277,95277,R2019081303584236004207,32.4335,127.7124,4513.8822,725.8567,2012/4/5 10:00:46,F-2
95338,95338,R2019081303584236004207,32.2361,126.3329,5381.2236,735.5077,2012/4/5 10:11:26,F-2
95346,95346,R2019081303584236004207,32.1782,126.2269,4803.1085,657.9773,2012/4/5 10:12:56,F-2
95359,95359,R2019081303584236004207,32.1122,125.9836,4797.0711,747.4129,2012/4/5 10:15:06,F-2
95464,95464,R2019081303584236004207,31.6423,123.9895,5463.6238,691.1182,2012/4/5 10:33:26,F-2
95501,95501,R2019081303584236004207,31.1753,123.5782,5466.6072,696.4565,2012/4/5 10:40:06,F-2
95585,95585,R2019081303584236004207,30.4555,124.7195,5003.61,736.4466,2012/4/5 10:55:16,F-2
95653,95653,R2019081303584236004207,31.5098,125.1483,5134.9529,686.3452,2012/4/5 11:07:26,F-2
95756,95756,R2019081303584236004207,31.3465,123.4342,4842.6064,721.7767,2012/4/5 11:26:56,F-2
95758,95758,R2019081303584236004207,31.3308,123.4045,5471.2956,715.3865,2012/4/5 11:27:16,F-2
95835,95835,R2019081303584236004207,29.9219,123.2807,5218.7623,721.7325,2012/4/5 11:41:26,F-2
95969,95969,R2019081303584236004207,28.6545,125.1822,5452.659,661.7517,2012/4/5 12:05:16,F-2
95996,95996,R2019081303584236004207,28.5714,125.6477,5165.395,712.5933,2012/4/5 12:10:06,F-2
96036,96036,R2019081303584236004207,28.5219,126.3566,4563.1898,727.4921,2012/4/5 12:17:16,F-2
96244,96244,R2019081303584237605693,31.8811,124.9398,4977.837,731.1203,2012/4/13 10:31:56,F-2
96401,96401,R2019081303584237605693,30.3913,124.4261,5470.8536,731.171,2012/4/13 11:00:06,F-2
96416,96416,R2019081303584237605693,30.4539,124.7092,4664.2681,736.6203,2012/4/13 11:02:46,F-2
96436,96436,R2019081303584237605693,30.5751,125.003,4712.0382,697.4773,2012/4/13 11:06:26,F-2
96449,96449,R2019081303584237605693,30.7483,125.1663,4690.2196,740.7796,2012/4/13 11:08:36,F-2
96459,96459,R2019081303584237605693,30.9392,125.1976,4581.4156,657.7799,2012/4/13 11:10:26,F-2
96600,96600,R2019081303584237605693,31.3,123.3692,5482.3809,658.2377,2012/4/13 11:36:36,F-2
96670,96670,R2019081303584237605693,29.9998,123.2808,4733.5116,689.4833,2012/4/13 11:49:26,F-2
96688,96688,R2019081303584237605693,29.6138,123.3218,5185.2524,683.8698,2012/4/13 11:52:46,F-2
96690,96690,R2019081303584237605693,29.5772,123.3228,4725.7368,710.2841,2012/4/13 11:53:06,F-2
96696,96696,R2019081303584237605693,29.5122,123.3429,5272.4939,699.316,2012/4/13 11:54:16,F-2
96727,96727,R2019081303584237605693,29.1725,123.853,5466.1216,740.9225,2012/4/13 11:59:46,F-2
96741,96741,R2019081303584237605693,29.0877,124.0425,4918.0291,729.4643,2012/4/13 12:02:16,F-2
96772,96772,R2019081303584237605693,28.8387,124.5639,5112.7686,668.1628,2012/4/13 12:07:46,F-2
96851,96851,R2019081303584237605693,28.503,126.0639,5011.0331,721.8992,2012/4/13 12:21:46,F-2
96934,96934,R2019081303584237603070,32.4706,127.7525,4738.6506,689.0631,2012/4/21 10:03:47,F-2
97103,97103,R2019081303584237603070,31.824,124.4046,5390.2562,670.0303,2012/4/21 10:33:07,F-2
97232,97232,R2019081303584237603070,30.4336,124.2277,5433.5259,744.5008,2012/4/21 10:56:17,F-2
97254,97254,R2019081303584237603070,30.4109,124.5501,5415.436,741.2132,2012/4/21 11:00:17,F-2
97267,97267,R2019081303584237603070,30.4969,124.8055,4924.261,706.9249,2012/4/21 11:02:37,F-2
97358,97358,R2019081303584237603070,31.7417,124.8105,4991.8427,724.265,2012/4/21 11:18:47,F-2
97375,97375,R2019081303584237603070,31.7796,124.4968,5022.4742,679.3822,2012/4/21 11:21:57,F-2
97401,97401,R2019081303584237603070,31.8047,124.1409,4561.0292,653.7274,2012/4/21 11:26:37,F-2
97429,97429,R2019081303584237603070,31.7017,123.6946,4656.0739,656.655,2012/4/21 11:32:07,F-2
97625,97625,R2019081303584237603070,28.7702,124.7555,4711.73,688.2384,2012/4/21 12:07:57,F-2
97771,97771,R2019081303584239101840,32.5084,127.8975,4875.2295,722.0232,2012/4/29 9:58:29,F-2
97852,97852,R2019081303584239101840,32.2755,126.457,4657.8811,721.1526,2012/4/29 10:12:29,F-2
97866,97866,R2019081303584239101840,32.2007,126.2509,4810.9484,743.1251,2012/4/29 10:14:59,F-2
97899,97899,R2019081303584239101840,32.0621,125.7265,5288.4872,686.9094,2012/4/29 10:20:39,F-2
97928,97928,R2019081303584239101840,31.9688,125.0653,4873.0903,706.8096,2012/4/29 10:25:39,F-2
97994,97994,R2019081303584239101840,31.6737,123.9847,4713.0331,673.3056,2012/4/29 10:37:09,F-2
98107,98107,R2019081303584239101840,30.4282,124.6555,4585.5468,702.6539,2012/4/29 10:57:39,F-2
98138,98138,R2019081303584239101840,30.7631,125.1909,4873.3749,697.8925,2012/4/29 11:03:09,F-2
98147,98147,R2019081303584239101840,30.9411,125.2455,5295.871,668.2249,2012/4/29 11:04:49,F-2
98176,98176,R2019081303584239101840,31.4643,125.1957,4708.9074,717.6275,2012/4/29 11:09:59,F-2
98229,98229,R2019081303584239101840,31.7987,124.3169,4757.6435,708.3319,2012/4/29 11:19:39,F-2
98238,98238,R2019081303584239101840,31.814,124.133,4955.3325,651.205,2012/4/29 11:21:19,F-2
98392,98392,R2019081303584239101840,29.6449,123.295,5095.8881,737.2389,2012/4/29 11:49:49,F-2
98469,98469,R2019081303584239101840,28.9112,124.4214,4779.8584,693.6269,2012/4/29 12:03:29,F-2
98475,98475,R2019081303584239101840,28.8667,124.587,5001.7357,698.9536,2012/4/29 12:04:39,F-2
98481,98481,R2019081303584239101840,28.8185,124.6392,5091.882,740.4925,2012/4/29 12:05:39,F-2
98510,98510,R2019081303584239101840,28.638,125.2291,5231.3428,684.3667,2012/4/29 12:10:49,F-2
98687,98687,R2019081303584239103814,32.3508,126.7619,5008.1971,731.1896,2012/5/7 10:15:03,F-2
98696,98696,R2019081303584239103814,32.3466,126.6172,4832.0333,685.9119,2012/5/7 10:16:33,F-2
98704,98704,R2019081303584239103814,32.2558,126.4432,5012.1175,719.1346,2012/5/7 10:17:53,F-2
98708,98708,R2019081303584239103814,32.2249,126.367,4946.5808,722.1777,2012/5/7 10:18:33,F-2
98711,98711,R2019081303584239103814,32.2154,126.2719,5272.5082,651.8208,2012/5/7 10:19:13,F-2
98816,98816,R2019081303584239103814,31.8205,124.2003,5295.8297,744.4206,2012/5/7 10:37:23,F-2
99053,99053,R2019081303584239103814,31.799,124.4479,4828.0601,743.5018,2012/5/7 11:20:13,F-2
99062,99062,R2019081303584239103814,31.7998,124.2349,4578.6657,687.2013,2012/5/7 11:22:03,F-2
99096,99096,R2019081303584239103814,31.6664,123.6504,5476.4753,683.1089,2012/5/7 11:28:33,F-2
99172,99172,R2019081303584239103814,30.3028,123.2998,5431.0229,664.6456,2012/5/7 11:42:43,F-2
99269,99269,R2019081303584239103814,29.0142,124.1948,5105.1853,698.0352,2012/5/7 12:00:13,F-2
99492,99492,R2019081303584240701702,32.3732,126.81,5149.4667,667.313,2012/5/15 10:12:51,F-2
99819,99819,R2019081303584240701702,31.2876,125.2566,5043.7652,669.6988,2012/5/15 11:10:51,F-2
99885,99885,R2019081303584240701702,31.7971,124.188,5311.519,662.4638,2012/5/15 11:23:01,F-2
99944,99944,R2019081303584240701702,31.0157,123.2777,5012.9266,677.853,2012/5/15 11:34:31,F-2
100022,100022,R2019081303584240701702,29.6564,123.3375,5485.6894,687.2772,2012/5/15 11:48:41,F-2
100389,100389,R2019081303584240705425,31.8788,125.2338,5117.1075,713.0364,2012/5/23 10:24:02,F-2
100497,100497,R2019081303584240705425,30.8723,123.5793,4614.4097,702.6837,2012/5/23 10:43:12,F-2
100585,100585,R2019081303584240705425,30.6572,125.0522,5404.9819,717.2675,2012/5/23 10:59:12,F-2
100636,100636,R2019081303584240705425,31.4988,125.1512,4814.1348,661.3977,2012/5/23 11:08:12,F-2
100794,100794,R2019081303584240705425,30.5599,123.2841,5309.4302,747.4242,2012/5/23 11:37:42,F-2
100810,100810,R2019081303584240705425,30.2938,123.3323,4863.5368,660.1342,2012/5/23 11:40:32,F-2
100819,100819,R2019081303584240705425,30.1491,123.3047,4514.6827,710.2691,2012/5/23 11:42:12,F-2
100836,100836,R2019081303584240705425,29.839,123.2968,5047.9559,651.1405,2012/5/23 11:45:12,F-2
100879,100879,R2019081303584240705425,29.2041,123.811,4949.7894,719.8078,2012/5/23 11:53:02,F-2
100922,100922,R2019081303584240705425,28.8032,124.6494,4666.2585,666.8917,2012/5/23 12:00:42,F-2
100956,100956,R2019081303584240705425,28.6623,125.2545,4889.5672,687.474,2012/5/23 12:06:42,F-2
101016,101016,R2019081303584240705425,28.5151,126.3168,4706.2111,656.3715,2012/5/23 12:17:22,F-2
101066,101066,R2019081303584242202529,32.512,128.1617,4626.6217,712.7636,2012/5/31 9:59:08,F-2
101270,101270,R2019081303584242202529,31.8045,124.2267,5181.9891,735.478,2012/5/31 10:34:28,F-2
101319,101319,R2019081303584242202529,31.1265,123.6261,4835.4189,747.7424,2012/5/31 10:43:18,F-2
101341,101341,R2019081303584242202529,30.7261,123.6286,4644.1606,695.7438,2012/5/31 10:47:18,F-2
101353,101353,R2019081303584242202529,30.601,123.7599,5104.2726,713.2529,2012/5/31 10:49:28,F-2
101376,101376,R2019081303584242202529,30.4326,124.2669,5358.363,733.6439,2012/5/31 10:53:38,F-2
101397,101397,R2019081303584242202529,30.4403,124.6847,4538.3101,688.7,2012/5/31 10:57:28,F-2
101419,101419,R2019081303584242202529,30.5754,124.9824,4955.1748,745.5545,2012/5/31 11:01:28,F-2
101430,101430,R2019081303584242202529,30.6732,125.1351,5296.1819,653.7323,2012/5/31 11:03:18,F-2
101492,101492,R2019081303584242202529,31.5827,125.0544,5066.4513,665.3032,2012/5/31 11:14:18,F-2
101507,101507,R2019081303584242202529,31.7402,124.8785,4990.7346,657.6532,2012/5/31 11:16:58,F-2
101517,101517,R2019081303584242202529,31.7733,124.6262,4993.893,660.3023,2012/5/31 11:18:48,F-2
101640,101640,R2019081303584242202529,30.4531,123.3313,5382.0049,721.0751,2012/5/31 11:42:08,F-2
102127,102127,R2019081303584243806078,31.6815,123.9833,4598.0818,659.5596,2012/6/8 10:41:06,F-2
102283,102283,R2019081303584243806078,31.05,125.2817,5085.2174,736.7534,2012/6/8 11:09:16,F-2
102462,102462,R2019081303584243806078,30.5148,123.2978,4685.9261,737.9563,2012/6/8 11:42:36,F-2
102503,102503,R2019081303584243806078,29.7379,123.2755,5449.0355,655.6495,2012/6/8 11:50:06,F-2
102571,102571,R2019081303584243806078,29.0096,124.1898,4929.9035,661.9891,2012/6/8 12:02:16,F-2
102585,102585,R2019081303584243806078,28.9329,124.3979,4944.2302,653.1105,2012/6/8 12:04:36,F-2
102611,102611,R2019081303584243806078,28.7609,124.7764,5136.2312,666.5569,2012/6/8 12:09:16,F-2
102630,102630,R2019081303584243806078,28.6434,125.2241,5357.2971,727.3132,2012/6/8 12:12:36,F-2
102696,102696,R2019081303584243806078,28.4947,126.4163,4924.1713,682.2357,2012/6/8 12:24:26,F-2
102732,102732,R2019081303584243806078,28.4998,127.0526,4742.1097,694.951,2012/6/8 12:30:56,F-2
102739,102739,R2019081303584243808440,32.5009,128.1491,5143.5125,704.3467,2012/6/16 10:03:39,F-2
102807,102807,R2019081303584243808440,32.3468,126.8086,5423.5837,689.2746,2012/6/16 10:15:19,F-2
102862,102862,R2019081303584243808440,32.1086,125.9597,5492.8369,664.5078,2012/6/16 10:24:49,F-2
102921,102921,R2019081303584243808440,31.9003,124.8873,4922.9029,740.4648,2012/6/16 10:34:59,F-2
103089,103089,R2019081303584243808440,30.5416,124.9463,5199.6544,654.8452,2012/6/16 11:05:19,F-2
103125,103125,R2019081303584243808440,30.9377,125.2642,4509.8113,674.6414,2012/6/16 11:11:39,F-2
103190,103190,R2019081303584243808440,31.7712,124.6958,5463.1665,710.8486,2012/6/16 11:23:19,F-2
103247,103247,R2019081303584243808440,31.4989,123.5353,5020.8307,655.6729,2012/6/16 11:34:19,F-2
103313,103313,R2019081303584243808440,30.6272,123.2621,4689.1589,723.5232,2012/6/16 11:46:29,F-2
103339,103339,R2019081303584243808440,30.3293,123.3209,4957.6633,705.2278,2012/6/16 11:50:59,F-2
103350,103350,R2019081303584243808440,30.1756,123.2948,4634.752,699.5631,2012/6/16 11:52:59,F-2
103439,103439,R2019081303584243808440,28.9374,124.4537,5063.7765,731.1918,2012/6/16 12:08:59,F-2
103455,103455,R2019081303584243808440,28.7888,124.6821,5147.1957,749.0857,2012/6/16 12:11:49,F-2
103654,103654,R2019081303584245402860,32.3853,126.9617,5035.1679,714.0204,2012/6/24 10:11:53,F-2
103704,103704,R2019081303584245402860,32.0986,125.9281,5036.8317,698.2947,2012/6/24 10:20:33,F-2
103736,103736,R2019081303584245402860,31.9405,125.3752,4793.5138,728.8525,2012/6/24 10:26:13,F-2
103947,103947,R2019081303584245402860,30.7747,125.1911,5360.2772,712.4778,2012/6/24 11:03:53,F-2
103975,103975,R2019081303584245402860,31.2818,125.2251,4598.7685,735.079,2012/6/24 11:08:53,F-2
103978,103978,R2019081303584245402860,31.3434,125.2445,5464.2841,670.2731,2012/6/24 11:09:23,F-2
104135,104135,R2019081303584245402860,30.8247,123.2429,4595.0351,712.4547,2012/6/24 11:38:33,F-2
104137,104137,R2019081303584245402860,30.8092,123.2471,4936.2204,714.1223,2012/6/24 11:38:53,F-2
104266,104266,R2019081303584245402860,29.066,124.0152,5435.3449,659.2333,2012/6/24 12:02:03,F-2
104384,104384,R2019081303584245402860,28.5278,125.9569,5172.0673,700.6058,2012/6/24 12:22:53,F-2
104387,104387,R2019081303584245402860,28.5185,126.0297,5186.4128,690.5108,2012/6/24 12:23:23,F-2
104432,104432,R2019081303584245402860,28.5318,126.973,5084.2126,738.4598,2012/6/24 12:31:33,F-2
104495,104495,R2019081303584246903247,32.417,127.2117,4911.8721,658.6766,2012/7/2 10:09:05,F-2
104519,104519,R2019081303584246903247,32.3631,126.7664,5485.8579,684.529,2012/7/2 10:13:15,F-2
104528,104528,R2019081303584246903247,32.3439,126.5495,5115.47,707.1149,2012/7/2 10:14:45,F-2
104845,104845,R2019081303584246903247,30.9321,125.2084,4708.4472,734.0248,2012/7/2 11:10:45,F-2
104911,104911,R2019081303584246903247,31.745,124.6202,4586.3026,714.2798,2012/7/2 11:22:35,F-2
104970,104970,R2019081303584246903247,31.6443,123.6136,5267.718,719.3668,2012/7/2 11:33:45,F-2
105238,105238,R2019081303584246903247,28.5447,125.7703,4673.2125,700.4679,2012/7/2 12:22:05,F-2
105250,105250,R2019081303584246903247,28.4917,125.9472,5035.7132,697.0747,2012/7/2 12:24:15,F-2
105269,105269,R2019081303584246903247,28.5,126.2425,5199.1644,721.5484,2012/7/2 12:27:35,F-2
105440,105440,R2019081303584246905634,32.0397,125.8734,4906.2833,692.0765,2012/7/10 10:16:13,F-2
105498,105498,R2019081303584246905634,31.8792,124.6875,4967.0268,650.1304,2012/7/10 10:26:23,F-2
105562,105562,R2019081303584246905634,31.2345,123.635,5029.4253,681.9004,2012/7/10 10:37:53,F-2
105629,105629,R2019081303584246905634,30.3981,124.4501,4660.6707,689.2418,2012/7/10 10:50:03,F-2
105691,105691,R2019081303584246905634,31.1385,125.2807,4801.7271,669.4591,2012/7/10 11:01:13,F-2
105736,105736,R2019081303584246905634,31.7835,124.6999,4861.1397,731.1931,2012/7/10 11:09:23,F-2
105874,105874,R2019081303584246905634,30.2638,123.2947,5468.7411,726.4979,2012/7/10 11:35:23,F-2
105885,105885,R2019081303584246905634,30.0749,123.289,5276.2892,696.7611,2012/7/10 11:37:13,F-2
105904,105904,R2019081303584246905634,29.7579,123.2678,4914.9511,661.6059,2012/7/10 11:40:43,F-2
106084,106084,R2019081303584246905634,28.5181,126.5222,5284.723,651.2811,2012/7/10 12:12:53,F-2
106309,106309,R2019081303584248508094,31.8139,124.2404,5353.4857,688.7842,2012/7/18 10:29:26,F-2
106325,106325,R2019081303584248508094,31.6673,123.9483,5428.9762,703.524,2012/7/18 10:32:16,F-2
106502,106502,R2019081303584248508094,31.0017,125.301,4887.6683,662.1489,2012/7/18 11:03:56,F-2
