,Unnamed: 0,ID,WD,JD,GD,SD,SJ,target
7618,7618,R2019081303584137702412,29.4539,123.5999,5480.7881,697.4441,2012/4/5 11:42:21,F-1
7625,7625,R2019081303584137702412,29.4081,123.5011,5101.0651,730.5222,2012/4/5 11:43:41,F-1
7719,7719,R2019081303584137702412,28.4847,122.5484,5292.715,697.183,2012/4/5 12:00:51,F-1
7747,7747,R2019081303584137702412,28.046,122.5298,5436.9235,717.0894,2012/4/5 12:06:21,F-1
7769,7769,R2019081303584137702412,27.7623,122.7236,5404.8411,652.4782,2012/4/5 12:10:31,F-1
7849,7849,R2019081303584137702412,27.0533,121.5988,5071.7921,667.0656,2012/4/5 12:25:21,F-1
7959,7959,R2019081303584139307336,33.2563,128.9808,4920.5234,688.3898,2012/4/13 10:02:46,F-1
7997,7997,R2019081303584139307336,33.1313,128.3072,4590.0236,680.2761,2012/4/13 10:09:16,F-1
8003,8003,R2019081303584139307336,33.0818,128.209,5394.1901,677.7373,2012/4/13 10:10:16,F-1
8008,8008,R2019081303584139307336,33.0857,128.1201,5283.5403,744.811,2012/4/13 10:11:06,F-1
8289,8289,R2019081303584139307336,31.8523,124.0105,4712.1225,665.8946,2012/4/13 10:59:46,F-1
8316,8316,R2019081303584139307336,31.6785,124.4746,4832.6255,654.5592,2012/4/13 11:04:46,F-1
8400,8400,R2019081303584139307336,30.8252,123.6836,5342.5723,686.7331,2012/4/13 11:20:16,F-1
8707,8707,R2019081303584139307336,27.1207,121.6816,5219.0188,728.5052,2012/4/13 12:18:26,F-1
8796,8796,R2019081303584139307336,25.7228,121.4995,5045.9794,691.3292,2012/4/13 12:34:56,F-1
8911,8911,R2019081303584139304089,33.0514,127.3406,5456.3245,658.3857,2012/4/21 10:14:55,F-1
8928,8928,R2019081303584139304089,32.9346,127.0079,4579.879,689.615,2012/4/21 10:17:45,F-1
8934,8934,R2019081303584139304089,32.9342,126.9027,4743.1666,667.9442,2012/4/21 10:18:45,F-1
9084,9084,R2019081303584139304089,32.8416,124.0761,4889.9921,743.4896,2012/4/21 10:44:25,F-1
9091,9091,R2019081303584139304089,32.7895,123.9673,4570.8425,680.3141,2012/4/21 10:45:35,F-1
9358,9358,R2019081303584139304089,30.0339,124.2225,4675.4394,698.4222,2012/4/21 11:34:55,F-1
9465,9465,R2019081303584139304089,28.9223,122.8401,4977.8107,738.6683,2012/4/21 11:54:45,F-1
9518,9518,R2019081303584139304089,27.9788,122.6213,4878.8223,726.3606,2012/4/21 12:05:15,F-1
9630,9630,R2019081303584139304089,26.9572,121.4477,5114.7405,747.8379,2012/4/21 12:25:55,F-1
9675,9675,R2019081303584139304089,26.1493,121.4089,4788.5024,727.4633,2012/4/21 12:34:15,F-1
9681,9681,R2019081303584139304089,25.9932,121.4266,4660.7821,666.8129,2012/4/21 12:35:25,F-1
9740,9740,R2019081303584142400908,33.1903,128.6203,4855.6832,711.5391,2012/4/29 10:09:15,F-1
9787,9787,R2019081303584142400908,33.0952,127.588,4763.6909,678.6821,2012/4/29 10:17:15,F-1
9912,9912,R2019081303584142400908,32.7451,124.991,5309.114,728.7262,2012/4/29 10:38:25,F-1
10009,10009,R2019081303584142400908,32.222,123.5,4548.2728,694.8408,2012/4/29 10:55:15,F-1
10035,10035,R2019081303584142400908,31.869,123.9189,4909.2,686.3225,2012/4/29 11:00:15,F-1
10100,10100,R2019081303584142400908,31.1238,124.555,4887.9063,704.8978,2012/4/29 11:12:25,F-1
10133,10133,R2019081303584142400908,30.9314,123.9718,4790.4491,665.9918,2012/4/29 11:18:25,F-1
10170,10170,R2019081303584142400908,30.5582,123.5179,5107.0339,672.6783,2012/4/29 11:25:25,F-1
10182,10182,R2019081303584142400908,30.3706,123.6211,5358.1132,657.7887,2012/4/29 11:27:55,F-1
10322,10322,R2019081303584142400908,29.1083,122.9442,5136.7894,672.3824,2012/4/29 11:53:45,F-1
10684,10684,R2019081303584142402999,32.9691,127.4472,4566.7181,653.7158,2012/5/7 10:16:19,F-1
10877,10877,R2019081303584142402999,32.7439,123.6565,4738.4652,654.0713,2012/5/7 10:49:09,F-1
10903,10903,R2019081303584142402999,32.3357,123.4772,4859.0265,690.6043,2012/5/7 10:53:49,F-1
10946,10946,R2019081303584142402999,31.8102,124.0764,4957.6762,692.5289,2012/5/7 11:01:49,F-1
11014,11014,R2019081303584142402999,31.0638,124.4638,5141.9814,675.1589,2012/5/7 11:14:29,F-1
11125,11125,R2019081303584142402999,30.0774,124.1533,5227.9869,723.5676,2012/5/7 11:35:19,F-1
11196,11196,R2019081303584142402999,29.4252,123.3264,4967.9075,690.8618,2012/5/7 11:48:19,F-1
11200,11200,R2019081303584142402999,29.3742,123.2541,5418.921,676.867,2012/5/7 11:49:09,F-1
11279,11279,R2019081303584142402999,28.3659,122.4851,4871.4004,674.9433,2012/5/7 12:03:59,F-1
11291,11291,R2019081303584142402999,28.1496,122.4702,4648.628,682.4433,2012/5/7 12:06:19,F-1
11595,11595,R2019081303584144005470,33.0244,127.3177,5321.698,677.5404,2012/5/15 10:17:33,F-1
11822,11822,R2019081303584144005470,32.2361,123.4961,5405.963,722.5709,2012/5/15 10:56:23,F-1
11887,11887,R2019081303584144005470,31.7185,124.3407,4928.2122,734.1256,2012/5/15 11:08:23,F-1
11956,11956,R2019081303584144005470,30.918,123.9907,5482.3654,657.6295,2012/5/15 11:21:13,F-1
12042,12042,R2019081303584144005470,30.047,124.2151,4932.2165,729.9179,2012/5/15 11:37:33,F-1
12163,12163,R2019081303584144005470,28.8352,122.79,5004.0025,703.0062,2012/5/15 11:59:53,F-1
12167,12167,R2019081303584144005470,28.7819,122.7664,5384.2547,739.2639,2012/5/15 12:00:43,F-1
12185,12185,R2019081303584144005470,28.5551,122.6186,4570.3135,703.0897,2012/5/15 12:03:53,F-1
12194,12194,R2019081303584144005470,28.4337,122.535,5427.1434,666.2981,2012/5/15 12:05:43,F-1
12245,12245,R2019081303584144005470,27.6151,122.7188,5486.2192,742.915,2012/5/15 12:15:33,F-1
12267,12267,R2019081303584144005470,27.3906,122.3451,4647.5277,693.9182,2012/5/15 12:19:43,F-1
12317,12317,R2019081303584144005470,27.0164,121.5058,4759.5955,668.6861,2012/5/15 12:28:53,F-1
12376,12376,R2019081303584144005470,26.0218,121.3931,5242.9776,730.2278,2012/5/15 12:39:53,F-1
12384,12384,R2019081303584144005470,25.8276,121.4804,4939.9324,742.3831,2012/5/15 12:41:23,F-1
12428,12428,R2019081303584145502482,33.1761,128.796,4699.7877,686.7178,2012/5/23 10:06:41,F-1
12500,12500,R2019081303584145502482,32.9846,127.3229,4913.1231,702.7112,2012/5/23 10:18:51,F-1
12610,12610,R2019081303584145502482,32.7167,125.0874,5196.0888,730.4287,2012/5/23 10:37:31,F-1
12648,12648,R2019081303584145502482,32.8127,124.2444,4881.4264,679.1451,2012/5/23 10:44:01,F-1
12767,12767,R2019081303584145502482,31.7446,124.2913,4740.5209,734.0573,2012/5/23 11:05:21,F-1
12870,12870,R2019081303584145502482,30.8596,123.7227,5496.8491,662.5478,2012/5/23 11:24:21,F-1
12881,12881,R2019081303584145502482,30.6832,123.5296,4820.1511,727.7539,2012/5/23 11:26:31,F-1
12996,12996,R2019081303584145502482,29.4781,123.776,5450.7545,736.1294,2012/5/23 11:47:51,F-1
13270,13270,R2019081303584145502482,26.0602,121.4173,5330.113,659.4159,2012/5/23 12:39:21,F-1
13287,13287,R2019081303584145502482,25.7519,121.5009,4922.5503,703.3229,2012/5/23 12:42:31,F-1
13334,13334,R2019081303584145501877,33.1957,128.6412,5369.4437,665.9504,2012/5/31 10:02:30,F-1
13399,13399,R2019081303584145501877,32.9892,127.2317,4980.4304,714.7446,2012/5/31 10:13:30,F-1
13539,13539,R2019081303584145501877,32.8078,124.5175,5349.0785,694.6662,2012/5/31 10:37:20,F-1
13546,13546,R2019081303584145501877,32.8468,124.4272,4950.9504,700.6556,2012/5/31 10:38:30,F-1
13625,13625,R2019081303584145501877,32.2144,123.4719,4961.8642,747.7071,2012/5/31 10:52:10,F-1
13833,13833,R2019081303584145501877,30.0061,124.2277,4661.4114,719.2957,2012/5/31 11:31:20,F-1
13834,13834,R2019081303584145501877,29.988,124.2321,5071.8355,688.1818,2012/5/31 11:31:30,F-1
13874,13874,R2019081303584145501877,29.5096,123.8589,5486.2528,710.5534,2012/5/31 11:39:00,F-1
13910,13910,R2019081303584145501877,29.4111,123.3352,5127.3483,672.0037,2012/5/31 11:45:20,F-1
13914,13914,R2019081303584145501877,29.36,123.2494,4876.4808,656.8418,2012/5/31 11:46:10,F-1
13960,13960,R2019081303584145501877,28.6955,122.7172,4597.1023,708.2214,2012/5/31 11:54:50,F-1
14116,14116,R2019081303584145501877,27.0262,121.5228,4620.2498,699.1495,2012/5/31 12:24:00,F-1
14163,14163,R2019081303584145501877,26.1997,121.3747,5277.7784,735.954,2012/5/31 12:32:50,F-1
14184,14184,R2019081303584145501877,25.7346,121.495,4674.8182,720.6303,2012/5/31 12:36:50,F-1
14218,14218,R2019081303584147102005,33.2523,129.0464,5464.363,672.3293,2012/6/8 10:01:09,F-1
14424,14424,R2019081303584147102005,32.758,124.8664,5281.3461,711.3741,2012/6/8 10:35:59,F-1
14431,14431,R2019081303584147102005,32.8269,124.7352,4866.0775,684.3225,2012/6/8 10:37:19,F-1
14534,14534,R2019081303584147102005,31.952,123.7658,4744.7228,681.5886,2012/6/8 10:55:29,F-1
14550,14550,R2019081303584147102005,31.8002,124.0196,4792.1572,719.6197,2012/6/8 10:58:29,F-1
14583,14583,R2019081303584147102005,31.6245,124.5896,4669.0724,707.6447,2012/6/8 11:04:29,F-1
14719,14719,R2019081303584147102005,30.1365,124.0289,5094.9076,691.1251,2012/6/8 11:30:09,F-1
15022,15022,R2019081303584147102005,26.8024,121.329,5480.8008,734.9575,2012/6/8 12:26:39,F-1
15101,15101,R2019081303584147102005,25.5615,121.7005,5492.3306,687.7941,2012/6/8 12:41:09,F-1
15149,15149,R2019081303584147107055,33.136,128.3095,4658.8424,670.31,2012/6/16 10:12:37,F-1
15166,15166,R2019081303584147107055,33.0766,128.0056,4607.3853,738.754,2012/6/16 10:15:27,F-1
15183,15183,R2019081303584147107055,33.0178,127.7289,4678.6651,680.2008,2012/6/16 10:18:17,F-1
15332,15332,R2019081303584147107055,32.793,124.752,5305.096,682.0335,2012/6/16 10:43:37,F-1
15439,15439,R2019081303584147107055,31.9894,123.6495,4933.737,734.4386,2012/6/16 11:02:17,F-1
15496,15496,R2019081303584147107055,31.4916,124.6793,4530.5301,697.9855,2012/6/16 11:12:57,F-1
15521,15521,R2019081303584147107055,31.1137,124.5149,4530.4812,674.5075,2012/6/16 11:17:37,F-1
15536,15536,R2019081303584147107055,30.9689,124.1481,4771.4389,676.3729,2012/6/16 11:20:37,F-1
15580,15580,R2019081303584147107055,30.5448,123.4794,5471.9914,679.6193,2012/6/16 11:28:47,F-1
15628,15628,R2019081303584147107055,30.0777,124.1239,5446.0521,687.1907,2012/6/16 11:37:47,F-1
15631,15631,R2019081303584147107055,30.0422,124.1558,5214.1321,724.3118,2012/6/16 11:38:27,F-1
15701,15701,R2019081303584147107055,29.3959,123.3373,5158.5006,712.2513,2012/6/16 11:51:17,F-1
15704,15704,R2019081303584147107055,29.4066,123.285,5214.8662,701.7817,2012/6/16 11:51:57,F-1
15755,15755,R2019081303584147107055,28.5546,122.625,5492.3271,695.3265,2012/6/16 12:01:37,F-1
15786,15786,R2019081303584147107055,28.0809,122.5174,4590.7523,669.975,2012/6/16 12:07:47,F-1
15789,15789,R2019081303584147107055,28.0745,122.5358,4778.0063,711.2423,2012/6/16 12:08:17,F-1
16143,16143,R2019081303584148606397,32.8507,126.2849,4505.7468,740.7258,2012/6/24 10:25:33,F-1
16262,16262,R2019081303584148606397,32.7997,123.8968,4782.7523,749.2383,2012/6/24 10:45:53,F-1
16303,16303,R2019081303584148606397,32.3736,123.4733,4895.9407,736.5461,2012/6/24 10:53:03,F-1
16424,16424,R2019081303584148606397,30.9421,124.0722,4798.5912,736.7902,2012/6/24 11:15:43,F-1
16490,16490,R2019081303584148606397,30.2028,123.8311,4619.5055,667.5913,2012/6/24 11:28:23,F-1
16507,16507,R2019081303584148606397,30.1015,124.0957,5114.4671,717.0383,2012/6/24 11:31:23,F-1
16535,16535,R2019081303584148606397,29.6569,124.177,4642.3202,688.9332,2012/6/24 11:36:43,F-1
16550,16550,R2019081303584148606397,29.495,123.959,5287.4909,679.0152,2012/6/24 11:39:33,F-1
16586,16586,R2019081303584148606397,29.3479,123.216,4574.046,688.2789,2012/6/24 11:46:03,F-1
16686,16686,R2019081303584148606397,27.876,122.6831,5000.0766,713.5617,2012/6/24 12:05:13,F-1
16687,16687,R2019081303584148606397,27.8424,122.6908,5065.4608,702.0394,2012/6/24 12:05:23,F-1
16719,16719,R2019081303584148606397,27.4216,122.4215,4520.8395,717.7643,2012/6/24 12:11:23,F-1
16732,16732,R2019081303584148606397,27.3682,122.094,5289.7604,690.5754,2012/6/24 12:13:53,F-1
16882,16882,R2019081303584150201634,33.2651,128.9122,5411.0196,688.4761,2012/7/2 10:05:58,F-1
16917,16917,R2019081303584150201634,33.1576,128.2201,5095.5367,679.7269,2012/7/2 10:11:58,F-1
17090,17090,R2019081303584150201634,32.8463,124.3948,4574.1816,743.8651,2012/7/2 10:41:18,F-1
17157,17157,R2019081303584150201634,32.3713,123.4764,4984.4398,748.0198,2012/7/2 10:52:58,F-1
17237,17237,R2019081303584150201634,31.4249,124.7064,4825.0019,707.3456,2012/7/2 11:07:58,F-1
17524,17524,R2019081303584150201634,28.1907,122.4886,5486.6176,684.8586,2012/7/2 12:01:58,F-1
17562,17562,R2019081303584150201634,27.4661,122.6383,5085.9856,722.7365,2012/7/2 12:09:18,F-1
17588,17588,R2019081303584150201634,27.3397,122.2964,5001.863,687.8596,2012/7/2 12:13:58,F-1
17649,17649,R2019081303584150201634,26.8622,121.3912,4683.1941,710.2506,2012/7/2 12:25:18,F-1
17731,17731,R2019081303584150201634,25.6304,121.5573,5472.2516,713.4387,2012/7/2 12:40:08,F-1
18022,18022,R2019081303584150200314,32.6971,123.6344,4584.2771,711.1308,2012/7/10 10:44:37,F-1
18036,18036,R2019081303584150200314,32.4762,123.4852,4804.0969,667.2567,2012/7/10 10:47:07,F-1
18104,18104,R2019081303584150200314,31.7168,124.3648,4555.1305,711.3591,2012/7/10 10:59:37,F-1
18169,18169,R2019081303584150200314,31.0203,124.2862,5135.2675,653.2244,2012/7/10 11:11:37,F-1
18208,18208,R2019081303584150200314,30.7911,123.6015,5061.3774,744.2161,2012/7/10 11:18:37,F-1
18277,18277,R2019081303584150200314,30.0287,124.2019,5121.2488,723.6998,2012/7/10 11:31:47,F-1
18294,18294,R2019081303584150200314,29.6725,124.2143,4575.6576,731.0861,2012/7/10 11:35:07,F-1
18296,18296,R2019081303584150200314,29.6353,124.2123,5079.294,681.508,2012/7/10 11:35:27,F-1
18364,18364,R2019081303584150200314,29.1383,123.0086,4974.3977,745.836,2012/7/10 11:47:57,F-1
18439,18439,R2019081303584150200314,28.0792,122.5672,5312.9694,721.3352,2012/7/10 12:02:17,F-1
18468,18468,R2019081303584150200314,27.5788,122.7006,4862.1073,686.3068,2012/7/10 12:07:47,F-1
18515,18515,R2019081303584150200314,27.3425,122.0319,5278.6035,659.384,2012/7/10 12:16:27,F-1
18528,18528,R2019081303584150200314,27.2605,121.839,4648.7569,745.811,2012/7/10 12:18:47,F-1
18636,18636,R2019081303584150200314,25.7572,121.4843,5454.1948,747.8071,2012/7/10 12:38:37,F-1
18650,18650,R2019081303584150200314,25.607,121.6436,4709.3928,658.255,2012/7/10 12:41:07,F-1
18773,18773,R2019081303584151803379,32.9174,127.0404,5008.4514,651.9063,2012/7/18 10:22:34,F-1
18782,18782,R2019081303584151803379,32.8904,126.8436,4539.6765,689.6158,2012/7/18 10:24:14,F-1
18832,18832,R2019081303584151803379,32.8235,125.8925,4628.2463,718.0246,2012/7/18 10:32:34,F-1
18910,18910,R2019081303584151803379,32.8671,124.2011,4789.478,692.4737,2012/7/18 10:45:54,F-1
18953,18953,R2019081303584151803379,32.4633,123.4846,5326.4157,650.2912,2012/7/18 10:53:34,F-1
19022,19022,R2019081303584151803379,31.752,124.2502,5411.7574,678.4632,2012/7/18 11:06:04,F-1
19142,19142,R2019081303584151803379,30.4115,123.5837,5282.5692,674.6766,2012/7/18 11:28:44,F-1
19211,19211,R2019081303584151803379,29.5377,124.0488,4788.0363,669.1374,2012/7/18 11:41:44,F-1
19397,19397,R2019081303584151803379,27.3932,122.3573,5361.35,655.2625,2012/7/18 12:16:44,F-1
19518,19518,R2019081303584151803379,25.8232,121.4619,4655.8301,739.6234,2012/7/18 12:39:04,F-1
19826,19826,R2019081303584151804561,32.6441,123.6119,4814.1051,652.2202,2012/7/26 10:51:50,F-1
19889,19889,R2019081303584151804561,31.7975,124.1069,5118.2213,675.7167,2012/7/26 11:03:20,F-1
20088,20088,R2019081303584151804561,29.7035,124.2325,5194.6234,679.9226,2012/7/26 11:40:40,F-1
