,Unnamed: 0,ID,WD,JD,GD,SD,SJ,target
268559,268559,R2019081303584407603967,35.8468,125.3983,5009.5895,653.8815,2012/2/1 10:34:24,F-5
268560,268560,R2019081303584407603967,35.8134,125.4073,5118.6605,659.4596,2012/2/1 10:34:34,F-5
268561,268561,R2019081303584407603967,35.8008,125.4151,5283.2105,668.4057,2012/2/1 10:34:44,F-5
268585,268585,R2019081303584407603967,35.4229,125.4205,4911.5596,748.424,2012/2/1 10:38:54,F-5
268591,268591,R2019081303584407603967,35.2587,125.4219,4619.1592,690.4805,2012/2/1 10:39:54,F-5
268592,268592,R2019081303584407603967,35.2542,125.415,5043.8413,681.1624,2012/2/1 10:40:04,F-5
268594,268594,R2019081303584407603967,35.235,125.4161,5173.747,743.98,2012/2/1 10:40:24,F-5
268595,268595,R2019081303584407603967,35.2194,125.424,5027.9596,728.1155,2012/2/1 10:40:34,F-5
268595,268595,R2019081303584407603967,35.2194,125.424,5027.9596,728.1155,2012/2/1 10:40:34,F-5
268595,268595,R2019081303584407603967,35.2194,125.424,5027.9596,728.1155,2012/2/1 10:40:34,F-5
268603,268603,R2019081303584407603967,35.0865,125.4465,5175.4656,705.5749,2012/2/1 10:41:54,F-5
268606,268606,R2019081303584407603967,35.0608,125.4526,5118.62,688.4693,2012/2/1 10:42:24,F-5
268613,268613,R2019081303584407603967,34.9042,125.4065,4523.2354,706.8413,2012/2/1 10:43:44,F-5
268619,268619,R2019081303584407603967,34.7732,125.4247,4742.0845,682.0716,2012/2/1 10:44:44,F-5
268619,268619,R2019081303584407603967,34.7732,125.4247,4742.0845,682.0716,2012/2/1 10:44:44,F-5
268620,268620,R2019081303584407603967,34.7538,125.4075,5414.2735,682.94,2012/2/1 10:44:54,F-5
268620,268620,R2019081303584407603967,34.7538,125.4075,5414.2735,682.94,2012/2/1 10:44:54,F-5
268637,268637,R2019081303584407603967,34.4989,125.3696,4711.1248,691.1124,2012/2/1 10:47:44,F-5
268644,268644,R2019081303584407609757,38.8658,124.3059,5248.3519,715.1762,2012/2/9 10:04:56,F-5
268646,268646,R2019081303584407609757,38.8146,124.324,5320.2195,737.7114,2012/2/9 10:05:16,F-5
268651,268651,R2019081303584407609757,38.7013,124.3058,4500.0274,691.6175,2012/2/9 10:06:06,F-5
268667,268667,R2019081303584407609757,38.3691,124.1908,4963.6898,675.9481,2012/2/9 10:08:56,F-5
268677,268677,R2019081303584407609757,38.234,124.1744,4567.5957,668.9875,2012/2/9 10:10:36,F-5
268693,268693,R2019081303584407609757,37.9224,124.1796,4743.0149,715.5055,2012/2/9 10:13:26,F-5
268727,268727,R2019081303584407609757,37.3617,124.5699,5355.6492,688.5439,2012/2/9 10:19:16,F-5
268790,268790,R2019081303584407609757,36.3775,125.0225,5413.191,655.7249,2012/2/9 10:30:06,F-5
268803,268803,R2019081303584407609757,36.2857,125.2739,4964.8043,728.3463,2012/2/9 10:32:16,F-5
268844,268844,R2019081303584407609757,35.584,125.3796,5224.1076,678.3687,2012/2/9 10:39:16,F-5
268845,268845,R2019081303584407609757,35.559,125.4013,5454.4352,711.97,2012/2/9 10:39:26,F-5
268845,268845,R2019081303584407609757,35.559,125.4013,5454.4352,711.97,2012/2/9 10:39:26,F-5
268853,268853,R2019081303584407609757,35.3683,125.4244,5392.679,689.0281,2012/2/9 10:40:56,F-5
268868,268868,R2019081303584407609757,35.1431,125.4603,5288.919,740.573,2012/2/9 10:43:26,F-5
268869,268869,R2019081303584407609757,35.1197,125.4477,5461.5929,682.57,2012/2/9 10:43:36,F-5
268871,268871,R2019081303584407609757,35.0926,125.4373,5134.105,684.1744,2012/2/9 10:43:56,F-5
268873,268873,R2019081303584407609757,35.0632,125.4318,4606.604,702.0265,2012/2/9 10:44:16,F-5
268880,268880,R2019081303584407609757,34.8818,125.426,4761.698,737.428,2012/2/9 10:45:36,F-5
268882,268882,R2019081303584407609757,34.8623,125.4149,4619.3822,717.403,2012/2/9 10:45:56,F-5
268892,268892,R2019081303584407609757,34.6851,125.4337,4761.1958,675.6585,2012/2/9 10:47:36,F-5
268894,268894,R2019081303584407609757,34.6844,125.406,4946.1473,741.8388,2012/2/9 10:47:56,F-5
268917,268917,R2019081303584407609723,38.772,124.3279,4850.6335,735.8567,2012/2/17 10:04:54,F-5
268918,268918,R2019081303584407609723,38.7502,124.3189,5252.0995,675.1482,2012/2/17 10:05:04,F-5
268928,268928,R2019081303584407609723,38.5581,124.2659,5278.1023,723.2194,2012/2/17 10:06:44,F-5
268934,268934,R2019081303584407609723,38.3859,124.2357,5221.5058,677.6796,2012/2/17 10:07:54,F-5
268944,268944,R2019081303584407609723,38.2696,124.173,4806.4459,707.9172,2012/2/17 10:09:34,F-5
268949,268949,R2019081303584407609723,38.1983,124.1649,5016.5207,735.9574,2012/2/17 10:10:24,F-5
268965,268965,R2019081303584407609723,37.9665,124.117,4526.8584,747.9336,2012/2/17 10:13:14,F-5
268971,268971,R2019081303584407609723,37.9161,124.2656,4743.9462,731.658,2012/2/17 10:14:14,F-5
269016,269016,R2019081303584407609723,37.241,124.5598,4998.6338,731.5388,2012/2/17 10:21:54,F-5
269029,269029,R2019081303584407609723,37.034,124.621,5348.9299,714.8569,2012/2/17 10:24:14,F-5
269083,269083,R2019081303584407609723,36.1943,125.3017,5447.3343,665.9622,2012/2/17 10:33:34,F-5
269094,269094,R2019081303584407609723,36.0452,125.3854,5485.1888,735.4138,2012/2/17 10:35:24,F-5
269096,269096,R2019081303584407609723,36.0221,125.391,4636.5636,660.3219,2012/2/17 10:35:44,F-5
269100,269100,R2019081303584407609723,35.9324,125.3941,5376.5644,661.4881,2012/2/17 10:36:24,F-5
269100,269100,R2019081303584407609723,35.9324,125.3941,5376.5644,661.4881,2012/2/17 10:36:24,F-5
269103,269103,R2019081303584407609723,35.8573,125.3919,5216.4153,690.0455,2012/2/17 10:36:54,F-5
269103,269103,R2019081303584407609723,35.8573,125.3919,5216.4153,690.0455,2012/2/17 10:36:54,F-5
269105,269105,R2019081303584407609723,35.8592,125.3877,5136.4447,694.7882,2012/2/17 10:37:14,F-5
269107,269107,R2019081303584407609723,35.8137,125.4051,4859.3939,672.6654,2012/2/17 10:37:34,F-5
269107,269107,R2019081303584407609723,35.8137,125.4051,4859.3939,672.6654,2012/2/17 10:37:34,F-5
269110,269110,R2019081303584407609723,35.7393,125.3991,4593.5888,721.2653,2012/2/17 10:38:04,F-5
269113,269113,R2019081303584407609723,35.7097,125.4318,4901.5077,742.8291,2012/2/17 10:38:34,F-5
269114,269114,R2019081303584407609723,35.6975,125.4152,5266.3819,654.1061,2012/2/17 10:38:44,F-5
269114,269114,R2019081303584407609723,35.6975,125.4152,5266.3819,654.1061,2012/2/17 10:38:44,F-5
269116,269116,R2019081303584407609723,35.6486,125.391,4809.954,660.0538,2012/2/17 10:39:04,F-5
269120,269120,R2019081303584407609723,35.5654,125.4109,5233.4949,686.2227,2012/2/17 10:39:44,F-5
269125,269125,R2019081303584407609723,35.4111,125.4215,4566.2768,673.9211,2012/2/17 10:40:44,F-5
269127,269127,R2019081303584407609723,35.3487,125.4109,5452.9265,706.101,2012/2/17 10:41:04,F-5
269128,269128,R2019081303584407609723,35.3495,125.4073,4826.8524,697.3502,2012/2/17 10:41:14,F-5
269134,269134,R2019081303584407609723,35.1826,125.4179,5371.961,653.5015,2012/2/17 10:42:14,F-5
269134,269134,R2019081303584407609723,35.1826,125.4179,5371.961,653.5015,2012/2/17 10:42:14,F-5
269134,269134,R2019081303584407609723,35.1826,125.4179,5371.961,653.5015,2012/2/17 10:42:14,F-5
269136,269136,R2019081303584407609723,35.156,125.4439,5114.1945,677.0932,2012/2/17 10:42:34,F-5
269144,269144,R2019081303584407609723,34.9806,125.4291,4807.1905,726.4302,2012/2/17 10:44:04,F-5
269149,269149,R2019081303584407609723,34.8994,125.4459,5434.4088,723.2897,2012/2/17 10:44:54,F-5
269150,269150,R2019081303584407609723,34.8931,125.4512,5433.3871,731.8882,2012/2/17 10:45:04,F-5
269151,269151,R2019081303584407609723,34.8635,125.4414,4731.9804,721.4005,2012/2/17 10:45:14,F-5
269152,269152,R2019081303584407609723,34.8444,125.4466,5262.9784,655.6728,2012/2/17 10:45:24,F-5
269162,269162,R2019081303584407609723,34.6486,125.3752,4718.9072,727.823,2012/2/17 10:47:04,F-5
269226,269226,R2019081303584407600978,37.9192,124.1439,5439.5687,704.0283,2012/2/25 10:06:02,F-5
269226,269226,R2019081303584407600978,37.9192,124.1439,5439.5687,704.0283,2012/2/25 10:06:02,F-5
269227,269227,R2019081303584407600978,37.9246,124.1453,4941.9581,699.8845,2012/2/25 10:06:12,F-5
269229,269229,R2019081303584407600978,37.8865,124.2119,4951.5434,738.0506,2012/2/25 10:06:32,F-5
269239,269239,R2019081303584407600978,37.8088,124.3775,4797.9257,711.3426,2012/2/25 10:08:12,F-5
269260,269260,R2019081303584407600978,37.5312,124.5392,5037.1768,723.2227,2012/2/25 10:11:52,F-5
269293,269293,R2019081303584407600978,36.8291,124.6718,5395.2039,718.3911,2012/2/25 10:17:32,F-5
269328,269328,R2019081303584407600978,36.3255,125.1939,4693.713,747.2719,2012/2/25 10:23:32,F-5
269348,269348,R2019081303584407600978,35.9683,125.3455,5125.0839,720.074,2012/2/25 10:27:02,F-5
269349,269349,R2019081303584407600978,35.9598,125.358,4957.4687,675.7903,2012/2/25 10:27:12,F-5
269355,269355,R2019081303584407600978,35.8481,125.3565,5305.5994,726.4584,2012/2/25 10:28:12,F-5
269361,269361,R2019081303584407600978,35.6909,125.4016,4952.7834,731.5159,2012/2/25 10:29:12,F-5
269369,269369,R2019081303584407600978,35.5037,125.4012,5064.6971,696.897,2012/2/25 10:30:42,F-5
269375,269375,R2019081303584407600978,35.4248,125.4101,4909.9207,676.6121,2012/2/25 10:31:42,F-5
269376,269376,R2019081303584407600978,35.3931,125.4201,5277.9586,650.7087,2012/2/25 10:31:52,F-5
269378,269378,R2019081303584407600978,35.3477,125.3994,4976.7211,740.5397,2012/2/25 10:32:12,F-5
269393,269393,R2019081303584407600978,35.0677,125.4541,4937.6991,733.2721,2012/2/25 10:34:42,F-5
269406,269406,R2019081303584407600978,34.822,125.4519,5370.3171,668.3935,2012/2/25 10:37:02,F-5
269408,269408,R2019081303584407600978,34.7587,125.4256,4773.0797,651.47,2012/2/25 10:37:22,F-5
269412,269412,R2019081303584407600978,34.7288,125.3966,5347.4088,726.3747,2012/2/25 10:38:02,F-5
269415,269415,R2019081303584407600978,34.6579,125.4143,4973.2348,658.8574,2012/2/25 10:38:32,F-5
269416,269416,R2019081303584407600978,34.6308,125.424,4777.0813,714.0121,2012/2/25 10:38:42,F-5
269428,269428,R2019081303584407604457,38.8586,124.3751,5211.4637,712.3024,2012/3/4 10:04:18,F-5
269459,269459,R2019081303584407604457,38.2637,124.2143,4848.4571,671.2647,2012/3/4 10:09:38,F-5
269463,269463,R2019081303584407604457,38.196,124.1731,5323.1869,663.848,2012/3/4 10:10:18,F-5
269485,269485,R2019081303584407604457,37.8394,124.2865,5107.8354,741.6784,2012/3/4 10:14:08,F-5
269495,269495,R2019081303584407604457,37.7508,124.4664,4790.2591,719.898,2012/3/4 10:15:48,F-5
269511,269511,R2019081303584407604457,37.4981,124.6061,4859.5692,710.4951,2012/3/4 10:18:38,F-5
269523,269523,R2019081303584407604457,37.2651,124.5912,4721.626,734.4587,2012/3/4 10:20:38,F-5
269527,269527,R2019081303584407604457,37.233,124.5824,5484.157,720.5852,2012/3/4 10:21:18,F-5
269528,269528,R2019081303584407604457,37.196,124.5961,5234.2019,687.3456,2012/3/4 10:21:38,F-5
269532,269532,R2019081303584407604457,37.1259,124.6258,4759.627,713.1112,2012/3/4 10:22:18,F-5
269538,269538,R2019081303584407604457,37.0086,124.6959,4601.9372,746.0647,2012/3/4 10:23:18,F-5
269539,269539,R2019081303584407604457,36.9777,124.7011,5446.4075,661.3829,2012/3/4 10:23:28,F-5
269542,269542,R2019081303584407604457,36.9509,124.7086,5435.4999,745.9495,2012/3/4 10:23:58,F-5
269546,269546,R2019081303584407604457,36.8657,124.7242,4696.1226,725.2087,2012/3/4 10:24:38,F-5
269614,269614,R2019081303584407604457,36.07,125.3403,4629.4071,688.7351,2012/3/4 10:36:18,F-5
269617,269617,R2019081303584407604457,36.0029,125.3403,5002.7814,677.1034,2012/3/4 10:36:48,F-5
269622,269622,R2019081303584407604457,35.9369,125.3825,4972.5845,734.4892,2012/3/4 10:37:38,F-5
269636,269636,R2019081303584407604457,35.6083,125.398,4939.5742,743.7676,2012/3/4 10:39:58,F-5
269643,269643,R2019081303584407604457,35.5041,125.3967,5014.4213,673.3644,2012/3/4 10:41:18,F-5
269647,269647,R2019081303584407604457,35.4348,125.4085,5152.0086,699.6832,2012/3/4 10:41:58,F-5
269648,269648,R2019081303584407604457,35.4338,125.4211,5249.5013,663.1664,2012/3/4 10:42:08,F-5
269649,269649,R2019081303584407604457,35.4299,125.4404,5464.4232,671.708,2012/3/4 10:42:18,F-5
269666,269666,R2019081303584407604457,35.1161,125.4246,4838.8895,678.2096,2012/3/4 10:45:08,F-5
269667,269667,R2019081303584407604457,35.0918,125.4346,5380.367,688.3357,2012/3/4 10:45:18,F-5
269670,269670,R2019081303584407604457,35.0242,125.453,5419.2392,746.6278,2012/3/4 10:45:58,F-5
269672,269672,R2019081303584407604457,35.0028,125.4293,4537.7967,705.3806,2012/3/4 10:46:18,F-5
269683,269683,R2019081303584407604457,34.8108,125.4008,5388.7604,651.1806,2012/3/4 10:48:08,F-5
269686,269686,R2019081303584407604457,34.7206,125.3941,5426.7596,735.9624,2012/3/4 10:48:38,F-5
269687,269687,R2019081303584407604457,34.694,125.3871,5302.3825,738.4537,2012/3/4 10:48:48,F-5
269723,269723,R2019081303584407600605,38.5462,124.2788,4698.4814,716.7103,2012/3/12 10:01:38,F-5
269763,269763,R2019081303584407600605,37.8563,124.2321,5392.3155,741.3983,2012/3/12 10:08:38,F-5
269781,269781,R2019081303584407600605,37.6629,124.5292,4802.9162,684.3483,2012/3/12 10:11:38,F-5
269816,269816,R2019081303584407600605,36.9937,124.6198,5382.3914,669.5392,2012/3/12 10:17:48,F-5
269820,269820,R2019081303584407600605,36.9403,124.6233,4748.9636,683.0171,2012/3/12 10:18:28,F-5
269822,269822,R2019081303584407600605,36.9011,124.6308,4800.4186,671.6059,2012/3/12 10:18:48,F-5
269889,269889,R2019081303584407600605,35.9215,125.3601,4888.8425,726.2619,2012/3/12 10:30:18,F-5
269892,269892,R2019081303584407600605,35.8722,125.3588,5306.7076,707.8112,2012/3/12 10:30:48,F-5
269893,269893,R2019081303584407600605,35.8353,125.3538,5410.7426,747.2827,2012/3/12 10:30:58,F-5
269897,269897,R2019081303584407600605,35.7447,125.4032,4940.8424,658.3536,2012/3/12 10:31:38,F-5
269901,269901,R2019081303584407600605,35.6759,125.417,5254.7081,708.6733,2012/3/12 10:32:18,F-5
269901,269901,R2019081303584407600605,35.6759,125.417,5254.7081,708.6733,2012/3/12 10:32:18,F-5
269908,269908,R2019081303584407600605,35.5859,125.3899,4699.3319,682.8828,2012/3/12 10:33:28,F-5
269909,269909,R2019081303584407600605,35.5501,125.3863,5398.8505,673.489,2012/3/12 10:33:38,F-5
269909,269909,R2019081303584407600605,35.5501,125.3863,5398.8505,673.489,2012/3/12 10:33:38,F-5
269912,269912,R2019081303584407600605,35.5408,125.399,5282.2202,738.3682,2012/3/12 10:34:08,F-5
269916,269916,R2019081303584407600605,35.4696,125.4235,4759.6369,652.3327,2012/3/12 10:34:58,F-5
269925,269925,R2019081303584407600605,35.2595,125.4082,5388.9243,732.1775,2012/3/12 10:36:28,F-5
269940,269940,R2019081303584407600605,35.0645,125.422,5325.127,652.9844,2012/3/12 10:38:58,F-5
269942,269942,R2019081303584407600605,35.0118,125.4342,4650.7867,656.5892,2012/3/12 10:39:28,F-5
269954,269954,R2019081303584407600605,34.7615,125.4594,4812.4764,696.2269,2012/3/12 10:41:28,F-5
269959,269959,R2019081303584407600605,34.6966,125.4593,4665.2519,701.1869,2012/3/12 10:42:18,F-5
269962,269962,R2019081303584407600605,34.6571,125.4302,5274.6806,700.9608,2012/3/12 10:42:48,F-5
270037,270037,R2019081303584409209624,37.8574,124.301,4834.2161,706.9992,2012/3/20 10:11:38,F-5
270058,270058,R2019081303584409209624,37.6084,124.546,4915.5893,744.1603,2012/3/20 10:15:18,F-5
270081,270081,R2019081303584409209624,37.265,124.5617,5304.8162,676.5438,2012/3/20 10:19:08,F-5
270088,270088,R2019081303584409209624,37.1486,124.5947,4745.0733,712.2648,2012/3/20 10:20:28,F-5
270091,270091,R2019081303584409209624,37.0516,124.6082,5477.1437,744.2701,2012/3/20 10:20:58,F-5
270099,270099,R2019081303584409209624,36.9386,124.6665,4703.5948,705.7993,2012/3/20 10:22:18,F-5
270144,270144,R2019081303584409209624,36.2696,125.2944,5484.3889,702.1269,2012/3/20 10:29:58,F-5
270152,270152,R2019081303584409209624,36.1328,125.3174,4813.2469,716.7592,2012/3/20 10:31:28,F-5
270178,270178,R2019081303584409209624,35.7065,125.3849,5347.4559,720.9686,2012/3/20 10:35:48,F-5
270179,270179,R2019081303584409209624,35.689,125.3904,4888.7756,686.2238,2012/3/20 10:35:58,F-5
270184,270184,R2019081303584409209624,35.6271,125.4104,4791.2446,675.6009,2012/3/20 10:36:48,F-5
270198,270198,R2019081303584409209624,35.3516,125.4021,5047.889,737.6782,2012/3/20 10:39:18,F-5
270204,270204,R2019081303584409209624,35.2493,125.3831,4788.8465,744.6514,2012/3/20 10:40:18,F-5
270208,270208,R2019081303584409209624,35.202,125.4354,5469.0993,687.0206,2012/3/20 10:40:58,F-5
270220,270220,R2019081303584409209624,34.9871,125.4227,5257.4863,747.8745,2012/3/20 10:43:08,F-5
270224,270224,R2019081303584409209624,34.8729,125.409,4948.3969,724.7069,2012/3/20 10:43:48,F-5
270224,270224,R2019081303584409209624,34.8729,125.409,4948.3969,724.7069,2012/3/20 10:43:48,F-5
270224,270224,R2019081303584409209624,34.8729,125.409,4948.3969,724.7069,2012/3/20 10:43:48,F-5
270224,270224,R2019081303584409209624,34.8729,125.409,4948.3969,724.7069,2012/3/20 10:43:48,F-5
270225,270225,R2019081303584409209624,34.8434,125.4076,5179.1865,744.5069,2012/3/20 10:43:58,F-5
270237,270237,R2019081303584409209624,34.636,125.3972,4533.4684,729.3745,2012/3/20 10:45:58,F-5
270240,270240,R2019081303584409209624,34.5488,125.371,4879.1584,731.9713,2012/3/20 10:46:28,F-5
270250,270250,R2019081303584409204853,38.8451,124.3252,4598.7924,694.0282,2012/3/28 10:00:23,F-5
270261,270261,R2019081303584409204853,38.613,124.2666,5436.7317,679.7575,2012/3/28 10:02:13,F-5
270262,270262,R2019081303584409204853,38.582,124.2621,4792.8611,716.2087,2012/3/28 10:02:23,F-5
270264,270264,R2019081303584409204853,38.5574,124.2559,5421.3236,661.5079,2012/3/28 10:02:43,F-5
270302,270302,R2019081303584409204853,37.9241,124.2324,4775.2572,666.1937,2012/3/28 10:09:23,F-5
270309,270309,R2019081303584409204853,37.8144,124.3097,4932.8591,655.1373,2012/3/28 10:10:33,F-5
270325,270325,R2019081303584409204853,37.6448,124.5716,5384.1556,729.3801,2012/3/28 10:13:23,F-5
270338,270338,R2019081303584409204853,37.4065,124.6169,4972.1904,684.2088,2012/3/28 10:15:33,F-5
270340,270340,R2019081303584409204853,37.3633,124.6081,5499.9417,728.8965,2012/3/28 10:15:53,F-5
270369,270369,R2019081303584409204853,36.8794,124.6754,5243.6961,732.3177,2012/3/28 10:20:53,F-5
270388,270388,R2019081303584409204853,36.5732,124.8468,4934.1886,694.7389,2012/3/28 10:24:13,F-5
270395,270395,R2019081303584409204853,36.5083,124.9858,4724.5394,662.8484,2012/3/28 10:25:23,F-5
270426,270426,R2019081303584409204853,36.1569,125.3949,4669.0315,695.0618,2012/3/28 10:30:43,F-5
270427,270427,R2019081303584409204853,36.1587,125.4013,4881.1083,733.7685,2012/3/28 10:30:53,F-5
270430,270430,R2019081303584409204853,36.0939,125.4042,4525.1346,729.0879,2012/3/28 10:31:23,F-5
270442,270442,R2019081303584409204853,35.9116,125.3549,4617.3533,699.6784,2012/3/28 10:33:23,F-5
270442,270442,R2019081303584409204853,35.9116,125.3549,4617.3533,699.6784,2012/3/28 10:33:23,F-5
270447,270447,R2019081303584409204853,35.8449,125.3594,5237.5924,704.0882,2012/3/28 10:34:13,F-5
270456,270456,R2019081303584409204853,35.7153,125.4107,4868.5632,676.3527,2012/3/28 10:35:43,F-5
270462,270462,R2019081303584409204853,35.6509,125.4106,5402.1052,708.0957,2012/3/28 10:36:43,F-5
270462,270462,R2019081303584409204853,35.6509,125.4106,5402.1052,708.0957,2012/3/28 10:36:43,F-5
270462,270462,R2019081303584409204853,35.6509,125.4106,5402.1052,708.0957,2012/3/28 10:36:43,F-5
270464,270464,R2019081303584409204853,35.6109,125.3945,5343.7101,677.7983,2012/3/28 10:37:03,F-5
270480,270480,R2019081303584409204853,35.3843,125.4301,4701.3019,738.5277,2012/3/28 10:39:53,F-5
270480,270480,R2019081303584409204853,35.3843,125.4301,4701.3019,738.5277,2012/3/28 10:39:53,F-5
270483,270483,R2019081303584409204853,35.3709,125.4236,4942.9019,672.0758,2012/3/28 10:40:23,F-5
270487,270487,R2019081303584409204853,35.319,125.4128,5053.563,743.5979,2012/3/28 10:41:03,F-5
270487,270487,R2019081303584409204853,35.319,125.4128,5053.563,743.5979,2012/3/28 10:41:03,F-5
270488,270488,R2019081303584409204853,35.2843,125.4262,4719.3447,689.9106,2012/3/28 10:41:13,F-5
270491,270491,R2019081303584409204853,35.2117,125.4205,5428.4573,675.0586,2012/3/28 10:41:43,F-5
270494,270494,R2019081303584409204853,35.1785,125.4117,5437.3803,716.7195,2012/3/28 10:42:13,F-5
270495,270495,R2019081303584409204853,35.1603,125.4029,5349.7762,687.3506,2012/3/28 10:42:23,F-5
270496,270496,R2019081303584409204853,35.1261,125.3954,5393.9121,715.5061,2012/3/28 10:42:33,F-5
270501,270501,R2019081303584409204853,34.991,125.4293,5248.7953,690.081,2012/3/28 10:43:33,F-5
270502,270502,R2019081303584409204853,34.9889,125.4073,5124.9229,720.9404,2012/3/28 10:43:43,F-5
270502,270502,R2019081303584409204853,34.9889,125.4073,5124.9229,720.9404,2012/3/28 10:43:43,F-5
270502,270502,R2019081303584409204853,34.9889,125.4073,5124.9229,720.9404,2012/3/28 10:43:43,F-5
270518,270518,R2019081303584409204853,34.7703,125.4251,5315.732,658.9721,2012/3/28 10:46:23,F-5
270527,270527,R2019081303584409204853,34.6424,125.3979,5254.0117,735.078,2012/3/28 10:47:53,F-5
270527,270527,R2019081303584409204853,34.6424,125.3979,5254.0117,735.078,2012/3/28 10:47:53,F-5
270555,270555,R2019081303584409207425,38.498,124.24,5293.3343,737.2724,2012/4/5 10:03:22,F-5
270564,270564,R2019081303584409207425,38.3054,124.1738,5170.538,675.5977,2012/4/5 10:04:52,F-5
270566,270566,R2019081303584409207425,38.2976,124.1718,5466.3191,682.0294,2012/4/5 10:05:12,F-5
270567,270567,R2019081303584409207425,38.2902,124.1546,4686.1112,716.4472,2012/4/5 10:05:22,F-5
270575,270575,R2019081303584409207425,38.1863,124.1687,5446.3685,701.3295,2012/4/5 10:06:42,F-5
270619,270619,R2019081303584409207425,37.5474,124.5673,4712.2954,678.9087,2012/4/5 10:14:22,F-5
270622,270622,R2019081303584409207425,37.4802,124.5582,4794.1835,659.393,2012/4/5 10:14:52,F-5
270637,270637,R2019081303584409207425,37.2559,124.6009,5016.9219,673.5165,2012/4/5 10:17:22,F-5
270659,270659,R2019081303584409207425,36.8141,124.6375,5205.0156,688.5904,2012/4/5 10:21:12,F-5
270689,270689,R2019081303584409207425,36.4007,125.1059,4793.4989,702.6742,2012/4/5 10:26:22,F-5
270716,270716,R2019081303584409207425,36.1204,125.319,5012.9491,698.6738,2012/4/5 10:31:02,F-5
270737,270737,R2019081303584409207425,35.7375,125.402,5491.1361,734.6384,2012/4/5 10:34:32,F-5
270744,270744,R2019081303584409207425,35.5747,125.3923,5292.3233,663.896,2012/4/5 10:35:42,F-5
270744,270744,R2019081303584409207425,35.5747,125.3923,5292.3233,663.896,2012/4/5 10:35:42,F-5
270753,270753,R2019081303584409207425,35.4109,125.4298,5271.6327,692.2798,2012/4/5 10:37:22,F-5
270756,270756,R2019081303584409207425,35.3425,125.4035,5260.2877,734.7472,2012/4/5 10:37:52,F-5
270759,270759,R2019081303584409207425,35.3181,125.3964,5235.5613,681.8052,2012/4/5 10:38:22,F-5
270765,270765,R2019081303584409207425,35.2667,125.4095,4797.5061,676.467,2012/4/5 10:39:22,F-5
270789,270789,R2019081303584409207425,34.8993,125.4474,4659.5837,739.7292,2012/4/5 10:43:32,F-5
270798,270798,R2019081303584409207425,34.7231,125.3875,5325.3319,668.946,2012/4/5 10:45:02,F-5
270798,270798,R2019081303584409207425,34.7231,125.3875,5325.3319,668.946,2012/4/5 10:45:02,F-5
270801,270801,R2019081303584409207425,34.6492,125.407,5007.9137,717.3383,2012/4/5 10:45:32,F-5
270803,270803,R2019081303584409207425,34.6161,125.3829,4943.4209,685.7497,2012/4/5 10:45:52,F-5
270812,270812,R2019081303584409207425,34.4874,125.3432,5179.7812,712.3824,2012/4/5 10:47:22,F-5
270821,270821,R2019081303584409207606,38.7462,124.365,4805.445,732.3545,2012/4/13 9:58:35,F-5
270842,270842,R2019081303584409207606,38.3535,124.2752,5009.7592,651.5027,2012/4/13 10:02:15,F-5
