Unnamed: 0,Unnamed: 0.1,ID,WD,JD,GD,SD,SJ,target,new
95214,95214,R2019081303584234402965,28.5037,126.435,5163.6003,680.5666,2012/3/28 12:22:20,F-2,"126.435,28.5037"
95277,95277,R2019081303584236004207,32.4335,127.7124,4513.8822,725.8567,2012/4/5 10:00:46,F-2,"127.7124,32.4335"
95338,95338,R2019081303584236004207,32.2361,126.3329,5381.2236,735.5077,2012/4/5 10:11:26,F-2,"126.3329,32.2361"
95346,95346,R2019081303584236004207,32.1782,126.2269,4803.1085,657.9773,2012/4/5 10:12:56,F-2,"126.2269,32.1782"
95359,95359,R2019081303584236004207,32.1122,125.9836,4797.0711,747.4129,2012/4/5 10:15:06,F-2,"125.9836,32.1122"
95464,95464,R2019081303584236004207,31.6423,123.9895,5463.6238,691.1182,2012/4/5 10:33:26,F-2,"123.9895,31.6423"
95501,95501,R2019081303584236004207,31.1753,123.5782,5466.6072,696.4565,2012/4/5 10:40:06,F-2,"123.5782,31.1753"
95585,95585,R2019081303584236004207,30.4555,124.7195,5003.61,736.4466,2012/4/5 10:55:16,F-2,"124.7195,30.4555"
95653,95653,R2019081303584236004207,31.5098,125.1483,5134.9529,686.3452,2012/4/5 11:07:26,F-2,"125.1483,31.5098"
95756,95756,R2019081303584236004207,31.3465,123.4342,4842.6064,721.7767,2012/4/5 11:26:56,F-2,"123.4342,31.3465"
95758,95758,R2019081303584236004207,31.3308,123.4045,5471.2956,715.3865,2012/4/5 11:27:16,F-2,"123.4045,31.3308"
95835,95835,R2019081303584236004207,29.9219,123.2807,5218.7623,721.7325,2012/4/5 11:41:26,F-2,"123.2807,29.9219"
95969,95969,R2019081303584236004207,28.6545,125.1822,5452.659000000001,661.7517,2012/4/5 12:05:16,F-2,"125.1822,28.6545"
95996,95996,R2019081303584236004207,28.5714,125.6477,5165.395,712.5933,2012/4/5 12:10:06,F-2,"125.6477,28.5714"
96036,96036,R2019081303584236004207,28.5219,126.3566,4563.1898,727.4921,2012/4/5 12:17:16,F-2,"126.3566,28.5219"
96244,96244,R2019081303584237605693,31.8811,124.9398,4977.837,731.1203,2012/4/13 10:31:56,F-2,"124.9398,31.8811"
96401,96401,R2019081303584237605693,30.3913,124.4261,5470.8536,731.171,2012/4/13 11:00:06,F-2,"124.4261,30.3913"
96416,96416,R2019081303584237605693,30.4539,124.7092,4664.2681,736.6203,2012/4/13 11:02:46,F-2,"124.7092,30.4539"
96436,96436,R2019081303584237605693,30.5751,125.00299999999999,4712.0382,697.4773,2012/4/13 11:06:26,F-2,"125.00299999999999,30.5751"
96449,96449,R2019081303584237605693,30.7483,125.1663,4690.2196,740.7796,2012/4/13 11:08:36,F-2,"125.1663,30.7483"
96459,96459,R2019081303584237605693,30.9392,125.1976,4581.4156,657.7799,2012/4/13 11:10:26,F-2,"125.1976,30.9392"
96600,96600,R2019081303584237605693,31.3,123.3692,5482.3809,658.2377,2012/4/13 11:36:36,F-2,"123.3692,31.3"
96670,96670,R2019081303584237605693,29.9998,123.2808,4733.5116,689.4833,2012/4/13 11:49:26,F-2,"123.2808,29.9998"
96688,96688,R2019081303584237605693,29.6138,123.3218,5185.2524,683.8698,2012/4/13 11:52:46,F-2,"123.3218,29.6138"
96690,96690,R2019081303584237605693,29.5772,123.3228,4725.7368,710.2841,2012/4/13 11:53:06,F-2,"123.3228,29.5772"
96696,96696,R2019081303584237605693,29.5122,123.3429,5272.4939,699.316,2012/4/13 11:54:16,F-2,"123.3429,29.5122"
96727,96727,R2019081303584237605693,29.1725,123.853,5466.1216,740.9225,2012/4/13 11:59:46,F-2,"123.853,29.1725"
96741,96741,R2019081303584237605693,29.0877,124.0425,4918.0291,729.4643,2012/4/13 12:02:16,F-2,"124.0425,29.0877"
96772,96772,R2019081303584237605693,28.8387,124.5639,5112.7686,668.1628,2012/4/13 12:07:46,F-2,"124.5639,28.8387"
96851,96851,R2019081303584237605693,28.503,126.0639,5011.0331,721.8992,2012/4/13 12:21:46,F-2,"126.0639,28.503"
96934,96934,R2019081303584237603070,32.4706,127.7525,4738.6506,689.0631,2012/4/21 10:03:47,F-2,"127.7525,32.4706"
97103,97103,R2019081303584237603070,31.824,124.4046,5390.2562,670.0303,2012/4/21 10:33:07,F-2,"124.4046,31.824"
97232,97232,R2019081303584237603070,30.4336,124.2277,5433.5259,744.5008,2012/4/21 10:56:17,F-2,"124.2277,30.4336"
97254,97254,R2019081303584237603070,30.4109,124.5501,5415.436,741.2132,2012/4/21 11:00:17,F-2,"124.5501,30.4109"
97267,97267,R2019081303584237603070,30.4969,124.8055,4924.2609999999995,706.9249,2012/4/21 11:02:37,F-2,"124.8055,30.4969"
97358,97358,R2019081303584237603070,31.7417,124.8105,4991.8427,724.265,2012/4/21 11:18:47,F-2,"124.8105,31.7417"
97375,97375,R2019081303584237603070,31.7796,124.4968,5022.4742,679.3822,2012/4/21 11:21:57,F-2,"124.4968,31.7796"
97401,97401,R2019081303584237603070,31.8047,124.1409,4561.0292,653.7274,2012/4/21 11:26:37,F-2,"124.1409,31.8047"
97429,97429,R2019081303584237603070,31.7017,123.6946,4656.0739,656.655,2012/4/21 11:32:07,F-2,"123.6946,31.7017"
97625,97625,R2019081303584237603070,28.7702,124.7555,4711.73,688.2384,2012/4/21 12:07:57,F-2,"124.7555,28.7702"
97771,97771,R2019081303584239101840,32.5084,127.8975,4875.2295,722.0232,2012/4/29 9:58:29,F-2,"127.8975,32.5084"
97852,97852,R2019081303584239101840,32.2755,126.45700000000001,4657.8811,721.1526,2012/4/29 10:12:29,F-2,"126.45700000000001,32.2755"
97866,97866,R2019081303584239101840,32.2007,126.2509,4810.9484,743.1251,2012/4/29 10:14:59,F-2,"126.2509,32.2007"
97899,97899,R2019081303584239101840,32.0621,125.7265,5288.4872,686.9094,2012/4/29 10:20:39,F-2,"125.7265,32.0621"
97928,97928,R2019081303584239101840,31.9688,125.0653,4873.0903,706.8096,2012/4/29 10:25:39,F-2,"125.0653,31.9688"
97994,97994,R2019081303584239101840,31.6737,123.9847,4713.0331,673.3056,2012/4/29 10:37:09,F-2,"123.9847,31.6737"
98107,98107,R2019081303584239101840,30.4282,124.6555,4585.5468,702.6539,2012/4/29 10:57:39,F-2,"124.6555,30.4282"
98138,98138,R2019081303584239101840,30.7631,125.1909,4873.3749,697.8925,2012/4/29 11:03:09,F-2,"125.1909,30.7631"
98147,98147,R2019081303584239101840,30.9411,125.2455,5295.871,668.2249,2012/4/29 11:04:49,F-2,"125.2455,30.9411"
98176,98176,R2019081303584239101840,31.4643,125.1957,4708.9074,717.6275,2012/4/29 11:09:59,F-2,"125.1957,31.4643"
98229,98229,R2019081303584239101840,31.7987,124.3169,4757.6435,708.3319,2012/4/29 11:19:39,F-2,"124.3169,31.7987"
98238,98238,R2019081303584239101840,31.814,124.133,4955.3325,651.205,2012/4/29 11:21:19,F-2,"124.133,31.814"
98392,98392,R2019081303584239101840,29.6449,123.295,5095.8881,737.2389,2012/4/29 11:49:49,F-2,"123.295,29.6449"
98469,98469,R2019081303584239101840,28.9112,124.4214,4779.8584,693.6269,2012/4/29 12:03:29,F-2,"124.4214,28.9112"
98475,98475,R2019081303584239101840,28.8667,124.587,5001.7357,698.9536,2012/4/29 12:04:39,F-2,"124.587,28.8667"
98481,98481,R2019081303584239101840,28.8185,124.6392,5091.8820000000005,740.4925,2012/4/29 12:05:39,F-2,"124.6392,28.8185"
98510,98510,R2019081303584239101840,28.638,125.2291,5231.3428,684.3667,2012/4/29 12:10:49,F-2,"125.2291,28.638"
98687,98687,R2019081303584239103814,32.3508,126.7619,5008.1971,731.1896,2012/5/7 10:15:03,F-2,"126.7619,32.3508"
98696,98696,R2019081303584239103814,32.3466,126.6172,4832.0333,685.9119,2012/5/7 10:16:33,F-2,"126.6172,32.3466"
98704,98704,R2019081303584239103814,32.2558,126.4432,5012.1175,719.1346,2012/5/7 10:17:53,F-2,"126.4432,32.2558"
98708,98708,R2019081303584239103814,32.2249,126.367,4946.5808,722.1777,2012/5/7 10:18:33,F-2,"126.367,32.2249"
98711,98711,R2019081303584239103814,32.2154,126.2719,5272.5082,651.8208,2012/5/7 10:19:13,F-2,"126.2719,32.2154"
98816,98816,R2019081303584239103814,31.8205,124.2003,5295.8297,744.4206,2012/5/7 10:37:23,F-2,"124.2003,31.8205"
99053,99053,R2019081303584239103814,31.799,124.4479,4828.0601,743.5018,2012/5/7 11:20:13,F-2,"124.4479,31.799"
99062,99062,R2019081303584239103814,31.7998,124.2349,4578.6657,687.2013,2012/5/7 11:22:03,F-2,"124.2349,31.7998"
99096,99096,R2019081303584239103814,31.6664,123.6504,5476.4753,683.1089,2012/5/7 11:28:33,F-2,"123.6504,31.6664"
99172,99172,R2019081303584239103814,30.3028,123.2998,5431.0229,664.6456,2012/5/7 11:42:43,F-2,"123.2998,30.3028"
99269,99269,R2019081303584239103814,29.0142,124.1948,5105.1853,698.0352,2012/5/7 12:00:13,F-2,"124.1948,29.0142"
99492,99492,R2019081303584240701702,32.3732,126.81,5149.4667,667.313,2012/5/15 10:12:51,F-2,"126.81,32.3732"
99819,99819,R2019081303584240701702,31.2876,125.2566,5043.7652,669.6988,2012/5/15 11:10:51,F-2,"125.2566,31.2876"
99885,99885,R2019081303584240701702,31.7971,124.18799999999999,5311.519,662.4638,2012/5/15 11:23:01,F-2,"124.18799999999999,31.7971"
99944,99944,R2019081303584240701702,31.0157,123.2777,5012.9266,677.8530000000001,2012/5/15 11:34:31,F-2,"123.2777,31.0157"
100022,100022,R2019081303584240701702,29.6564,123.3375,5485.6894,687.2772,2012/5/15 11:48:41,F-2,"123.3375,29.6564"
100389,100389,R2019081303584240705425,31.8788,125.2338,5117.1075,713.0364,2012/5/23 10:24:02,F-2,"125.2338,31.8788"
100497,100497,R2019081303584240705425,30.8723,123.5793,4614.4097,702.6837,2012/5/23 10:43:12,F-2,"123.5793,30.8723"
100585,100585,R2019081303584240705425,30.6572,125.0522,5404.9819,717.2675,2012/5/23 10:59:12,F-2,"125.0522,30.6572"
100636,100636,R2019081303584240705425,31.4988,125.1512,4814.1348,661.3977,2012/5/23 11:08:12,F-2,"125.1512,31.4988"
100794,100794,R2019081303584240705425,30.5599,123.2841,5309.4302,747.4242,2012/5/23 11:37:42,F-2,"123.2841,30.5599"
100810,100810,R2019081303584240705425,30.2938,123.3323,4863.5368,660.1342,2012/5/23 11:40:32,F-2,"123.3323,30.2938"
100819,100819,R2019081303584240705425,30.1491,123.3047,4514.6827,710.2691,2012/5/23 11:42:12,F-2,"123.3047,30.1491"
100836,100836,R2019081303584240705425,29.839000000000002,123.2968,5047.9559,651.1405,2012/5/23 11:45:12,F-2,"123.2968,29.839000000000002"
100879,100879,R2019081303584240705425,29.2041,123.811,4949.7894,719.8078,2012/5/23 11:53:02,F-2,"123.811,29.2041"
100922,100922,R2019081303584240705425,28.8032,124.6494,4666.2585,666.8917,2012/5/23 12:00:42,F-2,"124.6494,28.8032"
100956,100956,R2019081303584240705425,28.6623,125.2545,4889.5672,687.4739999999999,2012/5/23 12:06:42,F-2,"125.2545,28.6623"
101016,101016,R2019081303584240705425,28.5151,126.3168,4706.2111,656.3715,2012/5/23 12:17:22,F-2,"126.3168,28.5151"
101066,101066,R2019081303584242202529,32.512,128.1617,4626.6217,712.7636,2012/5/31 9:59:08,F-2,"128.1617,32.512"
101270,101270,R2019081303584242202529,31.8045,124.2267,5181.9891,735.4780000000001,2012/5/31 10:34:28,F-2,"124.2267,31.8045"
101319,101319,R2019081303584242202529,31.1265,123.6261,4835.4189,747.7424,2012/5/31 10:43:18,F-2,"123.6261,31.1265"
101341,101341,R2019081303584242202529,30.7261,123.6286,4644.1606,695.7438,2012/5/31 10:47:18,F-2,"123.6286,30.7261"
101353,101353,R2019081303584242202529,30.601,123.7599,5104.2726,713.2529,2012/5/31 10:49:28,F-2,"123.7599,30.601"
101376,101376,R2019081303584242202529,30.4326,124.2669,5358.363,733.6439,2012/5/31 10:53:38,F-2,"124.2669,30.4326"
101397,101397,R2019081303584242202529,30.4403,124.6847,4538.3101,688.7,2012/5/31 10:57:28,F-2,"124.6847,30.4403"
101419,101419,R2019081303584242202529,30.5754,124.9824,4955.1748,745.5545,2012/5/31 11:01:28,F-2,"124.9824,30.5754"
101430,101430,R2019081303584242202529,30.6732,125.1351,5296.1819,653.7323,2012/5/31 11:03:18,F-2,"125.1351,30.6732"
101492,101492,R2019081303584242202529,31.5827,125.0544,5066.4513,665.3032,2012/5/31 11:14:18,F-2,"125.0544,31.5827"
101507,101507,R2019081303584242202529,31.7402,124.8785,4990.7346,657.6532,2012/5/31 11:16:58,F-2,"124.8785,31.7402"
101517,101517,R2019081303584242202529,31.7733,124.6262,4993.893,660.3023,2012/5/31 11:18:48,F-2,"124.6262,31.7733"
101640,101640,R2019081303584242202529,30.4531,123.3313,5382.0049,721.0751,2012/5/31 11:42:08,F-2,"123.3313,30.4531"
102127,102127,R2019081303584243806078,31.6815,123.9833,4598.0818,659.5596,2012/6/8 10:41:06,F-2,"123.9833,31.6815"
102283,102283,R2019081303584243806078,31.05,125.2817,5085.2174,736.7534,2012/6/8 11:09:16,F-2,"125.2817,31.05"
102462,102462,R2019081303584243806078,30.5148,123.2978,4685.9261,737.9563,2012/6/8 11:42:36,F-2,"123.2978,30.5148"
102503,102503,R2019081303584243806078,29.7379,123.2755,5449.0355,655.6495,2012/6/8 11:50:06,F-2,"123.2755,29.7379"
102571,102571,R2019081303584243806078,29.0096,124.1898,4929.9035,661.9891,2012/6/8 12:02:16,F-2,"124.1898,29.0096"
102585,102585,R2019081303584243806078,28.9329,124.3979,4944.2302,653.1105,2012/6/8 12:04:36,F-2,"124.3979,28.9329"
102611,102611,R2019081303584243806078,28.7609,124.7764,5136.2312,666.5569,2012/6/8 12:09:16,F-2,"124.7764,28.7609"
102630,102630,R2019081303584243806078,28.6434,125.2241,5357.2971,727.3132,2012/6/8 12:12:36,F-2,"125.2241,28.6434"
