Unnamed: 0,ID,WD,JD,GD,SD,SJ,target,new
88672,R2019081303584228201177,32.4885133718947,127.92863847238002,4673.85723217104,749.515842785833,2012/2/1 10:07:11,F-2,"127.92863847238002,32.4885133718947"
88673,R2019081303584228201177,32.4854805540976,127.90851129321301,4631.195685421671,673.9744068235041,2012/2/1 10:07:21,F-2,"127.90851129321301,32.4854805540976"
88674,R2019081303584228201177,32.482274119001396,127.887231909489,5428.98866670625,660.233136830029,2012/2/1 10:07:31,F-2,"127.887231909489,32.482274119001396"
88675,R2019081303584228201177,32.4792298788568,127.867028926351,5454.66707691302,701.3845412299901,2012/2/1 10:07:41,F-2,"127.867028926351,32.4792298788568"
88676,R2019081303584228201177,32.4760533045212,127.845947712421,5205.22683239785,718.4071780966631,2012/2/1 10:07:51,F-2,"127.845947712421,32.4760533045212"
88677,R2019081303584228201177,32.4729685852782,127.82547609129601,5339.46029927556,742.537613768381,2012/2/1 10:08:01,F-2,"127.82547609129601,32.4729685852782"
88678,R2019081303584228201177,32.4699664016718,127.805552214763,5132.04823976012,687.849228241411,2012/2/1 10:08:11,F-2,"127.805552214763,32.4699664016718"
88679,R2019081303584228201177,32.467108818853305,127.78658797581998,4970.91685257429,653.2885881156141,2012/2/1 10:08:21,F-2,"127.78658797581998,32.467108818853305"
88680,R2019081303584228201177,32.4640525007312,127.766304837646,5187.22379006782,659.8762243100799,2012/2/1 10:08:31,F-2,"127.766304837646,32.4640525007312"
88681,R2019081303584228201177,32.461178172176396,127.747229466267,4599.20582273007,693.714568784328,2012/2/1 10:08:41,F-2,"127.747229466267,32.461178172176396"
88682,R2019081303584228201177,32.4579604069585,127.72587489062401,5409.766337326621,700.2325540642412,2012/2/1 10:08:51,F-2,"127.72587489062401,32.4579604069585"
88683,R2019081303584228201177,32.454828009812395,127.705086856921,5331.77162466188,678.993159546048,2012/2/1 10:09:01,F-2,"127.705086856921,32.454828009812395"
88684,R2019081303584228201177,32.451676631391,127.684172854711,5011.776695266261,697.028312854016,2012/2/1 10:09:21,F-2,"127.684172854711,32.451676631391"
88685,R2019081303584228201177,32.448657834984104,127.664138727964,4841.938955402899,654.292855972561,2012/2/1 10:09:31,F-2,"127.664138727964,32.448657834984104"
88686,R2019081303584228201177,32.4455427267418,127.643465431408,4682.47906173695,749.6847990898808,2012/2/1 10:09:41,F-2,"127.643465431408,32.4455427267418"
88687,R2019081303584228201177,32.4409324013468,127.619050223173,4965.81317878599,732.617031495374,2012/2/1 10:09:51,F-2,"127.619050223173,32.4409324013468"
88688,R2019081303584228201177,32.437045366134896,127.599309594423,5308.2673786246505,696.8725945087489,2012/2/1 10:10:01,F-2,"127.599309594423,32.437045366134896"
88689,R2019081303584228201177,32.4330442236991,127.578989462731,4803.206413194172,670.111425649427,2012/2/1 10:10:11,F-2,"127.578989462731,32.4330442236991"
88690,R2019081303584228201177,32.429033036868894,127.558618319753,4579.3949468431,656.088108106557,2012/2/1 10:10:21,F-2,"127.558618319753,32.429033036868894"
88691,R2019081303584228201177,32.4253116956307,127.539719181508,4688.380776060921,742.536899257701,2012/2/1 10:10:31,F-2,"127.539719181508,32.4253116956307"
88692,R2019081303584228201177,32.4214186249547,127.519947901157,4746.844424515421,666.03865852395,2012/2/1 10:10:41,F-2,"127.519947901157,32.4214186249547"
88693,R2019081303584228201177,32.4174202716709,127.499641934403,4608.88717375178,660.745253372353,2012/2/1 10:10:51,F-2,"127.499641934403,32.4174202716709"
88694,R2019081303584228201177,32.4132282811653,127.478352565055,4689.30885111415,743.4470590173489,2012/2/1 10:11:01,F-2,"127.478352565055,32.4132282811653"
88695,R2019081303584228201177,32.4094750846735,127.459291647279,5062.987920159,716.2015749915511,2012/2/1 10:11:11,F-2,"127.459291647279,32.4094750846735"
88696,R2019081303584228201177,32.4057065762982,127.44015296683901,5453.665785469891,723.9722146531441,2012/2/1 10:11:21,F-2,"127.44015296683901,32.4057065762982"
88697,R2019081303584228201177,32.4018920942553,127.42078080534,4569.733410174829,741.745304405571,2012/2/1 10:11:31,F-2,"127.42078080534,32.4018920942553"
88698,R2019081303584228201177,32.3980875274637,127.401458999261,4880.27002866392,713.7789538892821,2012/2/1 10:11:41,F-2,"127.401458999261,32.3980875274637"
88699,R2019081303584228201177,32.394213529,127.381784578712,4913.3159222143295,672.1881520572059,2012/2/1 10:11:51,F-2,"127.381784578712,32.394213529"
88700,R2019081303584228201177,32.3902267484073,127.361537384824,4783.2190749623,659.222708274248,2012/2/1 10:12:01,F-2,"127.361537384824,32.3902267484073"
88701,R2019081303584228201177,32.3865006061143,127.34261386402599,4824.61882025219,737.1572229951421,2012/2/1 10:12:11,F-2,"127.34261386402599,32.3865006061143"
88702,R2019081303584228201177,32.382715475610105,127.323390766735,5007.080003855321,670.672079976961,2012/2/1 10:12:31,F-2,"127.323390766735,32.382715475610105"
88703,R2019081303584228201177,32.3792861324036,127.28893621968099,5322.17460722764,653.77191235487,2012/2/1 10:12:41,F-2,"127.28893621968099,32.3792861324036"
88704,R2019081303584228201177,32.378533823084,127.267159696152,5128.9109036460995,705.4200561509558,2012/2/1 10:12:51,F-2,"127.267159696152,32.378533823084"
88705,R2019081303584228201177,32.3778092663659,127.246186505988,5246.62608036149,674.869982770118,2012/2/1 10:13:01,F-2,"127.246186505988,32.3778092663659"
88706,R2019081303584228201177,32.3771132260118,127.226038757244,4918.44753195459,695.6503071569141,2012/2/1 10:13:11,F-2,"127.226038757244,32.3771132260118"
88707,R2019081303584228201177,32.3764181714919,127.20591954469101,4931.99144184216,709.283422380352,2012/2/1 10:13:21,F-2,"127.20591954469101,32.3764181714919"
88708,R2019081303584228201177,32.3757112877927,127.185457921913,4908.81181573906,666.125138856529,2012/2/1 10:13:31,F-2,"127.185457921913,32.3757112877927"
88709,R2019081303584228201177,32.3749911196665,127.16461176497101,4531.20504833348,721.4801516716742,2012/2/1 10:13:41,F-2,"127.16461176497101,32.3749911196665"
88710,R2019081303584228201177,32.3743230570474,127.145273866362,5186.29739698316,677.005247551485,2012/2/1 10:13:51,F-2,"127.145273866362,32.3743230570474"
88711,R2019081303584228201177,32.3735718415374,127.12352900450199,5051.88223652164,674.266132630532,2012/2/1 10:14:01,F-2,"127.12352900450199,32.3735718415374"
88712,R2019081303584228201177,32.3728702855834,127.103221599899,4581.60598440171,711.575499205652,2012/2/1 10:14:11,F-2,"127.103221599899,32.3728702855834"
88713,R2019081303584228201177,32.3721433681615,127.082180076243,4964.545498352751,728.827326781502,2012/2/1 10:14:21,F-2,"127.082180076243,32.3721433681615"
88714,R2019081303584228201177,32.3714141559488,127.061072127035,4757.3305979638,710.572768170653,2012/2/1 10:14:31,F-2,"127.061072127035,32.3714141559488"
88715,R2019081303584228201177,32.3707346587805,127.041403241259,5101.23372711299,664.53887457705,2012/2/1 10:14:41,F-2,"127.041403241259,32.3707346587805"
88716,R2019081303584228201177,32.3700400796874,127.021297790522,5287.5759959163,671.7494779367701,2012/2/1 10:14:51,F-2,"127.021297790522,32.3700400796874"
88717,R2019081303584228201177,32.3693430789297,127.001122241707,4790.25315227464,727.0205674585982,2012/2/1 10:15:01,F-2,"127.001122241707,32.3693430789297"
88718,R2019081303584228201177,32.3686692253905,126.98161671775499,4994.64130610909,654.095198728189,2012/2/1 10:15:11,F-2,"126.98161671775499,32.3686692253905"
88719,R2019081303584228201177,32.367956299163396,126.960980186535,4984.8720405646,657.964540416358,2012/2/1 10:15:21,F-2,"126.960980186535,32.367956299163396"
88720,R2019081303584228201177,32.3672125862756,126.939452497354,4680.41652495992,675.025601836399,2012/2/1 10:15:31,F-2,"126.939452497354,32.3672125862756"
88721,R2019081303584228201177,32.3664986249897,126.91878600507799,4949.79968827674,651.272187755104,2012/2/1 10:15:41,F-2,"126.91878600507799,32.3664986249897"
88722,R2019081303584228201177,32.3658338477775,126.89954320663601,5129.89416840947,714.142759919233,2012/2/1 10:15:51,F-2,"126.89954320663601,32.3658338477775"
88723,R2019081303584228201177,32.3651639540079,126.88015230311001,4538.96536121097,732.817899614022,2012/2/1 10:16:01,F-2,"126.88015230311001,32.3651639540079"
88724,R2019081303584228201177,32.364438803907596,126.859161936766,5031.10286990698,699.802011554037,2012/2/1 10:16:11,F-2,"126.859161936766,32.364438803907596"
88725,R2019081303584228201177,32.363751277625,126.83926063834998,5421.93333940671,661.108637559744,2012/2/1 10:16:21,F-2,"126.83926063834998,32.363751277625"
88726,R2019081303584228201177,32.363042414769204,126.818741726437,4943.0508117392,716.051670520591,2012/2/1 10:16:31,F-2,"126.818741726437,32.363042414769204"
88727,R2019081303584228201177,32.3623045789779,126.797384157082,4782.2947168174605,653.707825440777,2012/2/1 10:16:41,F-2,"126.797384157082,32.3623045789779"
88728,R2019081303584228201177,32.3616185026299,126.777524828813,4985.43267626568,682.040598630924,2012/2/1 10:16:51,F-2,"126.777524828813,32.3616185026299"
88729,R2019081303584228201177,32.3558766130272,126.75159622500601,5189.79195211539,691.105781887242,2012/2/1 10:17:01,F-2,"126.75159622500601,32.3558766130272"
88730,R2019081303584228201177,32.3507072781953,126.733249062764,5079.60332724247,654.068004295262,2012/2/1 10:17:11,F-2,"126.733249062764,32.3507072781953"
88731,R2019081303584228201177,32.3453938768357,126.71439057516899,5259.78408556421,659.078853814434,2012/2/1 10:17:31,F-2,"126.71439057516899,32.3453938768357"
88732,R2019081303584228201177,32.3400801312287,126.695530865761,5383.86666024284,669.837678745313,2012/2/1 10:17:41,F-2,"126.695530865761,32.3400801312287"
88733,R2019081303584228201177,32.334163696401895,126.674532073229,5476.83158748636,704.588427932276,2012/2/1 10:17:51,F-2,"126.674532073229,32.334163696401895"
88734,R2019081303584228201177,32.3289650015054,126.656080705343,4779.86546898254,651.258743927469,2012/2/1 10:18:01,F-2,"126.656080705343,32.3289650015054"
88735,R2019081303584228201177,32.3237951644277,126.63773176051501,4538.36254171951,692.129442348205,2012/2/1 10:18:11,F-2,"126.63773176051501,32.3237951644277"
88736,R2019081303584228201177,32.318201110351,126.617877171661,5261.188123263971,658.091337796343,2012/2/1 10:18:21,F-2,"126.617877171661,32.318201110351"
88737,R2019081303584228201177,32.3126739074786,126.598259853159,4569.9006193643,660.344557282675,2012/2/1 10:18:31,F-2,"126.598259853159,32.3126739074786"
88738,R2019081303584228201177,32.30731684178211,126.579246390756,5036.09112581987,706.0621900745032,2012/2/1 10:18:41,F-2,"126.579246390756,32.30731684178211"
88739,R2019081303584228201177,32.3019951479415,126.56035847123199,4737.825596815829,702.7191158629581,2012/2/1 10:18:51,F-2,"126.56035847123199,32.3019951479415"
88740,R2019081303584228201177,32.2967534399697,126.541754440016,4769.88598158112,656.384845546626,2012/2/1 10:19:01,F-2,"126.541754440016,32.2967534399697"
88741,R2019081303584228201177,32.2914771081637,126.523027520821,5008.92459345466,693.928767947447,2012/2/1 10:19:11,F-2,"126.523027520821,32.2914771081637"
88742,R2019081303584228201177,32.2855721072061,126.50206930972999,4519.80350493444,655.242599642483,2012/2/1 10:19:21,F-2,"126.50206930972999,32.2855721072061"
88743,R2019081303584228201177,32.2798185574854,126.48164863402901,4909.21743093488,693.718866418916,2012/2/1 10:19:31,F-2,"126.48164863402901,32.2798185574854"
88744,R2019081303584228201177,32.274379762575,126.462345095786,5064.3719572408,697.5983659958459,2012/2/1 10:19:41,F-2,"126.462345095786,32.274379762575"
88745,R2019081303584228201177,32.2685797527963,126.44175952261699,4863.59205020759,697.649631345481,2012/2/1 10:19:51,F-2,"126.44175952261699,32.2685797527963"
88746,R2019081303584228201177,32.263248610316,126.422838067691,4579.25393342937,668.346882666623,2012/2/1 10:20:01,F-2,"126.422838067691,32.263248610316"
88747,R2019081303584228201177,32.257386348652396,126.402031548217,4675.1935049776,731.102739638231,2012/2/1 10:20:11,F-2,"126.402031548217,32.257386348652396"
88748,R2019081303584228201177,32.2520851113023,126.383216233499,5130.93967904846,709.4520979372099,2012/2/1 10:20:21,F-2,"126.383216233499,32.2520851113023"
88749,R2019081303584228201177,32.2463793240881,126.362965077956,5302.5125189696,704.081839581058,2012/2/1 10:20:31,F-2,"126.362965077956,32.2463793240881"
88750,R2019081303584228201177,32.2408789466147,126.343442968985,5357.144572705561,661.79737276947,2012/2/1 10:20:41,F-2,"126.343442968985,32.2408789466147"
88751,R2019081303584228201177,32.23570258087,126.325070852411,4743.686684986429,699.9476498225459,2012/2/1 10:20:51,F-2,"126.325070852411,32.23570258087"
88752,R2019081303584228201177,32.2246041091145,126.290796106031,5284.88004104461,657.569562926688,2012/2/1 10:21:01,F-2,"126.290796106031,32.2246041091145"
88753,R2019081303584228201177,32.218238362095796,126.272995057806,5170.48911688406,747.317206299546,2012/2/1 10:21:11,F-2,"126.272995057806,32.218238362095796"
88754,R2019081303584228201177,32.211010530945394,126.25278329468,5121.77018570796,676.199515921157,2012/2/1 10:21:21,F-2,"126.25278329468,32.211010530945394"
88755,R2019081303584228201177,32.2038977623425,126.23289329017099,5381.81158335964,734.5043980910001,2012/2/1 10:21:31,F-2,"126.23289329017099,32.2038977623425"
88756,R2019081303584228201177,32.19726900865429,126.21435677533199,4975.72141116286,717.3983794485208,2012/2/1 10:21:41,F-2,"126.21435677533199,32.19726900865429"
88757,R2019081303584228201177,32.190871804179395,126.19646776010401,4736.39639152046,682.632425396066,2012/2/1 10:21:51,F-2,"126.19646776010401,32.190871804179395"
88758,R2019081303584228201177,32.18456194220711,126.17882298771002,5144.33465881475,730.964093832748,2012/2/1 10:22:11,F-2,"126.17882298771002,32.18456194220711"
88759,R2019081303584228201177,32.1773181617792,126.158566624342,4690.865153070011,737.032927892652,2012/2/1 10:22:21,F-2,"126.158566624342,32.1773181617792"
88760,R2019081303584228201177,32.1704133454093,126.139258133317,4778.7386515544395,699.620354198674,2012/2/1 10:22:31,F-2,"126.139258133317,32.1704133454093"
88761,R2019081303584228201177,32.1631812001134,126.119034306199,5110.2665423463395,711.766491486582,2012/2/1 10:22:41,F-2,"126.119034306199,32.1631812001134"
88762,R2019081303584228201177,32.1559448506272,126.09879872256799,5221.000182778111,709.9974218104021,2012/2/1 10:22:51,F-2,"126.09879872256799,32.1559448506272"
88763,R2019081303584228201177,32.149224515608,126.080006111519,4755.91766473647,723.6775671475,2012/2/1 10:23:01,F-2,"126.080006111519,32.149224515608"
88764,R2019081303584228201177,32.142696764288004,126.06175203769199,4997.97053052949,736.659182089688,2012/2/1 10:23:11,F-2,"126.06175203769199,32.142696764288004"
88765,R2019081303584228201177,32.1358471931222,126.042598033256,5036.56673735779,670.070932209525,2012/2/1 10:23:21,F-2,"126.042598033256,32.1358471931222"
88766,R2019081303584228201177,32.1294763552417,126.02478274904699,4873.54080489536,698.3118641415201,2012/2/1 10:23:31,F-2,"126.02478274904699,32.1294763552417"
88767,R2019081303584228201177,32.122267748792304,126.004624745492,4640.86647245142,654.758560240622,2012/2/1 10:23:41,F-2,"126.004624745492,32.122267748792304"
88768,R2019081303584228201177,32.115104264809105,125.984592921502,4684.5800011347,745.707416904954,2012/2/1 10:23:51,F-2,"125.984592921502,32.115104264809105"
88769,R2019081303584228201177,32.1079347406302,125.96454420683001,4726.196985797121,658.864075554937,2012/2/1 10:24:01,F-2,"125.96454420683001,32.1079347406302"
88770,R2019081303584228201177,32.1015692506545,125.94674387739599,4583.3009854347,711.441161419005,2012/2/1 10:24:11,F-2,"125.94674387739599,32.1015692506545"
88771,R2019081303584228201177,32.0947545427017,125.927687363754,5210.09391858712,749.8233011457249,2012/2/1 10:24:21,F-2,"125.927687363754,32.0947545427017"
88772,R2019081303584228201177,32.087913872891605,125.908558250891,5162.35548521502,658.109817750803,2012/2/1 10:24:31,F-2,"125.908558250891,32.087913872891605"
88773,R2019081303584228201177,32.0815238444268,125.89068930251499,4587.81357346466,672.643341320866,2012/2/1 10:24:41,F-2,"125.89068930251499,32.0815238444268"
88774,R2019081303584228201177,32.075002124271194,125.872452094116,5414.68687118715,709.590919902358,2012/2/1 10:24:51,F-2,"125.872452094116,32.075002124271194"
88775,R2019081303584228201177,32.0683435577931,125.853832211385,5055.08246717746,718.201181976218,2012/2/1 10:25:01,F-2,"125.853832211385,32.0683435577931"
88776,R2019081303584228201177,32.0614814981099,125.834643284307,4754.02741844488,747.4512336298129,2012/2/1 10:25:11,F-2,"125.834643284307,32.0614814981099"
88777,R2019081303584228201177,32.054826018654104,125.81603203406401,4813.813982677561,689.98176559805,2012/2/1 10:25:21,F-2,"125.81603203406401,32.054826018654104"
88778,R2019081303584228201177,32.0486997044757,125.796015900287,4999.436361947771,683.74916838191,2012/2/1 10:25:31,F-2,"125.796015900287,32.0486997044757"
88779,R2019081303584228201177,32.0424383886812,125.77544574931801,4778.65793429253,679.471868383452,2012/2/1 10:25:41,F-2,"125.77544574931801,32.0424383886812"
88780,R2019081303584228201177,32.036474945995,125.75585419374399,5254.63324634108,650.082718208471,2012/2/1 10:25:51,F-2,"125.75585419374399,32.036474945995"
88781,R2019081303584228201177,32.0304269788963,125.735984952141,5207.01595428726,719.9724743002901,2012/2/1 10:26:01,F-2,"125.735984952141,32.0304269788963"
88782,R2019081303584228201177,32.0241633154927,125.71540708862801,4532.68025351347,694.315054427979,2012/2/1 10:26:11,F-2,"125.71540708862801,32.0241633154927"
88783,R2019081303584228201177,32.0179365048504,125.69495029661002,4723.18947930969,741.2619430531099,2012/2/1 10:26:31,F-2,"125.69495029661002,32.0179365048504"
88784,R2019081303584228201177,32.0118896259045,125.67508462988899,5095.03539725907,659.647283707581,2012/2/1 10:26:41,F-2,"125.67508462988899,32.0118896259045"
88785,R2019081303584228201177,32.0061611634561,125.656265049268,4680.69927635635,690.335388546966,2012/2/1 10:26:51,F-2,"125.656265049268,32.0061611634561"
88786,R2019081303584228201177,32.000091145824896,125.63632336557801,4755.7871678172605,671.9879089957051,2012/2/1 10:27:01,F-2,"125.63632336557801,32.000091145824896"
88787,R2019081303584228201177,31.994361694046802,125.61750053473699,4670.96961064775,719.280170169324,2012/2/1 10:27:11,F-2,"125.61750053473699,31.994361694046802"
88788,R2019081303584228201177,31.988630641434398,125.598672444713,5118.85246383904,680.481143030562,2012/2/1 10:27:21,F-2,"125.598672444713,31.988630641434398"
88789,R2019081303584228201177,31.9831030803994,125.580512880699,4650.3472501180795,677.571098472723,2012/2/1 10:27:31,F-2,"125.580512880699,31.9831030803994"
88790,R2019081303584228201177,31.977570243282,125.562335983298,4974.34184768905,727.763770277502,2012/2/1 10:27:41,F-2,"125.562335983298,31.977570243282"
88791,R2019081303584228201177,31.971658043396,125.54291277446998,4989.91531994656,660.468934574383,2012/2/1 10:27:51,F-2,"125.54291277446998,31.971658043396"
88792,R2019081303584228201177,31.9660197430983,125.524389401406,5111.08617745856,676.245126792344,2012/2/1 10:28:01,F-2,"125.524389401406,31.9660197430983"
88793,R2019081303584228201177,31.9598028315661,125.503965130697,4846.862971944211,707.12835912459,2012/2/1 10:28:11,F-2,"125.503965130697,31.9598028315661"
88794,R2019081303584228201177,31.9539984385616,125.484896097238,4922.07133556813,724.1649819883362,2012/2/1 10:28:21,F-2,"125.484896097238,31.9539984385616"
88795,R2019081303584228201177,31.9476990116748,125.464200740809,4833.84265952457,697.7620373236771,2012/2/1 10:28:31,F-2,"125.464200740809,31.9476990116748"
88796,R2019081303584228201177,31.942054336077,125.445656423124,4876.82585296073,675.300663535158,2012/2/1 10:28:41,F-2,"125.445656423124,31.942054336077"
88797,R2019081303584228201177,31.9359007763899,125.425440280717,5261.67253812853,724.5537242267999,2012/2/1 10:28:51,F-2,"125.425440280717,31.9359007763899"
88798,R2019081303584228201177,31.929836472234893,125.40551736737301,5400.53453245225,670.288638174668,2012/2/1 10:29:01,F-2,"125.40551736737301,31.929836472234893"
88799,R2019081303584228201177,31.922998397099494,125.366472885571,4532.29459516345,719.372525284706,2012/2/1 10:29:11,F-2,"125.366472885571,31.922998397099494"
88800,R2019081303584228201177,31.9218360191483,125.34661585526301,5368.26725996484,742.884801278303,2012/2/1 10:29:21,F-2,"125.34661585526301,31.9218360191483"
88801,R2019081303584228201177,31.9206402383975,125.326188201257,4812.0330168456,685.556636720689,2012/2/1 10:29:31,F-2,"125.326188201257,31.9206402383975"
88802,R2019081303584228201177,31.919390295149498,125.304835283358,4709.71786752796,738.562541496271,2012/2/1 10:29:51,F-2,"125.304835283358,31.919390295149498"
88803,R2019081303584228201177,31.918212148854398,125.284708880697,5150.05277546591,730.961105311737,2012/2/1 10:30:01,F-2,"125.284708880697,31.918212148854398"
88804,R2019081303584228201177,31.916926065514602,125.26273857763901,4774.12126132945,734.11152874311,2012/2/1 10:30:11,F-2,"125.26273857763901,31.916926065514602"
88805,R2019081303584228201177,31.9157695010676,125.242980860062,4668.81525664069,694.532577807332,2012/2/1 10:30:21,F-2,"125.242980860062,31.9157695010676"
88806,R2019081303584228201177,31.914591306075,125.222853625496,5345.19183488804,688.473937538673,2012/2/1 10:30:31,F-2,"125.222853625496,31.914591306075"
88807,R2019081303584228201177,31.913386715962602,125.202275480198,4934.66062631209,693.35042254224,2012/2/1 10:30:41,F-2,"125.202275480198,31.913386715962602"
88808,R2019081303584228201177,31.912264406981397,125.183102952508,4785.10635080054,686.846970271714,2012/2/1 10:30:51,F-2,"125.183102952508,31.912264406981397"
88809,R2019081303584228201177,31.9111395461478,125.163886831243,4685.56200349031,698.40073853191,2012/2/1 10:31:01,F-2,"125.163886831243,31.9111395461478"
88810,R2019081303584228201177,31.909969113713004,125.143892205306,5097.5101122621,677.8795237317121,2012/2/1 10:31:11,F-2,"125.143892205306,31.909969113713004"
88811,R2019081303584228201177,31.9087745868699,125.123485971943,5097.77086628497,658.144510587745,2012/2/1 10:31:21,F-2,"125.123485971943,31.9087745868699"
88812,R2019081303584228201177,31.907547500289606,125.102523517011,4862.81671811026,710.203142957856,2012/2/1 10:31:31,F-2,"125.102523517011,31.907547500289606"
88813,R2019081303584228201177,31.9064028299257,125.08296898736401,4785.783202520472,654.0433580074659,2012/2/1 10:31:41,F-2,"125.08296898736401,31.9064028299257"
88814,R2019081303584228201177,31.905137489146398,125.061353031744,4737.52001171816,687.495042680528,2012/2/1 10:31:51,F-2,"125.061353031744,31.905137489146398"
88815,R2019081303584228201177,31.903928267666107,125.04069576828002,5144.71236041035,705.6008936630569,2012/2/1 10:32:01,F-2,"125.04069576828002,31.903928267666107"
88816,R2019081303584228201177,31.9027105953368,125.01989413803301,5415.29749003951,675.976377458301,2012/2/1 10:32:11,F-2,"125.01989413803301,31.9027105953368"
88817,R2019081303584228201177,31.9015045497093,124.999291128011,4892.21620577956,728.7229263124631,2012/2/1 10:32:21,F-2,"124.999291128011,31.9015045497093"
88818,R2019081303584228201177,31.900222780032106,124.97739451572201,4700.17979722478,733.573335913743,2012/2/1 10:32:31,F-2,"124.97739451572201,31.900222780032106"
88819,R2019081303584228201177,31.898977672169,124.956124201236,5178.56625964798,650.565298460687,2012/2/1 10:32:41,F-2,"124.956124201236,31.898977672169"
88820,R2019081303584228201177,31.8977688880552,124.93547440935,4766.10375627228,669.822418279863,2012/2/1 10:32:51,F-2,"124.93547440935,31.8977688880552"
88821,R2019081303584228201177,31.8966023525845,124.915546355679,5480.788328675921,654.127522559896,2012/2/1 10:33:01,F-2,"124.915546355679,31.8966023525845"
88822,R2019081303584228201177,31.895412800874094,124.89522511305599,5414.626143832979,693.6732745467099,2012/2/1 10:33:11,F-2,"124.89522511305599,31.895412800874094"
88823,R2019081303584228201177,31.8941481601475,124.87362111651501,4942.94936603073,718.673393953905,2012/2/1 10:33:21,F-2,"124.87362111651501,31.8941481601475"
88824,R2019081303584228201177,31.892934131321997,124.852881728642,4999.37644298159,714.8217374295099,2012/2/1 10:33:31,F-2,"124.852881728642,31.892934131321997"
88825,R2019081303584228201177,31.891782230258602,124.833203676161,4611.93283559379,667.477062958049,2012/2/1 10:33:41,F-2,"124.833203676161,31.891782230258602"
88826,R2019081303584228201177,31.8905875796349,124.812795328239,4828.06574941057,737.7442676982581,2012/2/1 10:33:51,F-2,"124.812795328239,31.8905875796349"
88827,R2019081303584228201177,31.8893309949814,124.79132895448099,5244.20002835998,749.3660018310719,2012/2/1 10:34:01,F-2,"124.79132895448099,31.8893309949814"
88828,R2019081303584228201177,31.888061889142104,124.769648679928,5095.16463549582,730.644093444871,2012/2/1 10:34:11,F-2,"124.769648679928,31.888061889142104"
88829,R2019081303584228201177,31.8842811437922,124.72946601154301,5369.28383068614,742.110721530444,2012/2/1 10:34:21,F-2,"124.72946601154301,31.8842811437922"
88830,R2019081303584228201177,31.881833037856,124.710457805708,4744.40650606733,706.2703618576151,2012/2/1 10:34:31,F-2,"124.710457805708,31.881833037856"
88831,R2019081303584228201177,31.879189189404503,124.689929766126,4802.48420839314,719.8847739817039,2012/2/1 10:34:41,F-2,"124.689929766126,31.879189189404503"
88832,R2019081303584228201177,31.8763969308827,124.66824940338499,4606.14020894568,742.934239000517,2012/2/1 10:34:51,F-2,"124.66824940338499,31.8763969308827"
88833,R2019081303584228201177,31.873878037870693,124.648691574559,4730.408972702179,660.866699605652,2012/2/1 10:35:01,F-2,"124.648691574559,31.873878037870693"
88834,R2019081303584228201177,31.8713543177984,124.629096266246,5376.152777055349,744.253391117907,2012/2/1 10:35:11,F-2,"124.629096266246,31.8713543177984"
88835,R2019081303584228201177,31.868649872466893,124.60809772497801,5379.06155217395,655.305273879927,2012/2/1 10:35:21,F-2,"124.60809772497801,31.868649872466893"
