ID,WD,JD,GD,SD,SJ,target,Unnamed: 7,new
R2019081304382083600874,32.4258320919598,127.51906798644899,4694.30609056461,650.7396527103799,2012/2/1 10:03:57,F-2,,"127.51906798644899,32.4258320919598"
R2019081304382083600874,32.4178635166103,127.504946714665,5283.42620319846,689.091870439747,2012/2/1 10:04:07,F-2,,"127.504946714665,32.4178635166103"
R2019081304382083600874,32.4253936364291,127.47085397605301,5218.37122678681,718.013047738007,2012/2/1 10:04:17,F-2,,"127.47085397605301,32.4253936364291"
R2019081304382083600874,32.4063702831577,127.441899285072,4637.419012904829,707.7872327332319,2012/2/1 10:04:27,F-2,,"127.441899285072,32.4063702831577"
R2019081304382083600874,32.4092798653083,127.41991420266301,4971.949496991911,704.628680252763,2012/2/1 10:04:37,F-2,,"127.41991420266301,32.4092798653083"
R2019081304382083600874,32.3969474953405,127.3825626492,4992.060607994,678.069507529991,2012/2/1 10:04:47,F-2,,"127.3825626492,32.3969474953405"
R2019081304382083600874,32.391684208422106,127.368142042556,4829.70064102192,684.754856040121,2012/2/1 10:04:57,F-2,,"127.368142042556,32.391684208422106"
R2019081304382083600874,32.3934644455927,127.34961122792,5349.50568566541,729.544938159895,2012/2/1 10:05:07,F-2,,"127.34961122792,32.3934644455927"
R2019081304382083600874,32.4036937301819,127.34441562897301,5297.24615244067,665.907123273195,2012/2/1 10:05:17,F-2,,"127.34441562897301,32.4036937301819"
R2019081304382083600874,32.3932778135399,127.315379290458,5385.2368839482,747.0110394046691,2012/2/1 10:05:27,F-2,,"127.315379290458,32.3932778135399"
R2019081304382083600874,32.3812616608408,127.275747303314,4955.91386056315,674.862779641926,2012/2/1 10:05:37,F-2,,"127.275747303314,32.3812616608408"
R2019081304382083600874,32.3897628810708,127.23864568426701,5209.29817795255,739.885809640347,2012/2/1 10:05:57,F-2,,"127.23864568426701,32.3897628810708"
R2019081304382083600874,32.3704292909838,127.225830693806,4585.175422991239,685.0429836358139,2012/2/1 10:06:07,F-2,,"127.225830693806,32.3704292909838"
R2019081304382083600874,32.3746069450377,127.21364118829399,5099.3819076565005,722.836664166691,2012/2/1 10:06:17,F-2,,"127.21364118829399,32.3746069450377"
R2019081304382083600874,32.3834437396155,127.197895335611,5072.347744168879,724.904065008696,2012/2/1 10:06:27,F-2,,"127.197895335611,32.3834437396155"
R2019081304382083600874,32.396578024103,127.185014546147,4754.504875398479,689.5458191351711,2012/2/1 10:06:37,F-2,,"127.185014546147,32.396578024103"
R2019081304382083600874,32.386710985415,127.157207535451,4794.28103998968,739.1634699838071,2012/2/1 10:06:47,F-2,,"127.157207535451,32.386710985415"
R2019081304382083600874,32.3849604589743,127.120496708927,5292.56452936333,656.640803723894,2012/2/1 10:06:57,F-2,,"127.120496708927,32.3849604589743"
R2019081304382083600874,32.3874262085265,127.084156606721,4968.1897081752295,694.97730547794,2012/2/1 10:07:07,F-2,,"127.084156606721,32.3874262085265"
R2019081304382083600874,32.372448169318105,127.048836911525,4677.08952267519,738.4934971055451,2012/2/1 10:07:17,F-2,,"127.048836911525,32.372448169318105"
R2019081304382083600874,32.35576401329789,127.021407585863,5268.20463722954,714.924588876276,2012/2/1 10:07:27,F-2,,"127.021407585863,32.35576401329789"
R2019081304382083600874,32.3386607679541,126.99032187582199,4604.37013819086,746.309928594301,2012/2/1 10:07:37,F-2,,"126.99032187582199,32.3386607679541"
R2019081304382083600874,32.335866293898604,126.96444677852399,4514.0998768685795,714.435322100499,2012/2/1 10:07:47,F-2,,"126.96444677852399,32.335866293898604"
R2019081304382083600874,32.3124580674155,126.937476150154,5291.9362088627795,655.614879636846,2012/2/1 10:07:57,F-2,,"126.937476150154,32.3124580674155"
R2019081304382083600874,32.2953457566503,126.90277359796801,4992.84602258953,743.5802112303579,2012/2/1 10:08:07,F-2,,"126.90277359796801,32.2953457566503"
R2019081304382083600874,32.2860063129156,126.89903020257401,5016.86228928941,678.085094191174,2012/2/1 10:08:17,F-2,,"126.89903020257401,32.2860063129156"
R2019081304382083600874,32.2763167936926,126.87670819088699,4649.84963468735,671.8368668676529,2012/2/1 10:08:27,F-2,,"126.87670819088699,32.2763167936926"
R2019081304382083600874,32.256171344205605,126.83998102003001,5460.10930415248,662.3430062608529,2012/2/1 10:08:37,F-2,,"126.83998102003001,32.256171344205605"
R2019081304382083600874,32.2731245575785,126.83687544015699,5063.33787113584,746.203789904809,2012/2/1 10:08:47,F-2,,"126.83687544015699,32.2731245575785"
R2019081304382083600874,32.2667154855894,126.81529493550501,4583.257054483171,693.567317791082,2012/2/1 10:08:57,F-2,,"126.81529493550501,32.2667154855894"
R2019081304382083600874,32.2526091573498,126.777864119137,5343.324984816521,659.2998762192669,2012/2/1 10:09:07,F-2,,"126.777864119137,32.2526091573498"
R2019081304382083600874,32.2531136862169,126.745332865025,5164.2449459360205,665.639986617323,2012/2/1 10:09:17,F-2,,"126.745332865025,32.2531136862169"
R2019081304382083600874,32.2651953958504,126.740744441847,4659.71881531166,694.6236996653599,2012/2/1 10:09:27,F-2,,"126.740744441847,32.2651953958504"
R2019081304382083600874,32.2784168990804,126.70282897179199,5078.98321076249,699.450358631765,2012/2/1 10:09:37,F-2,,"126.70282897179199,32.2784168990804"
R2019081304382083600874,32.289288819039605,126.674107191031,5219.8928420990205,659.603949221598,2012/2/1 10:09:47,F-2,,"126.674107191031,32.289288819039605"
R2019081304382083600874,32.2734566339959,126.641998253233,5083.973995681839,687.2464241167751,2012/2/1 10:09:57,F-2,,"126.641998253233,32.2734566339959"
R2019081304382083600874,32.2846721665341,126.62453317685,4512.438690761311,669.759388742856,2012/2/1 10:10:07,F-2,,"126.62453317685,32.2846721665341"
R2019081304382083600874,32.2820811064925,126.596645733276,4579.02522528499,687.504368386001,2012/2/1 10:10:17,F-2,,"126.596645733276,32.2820811064925"
R2019081304382083600874,32.2525195616912,126.581349286761,5289.3758233587105,695.918511667251,2012/2/1 10:10:27,F-2,,"126.581349286761,32.2525195616912"
R2019081304382083600874,32.2483901451561,126.54467732789699,5190.21462215586,730.231908373643,2012/2/1 10:10:37,F-2,,"126.54467732789699,32.2483901451561"
R2019081304382083600874,32.2278934889763,126.53149731526301,4526.87477787345,735.668996714833,2012/2/1 10:10:47,F-2,,"126.53149731526301,32.2278934889763"
R2019081304382083600874,32.2207299613313,126.514392149521,5021.61483025254,707.2425870491389,2012/2/1 10:11:07,F-2,,"126.514392149521,32.2207299613313"
R2019081304382083600874,32.2213444886865,126.51116453228,5126.14841881494,693.379830589229,2012/2/1 10:11:17,F-2,,"126.51116453228,32.2213444886865"
R2019081304382083600874,32.2150596060096,126.48735245322099,4851.50812768913,691.547836103266,2012/2/1 10:11:27,F-2,,"126.48735245322099,32.2150596060096"
R2019081304382083600874,32.20041341816,126.457418926033,4700.0576351769505,680.666366885726,2012/2/1 10:11:37,F-2,,"126.457418926033,32.20041341816"
R2019081304382083600874,32.2127341119482,126.440989865592,5023.8634359668295,718.2249619011881,2012/2/1 10:11:47,F-2,,"126.440989865592,32.2127341119482"
R2019081304382083600874,32.2143030710808,126.410893463335,4915.2683957551,667.071910955511,2012/2/1 10:11:57,F-2,,"126.410893463335,32.2143030710808"
R2019081304382083600874,32.2046499999533,126.37603005340598,5406.06127255878,730.7631829663941,2012/2/1 10:12:07,F-2,,"126.37603005340598,32.2046499999533"
R2019081304382083600874,32.1885684550155,126.34291305161999,5388.62420846178,743.7570286419971,2012/2/1 10:12:17,F-2,,"126.34291305161999,32.1885684550155"
R2019081304382083600874,32.1867924956254,126.319950029118,5257.7324899648,667.617066492148,2012/2/1 10:12:27,F-2,,"126.319950029118,32.1867924956254"
R2019081304382083600874,32.1872826795688,126.28762018793002,5119.2715771586,700.5181839459191,2012/2/1 10:12:37,F-2,,"126.28762018793002,32.1872826795688"
R2019081304382083600874,32.1973298485508,126.28589604147301,4813.66965654943,667.30482849167,2012/2/1 10:12:47,F-2,,"126.28589604147301,32.1973298485508"
R2019081304382083600874,32.211445634686605,126.247872584035,5436.26300242556,654.8562434524559,2012/2/1 10:12:57,F-2,,"126.247872584035,32.211445634686605"
R2019081304382083600874,32.2150141394981,126.221881575914,4858.15005440179,651.852991013719,2012/2/1 10:13:07,F-2,,"126.221881575914,32.2150141394981"
R2019081304382083600874,32.2097231420053,126.18643516173901,4741.27247475147,700.941708847388,2012/2/1 10:13:17,F-2,,"126.18643516173901,32.2097231420053"
R2019081304382083600874,32.2214855375432,126.149956000219,5499.11607848439,691.803946039548,2012/2/1 10:13:27,F-2,,"126.149956000219,32.2214855375432"
R2019081304382083600874,32.2287491502412,126.114315893801,4556.61071467056,742.451712904708,2012/2/1 10:13:37,F-2,,"126.114315893801,32.2287491502412"
R2019081304382083600874,32.2221092832483,126.104233011858,4737.94271761456,705.144753239651,2012/2/1 10:13:47,F-2,,"126.104233011858,32.2221092832483"
R2019081304382083600874,32.2203687354028,126.07870437714199,5441.22439852973,699.396217311451,2012/2/1 10:13:57,F-2,,"126.07870437714199,32.2203687354028"
R2019081304382083600874,32.2094756306714,126.05360556332899,5358.901656632729,650.130728399442,2012/2/1 10:14:07,F-2,,"126.05360556332899,32.2094756306714"
R2019081304382083600874,32.1903098202651,126.050305835436,4946.46867432001,731.802061051969,2012/2/1 10:14:17,F-2,,"126.050305835436,32.1903098202651"
R2019081304382083600874,32.192516689537,126.039997392423,5053.1403923189,676.390936470773,2012/2/1 10:14:27,F-2,,"126.039997392423,32.192516689537"
R2019081304382083600874,32.1898949490187,126.005705079079,4744.01180504077,667.3932206432299,2012/2/1 10:14:37,F-2,,"126.005705079079,32.1898949490187"
R2019081304382083600874,32.1584483408427,125.98126885634599,5379.18185856155,749.1951719854,2012/2/1 10:14:47,F-2,,"125.98126885634599,32.1584483408427"
R2019081304382083600874,32.1408151854926,125.94290099488501,5460.193182788879,706.819268994415,2012/2/1 10:15:07,F-2,,"125.94290099488501,32.1408151854926"
R2019081304382083600874,32.1459746099477,125.924595678055,5240.44362955747,705.913780376275,2012/2/1 10:15:17,F-2,,"125.924595678055,32.1459746099477"
R2019081304382083600874,32.1387208266847,125.91429625743,4799.41812311272,697.804845472707,2012/2/1 10:15:27,F-2,,"125.91429625743,32.1387208266847"
R2019081304382083600874,32.1157596258884,125.908493440903,5065.47884017484,749.8307140077609,2012/2/1 10:15:37,F-2,,"125.908493440903,32.1157596258884"
R2019081304382083600874,32.0937180678356,125.889189063589,5428.57953111109,674.9950368073751,2012/2/1 10:15:47,F-2,,"125.889189063589,32.0937180678356"
R2019081304382083600874,32.088290990117194,125.85689925040899,5216.73372607526,662.212542543287,2012/2/1 10:15:57,F-2,,"125.85689925040899,32.088290990117194"
R2019081304382083600874,32.0901975373597,125.84773110639401,5243.66404383614,664.862066607392,2012/2/1 10:16:07,F-2,,"125.84773110639401,32.0901975373597"
R2019081304382083600874,32.07210740051,125.809583478383,4703.4237823465,680.371618191885,2012/2/1 10:16:17,F-2,0.0,"125.809583478383,32.07210740051"
R2019081304382083600874,32.0685400546775,125.78147220523199,5191.070822389361,693.348857687483,2012/2/1 10:16:27,F-2,,"125.78147220523199,32.0685400546775"
R2019081304382083600874,32.06675833956189,125.77020631769399,4628.99562443094,719.253359674128,2012/2/1 10:16:37,F-2,,"125.77020631769399,32.06675833956189"
R2019081304382083600874,32.0651326897503,125.756591678025,5311.14459774045,671.5108352347789,2012/2/1 10:16:47,F-2,,"125.756591678025,32.0651326897503"
R2019081304382083600874,32.0756088943287,125.730172950842,4896.35784756223,713.9613158833059,2012/2/1 10:16:57,F-2,,"125.730172950842,32.0756088943287"
R2019081304382083600874,32.064930482037695,125.695267849737,5052.59758539153,734.2404077687489,2012/2/1 10:17:07,F-2,,"125.695267849737,32.064930482037695"
R2019081304382083600874,32.0651397501184,125.66047663338699,5042.53623752973,723.438441089093,2012/2/1 10:17:17,F-2,,"125.66047663338699,32.0651397501184"
R2019081304382083600874,32.0841270685392,125.650183866591,5031.45638179568,729.488335773111,2012/2/1 10:17:27,F-2,,"125.650183866591,32.0841270685392"
R2019081304382083600874,32.0932591514453,125.614541961601,5130.72150835335,705.887954568438,2012/2/1 10:17:37,F-2,,"125.614541961601,32.0932591514453"
R2019081304382083600874,32.0800233071034,125.603445696245,5488.06306346695,749.312980100193,2012/2/1 10:17:47,F-2,,"125.603445696245,32.0800233071034"
R2019081304382083600874,32.0611368208842,125.573355504934,4554.59892752329,683.747606833348,2012/2/1 10:17:57,F-2,,"125.573355504934,32.0611368208842"
R2019081304382083600874,32.060103802222,125.544039934883,5369.58143528066,740.7358334356619,2012/2/1 10:18:07,F-2,,"125.544039934883,32.060103802222"
R2019081304382083600874,32.0526816135399,125.50389275021999,5038.926763711,738.08909914833,2012/2/1 10:18:17,F-2,,"125.50389275021999,32.0526816135399"
R2019081304382083600874,32.0527132463725,125.474797149996,4535.937807073789,718.365197055212,2012/2/1 10:18:37,F-2,,"125.474797149996,32.0527132463725"
R2019081304382083600874,32.0504062729307,125.456333136827,4755.87467535207,650.8891650479701,2012/2/1 10:18:47,F-2,,"125.456333136827,32.0504062729307"
R2019081304382083600874,32.0258801049523,125.452939945687,5328.04460768963,735.434101422054,2012/2/1 10:18:57,F-2,,"125.452939945687,32.0258801049523"
R2019081304382083600874,32.010786601925,125.414789463788,4750.14784059029,717.9785483367641,2012/2/1 10:19:07,F-2,,"125.414789463788,32.010786601925"
R2019081304382083600874,32.0178845766242,125.386986701194,4761.4066806907795,742.530192245045,2012/2/1 10:19:17,F-2,,"125.386986701194,32.0178845766242"
R2019081304382083600874,32.0049008377362,125.380516177624,5090.83236082961,651.9952781973391,2012/2/1 10:19:27,F-2,,"125.380516177624,32.0049008377362"
R2019081304382083600874,32.0193448171781,125.36452218161699,5267.025005429529,653.483910208328,2012/2/1 10:19:37,F-2,,"125.36452218161699,32.0193448171781"
R2019081304382083600874,32.001738897630304,125.36341234946,4843.69145815433,680.153826125969,2012/2/1 10:19:47,F-2,,"125.36341234946,32.001738897630304"
R2019081304382083600874,32.0105862299823,125.35154134226002,4829.121493887679,715.148365900455,2012/2/1 10:19:57,F-2,,"125.35154134226002,32.0105862299823"
R2019081304382083600874,32.0043044234195,125.312325222373,5169.96682419906,655.284638379367,2012/2/1 10:20:07,F-2,,"125.312325222373,32.0043044234195"
R2019081304382083600874,32.0099285791835,125.3131212622,5389.60384898335,739.9849518621271,2012/2/1 10:20:17,F-2,,"125.3131212622,32.0099285791835"
R2019081304382083600874,31.989648436809397,125.309536272268,5218.45879066664,692.224528986134,2012/2/1 10:20:27,F-2,,"125.309536272268,31.989648436809397"
R2019081304382083600874,31.987439267379198,125.27919890895201,4893.47253851289,691.805928965009,2012/2/1 10:20:37,F-2,,"125.27919890895201,31.987439267379198"
R2019081304382083600874,31.981219467927104,125.275910789316,4762.9675400736605,658.731600879101,2012/2/1 10:20:47,F-2,,"125.275910789316,31.981219467927104"
R2019081304382083600874,31.9966679367358,125.272503962592,4819.92429183793,683.6094025213321,2012/2/1 10:20:57,F-2,,"125.272503962592,31.9966679367358"
R2019081304382083600874,31.989178096182602,125.25308347942301,5073.39467181517,709.618042856277,2012/2/1 10:21:07,F-2,,"125.25308347942301,31.989178096182602"
R2019081304382083600874,31.9836974121702,125.22887563123501,5067.20247146078,684.998595777433,2012/2/1 10:21:17,F-2,,"125.22887563123501,31.9836974121702"
R2019081304382083600874,31.980946567203898,125.221793717541,5287.36804741778,664.523525309993,2012/2/1 10:21:27,F-2,,"125.221793717541,31.980946567203898"
R2019081304382083600874,31.9673015965732,125.21475310031,4917.7638461896,708.307947059305,2012/2/1 10:21:37,F-2,,"125.21475310031,31.9673015965732"
R2019081304382083600874,31.952359135994,125.17999914602301,4593.936511824811,675.801112049167,2012/2/1 10:21:47,F-2,,"125.17999914602301,31.952359135994"
R2019081304382083600874,31.968153072347498,125.16301306373998,5261.461556778039,728.9878843720011,2012/2/1 10:21:57,F-2,,"125.16301306373998,31.968153072347498"
R2019081304382083600874,31.942862112393303,125.16260501885,4504.3513872681,707.992522678334,2012/2/1 10:22:07,F-2,,"125.16260501885,31.942862112393303"
R2019081304382083600874,31.9600778337118,125.14107144224899,4726.51656774176,734.885061804617,2012/2/1 10:22:17,F-2,,"125.14107144224899,31.9600778337118"
R2019081304382083600874,31.9510383628102,125.130083545425,4501.35637773264,735.085681818931,2012/2/1 10:22:27,F-2,,"125.130083545425,31.9510383628102"
R2019081304382083600874,31.939535859478102,125.102917451131,4960.90756052216,679.994796137323,2012/2/1 10:22:37,F-2,,"125.102917451131,31.939535859478102"
R2019081304382083600874,31.923206054184398,125.087097355349,5030.42794229948,741.833017902371,2012/2/1 10:22:47,F-2,,"125.087097355349,31.923206054184398"
R2019081304382083600874,31.916277963194105,125.05674530483101,4935.482649335399,700.2243916737959,2012/2/1 10:22:57,F-2,,"125.05674530483101,31.916277963194105"
R2019081304382083600874,31.9128333952852,125.044518005098,4501.77419371986,708.852440099629,2012/2/1 10:23:07,F-2,,"125.044518005098,31.9128333952852"
R2019081304382083600874,31.927323592336197,125.049909258627,5437.97931631002,685.656290285129,2012/2/1 10:23:27,F-2,,"125.049909258627,31.927323592336197"
R2019081304382083600874,31.9231561584977,125.049494459759,4855.70452611693,675.665474275903,2012/2/1 10:23:37,F-2,,"125.049494459759,31.9231561584977"
R2019081304382083600874,31.889829122618103,125.03007730442499,4915.983436822879,682.897128319786,2012/2/1 10:23:47,F-2,,"125.03007730442499,31.889829122618103"
R2019081304382083600874,31.8759650557948,125.034847313057,4903.90240838933,654.949728448386,2012/2/1 10:23:57,F-2,,"125.034847313057,31.8759650557948"
R2019081304382083600874,31.865405067203803,125.016947452594,5462.7592596052,691.336796871078,2012/2/1 10:24:07,F-2,,"125.016947452594,31.865405067203803"
R2019081304382083600874,31.8647744253728,125.01604217976002,5073.269394958979,734.908262446946,2012/2/1 10:24:17,F-2,,"125.01604217976002,31.8647744253728"
R2019081304382083600874,31.829956334060196,125.00936838182301,5176.8895060182,700.821562600705,2012/2/1 10:24:27,F-2,,"125.00936838182301,31.829956334060196"
R2019081304382083600874,31.800990490386,125.013813651091,5213.06752679547,748.035086271369,2012/2/1 10:24:37,F-2,,"125.013813651091,31.800990490386"
R2019081304382083600874,31.7749828334774,125.00151434117399,5215.58242603931,664.653939062103,2012/2/1 10:24:47,F-2,,"125.00151434117399,31.7749828334774"
R2019081304382083600874,31.759994877620397,124.98623428762899,5258.7351709412105,667.254096417341,2012/2/1 10:24:57,F-2,,"124.98623428762899,31.759994877620397"
R2019081304382083600874,31.7445487749359,124.96568791760599,5440.81730485932,723.69814574425,2012/2/1 10:25:07,F-2,,"124.96568791760599,31.7445487749359"
R2019081304382083600874,31.740221716797198,124.943508013747,5152.817101987461,689.3803643246091,2012/2/1 10:25:17,F-2,,"124.943508013747,31.740221716797198"
R2019081304382083600874,31.7236951528233,124.94803478051901,5142.19759900225,718.338534780004,2012/2/1 10:25:27,F-2,,"124.94803478051901,31.7236951528233"
R2019081304382083600874,31.707337205088102,124.925425138268,5332.2853682713,715.208177717965,2012/2/1 10:25:37,F-2,,"124.925425138268,31.707337205088102"
R2019081304382083600874,31.683769439467202,124.923028113104,5039.61196473782,683.6429757688401,2012/2/1 10:25:47,F-2,,"124.923028113104,31.683769439467202"
R2019081304382083600874,31.671047597446798,124.894102770447,4975.07024066293,719.7785542671471,2012/2/1 10:25:57,F-2,,"124.894102770447,31.671047597446798"
R2019081304382083600874,31.6495896097056,124.874195730987,4686.03426273262,659.034745352825,2012/2/1 10:26:07,F-2,,"124.874195730987,31.6495896097056"
R2019081304382083600874,31.621153802706104,124.85088629428199,4923.94933403654,706.739832114773,2012/2/1 10:26:17,F-2,,"124.85088629428199,31.621153802706104"
R2019081304382083600874,31.5854477044622,124.82675433183901,4989.1306238664,682.753376072624,2012/2/1 10:26:27,F-2,,"124.82675433183901,31.5854477044622"
R2019081304382083600874,31.5811084415612,124.801957238759,5361.5310414980795,700.434179161877,2012/2/1 10:26:37,F-2,,"124.801957238759,31.5811084415612"
R2019081304382083600874,31.5795354167173,124.819293047451,5051.1236645053705,684.0255595902099,2012/2/1 10:26:47,F-2,,"124.819293047451,31.5795354167173"
R2019081304382083600874,31.5552697947241,124.83312011945499,4746.179209671071,669.7369492704689,2012/2/1 10:26:57,F-2,,"124.83312011945499,31.5552697947241"
R2019081304382083600874,31.5613544051508,124.828697842955,5110.7043980670705,741.873340258316,2012/2/1 10:27:07,F-2,,"124.828697842955,31.5613544051508"
R2019081304382083600874,31.560587409524103,124.81823529536001,4899.51797174267,699.735108506742,2012/2/1 10:27:17,F-2,,"124.81823529536001,31.560587409524103"
R2019081304382083600874,31.535929817423,124.794141996796,5211.364171798979,672.813244314312,2012/2/1 10:27:27,F-2,,"124.794141996796,31.535929817423"
R2019081304382083600874,31.5321046665568,124.81215936136101,4951.35950970061,734.7299133822,2012/2/1 10:27:37,F-2,,"124.81215936136101,31.5321046665568"
