ID,JD,WD,GD,SD,SJ,target,new
R2019081303584407603967,124.126311210234,38.011718456791,4564.80819967799,712.490125634936,2012-02-01 10:09:14,F-5,"124.126311210234,38.011718456791"
R2019081303584407603967,124.12175717679199,38.0141836039738,5297.22203165163,665.467273311441,2012-02-01 10:09:24,F-5,"124.12175717679199,38.0141836039738"
R2019081303584407603967,124.11730544632,38.0029117805636,5005.617148944,726.0904553235,2012-02-01 10:09:34,F-5,"124.11730544632,38.0029117805636"
R2019081303584407603967,124.107576215494,37.949624986357,4818.03623415438,673.940383514362,2012-02-01 10:09:54,F-5,"124.107576215494,37.949624986357"
R2019081303584407603967,124.106920563721,37.953041020531295,5282.1215073494795,745.5702685264729,2012-02-01 10:10:04,F-5,"124.106920563721,37.953041020531295"
R2019081303584407603967,124.14433431171899,37.9484603080542,4599.53767904059,698.4894060289902,2012-02-01 10:10:14,F-5,"124.14433431171899,37.9484603080542"
R2019081303584407603967,124.175637204569,37.937770548382105,5292.72977811877,658.304004561298,2012-02-01 10:10:24,F-5,"124.175637204569,37.937770548382105"
R2019081303584407603967,124.209360914064,37.929272121571294,5351.58363396841,660.321665047818,2012-02-01 10:10:34,F-5,"124.209360914064,37.929272121571294"
R2019081303584407603967,124.21802497872999,37.931646598699004,5041.7562022534,714.760635869932,2012-02-01 10:10:44,F-5,"124.21802497872999,37.931646598699004"
R2019081303584407603967,124.23506384469299,37.9116027143287,5351.4570220613205,695.2823949257298,2012-02-01 10:10:54,F-5,"124.23506384469299,37.9116027143287"
R2019081303584407603967,124.24034614193701,37.902281038470896,5326.30051804069,680.686502219497,2012-02-01 10:11:04,F-5,"124.24034614193701,37.902281038470896"
R2019081303584407603967,124.26839705161998,37.9089944927673,5223.66833767093,687.255122576493,2012-02-01 10:11:14,F-5,"124.26839705161998,37.9089944927673"
R2019081303584407603967,124.299633884482,37.900707964216,5021.9788483912,716.136687419441,2012-02-01 10:11:24,F-5,"124.299633884482,37.900707964216"
R2019081303584407603967,124.312967762795,37.8797442771348,5291.8359934314285,710.567708201971,2012-02-01 10:11:34,F-5,"124.312967762795,37.8797442771348"
R2019081303584407603967,124.33423211573299,37.86877481408021,4853.64256862255,688.78202011752,2012-02-01 10:11:44,F-5,"124.33423211573299,37.86877481408021"
R2019081303584407603967,124.3367917087,37.8421779611668,4933.56793580277,691.394648301133,2012-02-01 10:11:54,F-5,"124.3367917087,37.8421779611668"
R2019081303584407603967,124.358089574023,37.8333997226939,5064.8133491933395,713.3437038228592,2012-02-01 10:12:04,F-5,"124.358089574023,37.8333997226939"
R2019081303584407603967,124.364700312744,37.8224857715773,5046.02276279872,675.673952757229,2012-02-01 10:12:14,F-5,"124.364700312744,37.8224857715773"
R2019081303584407603967,124.398799518134,37.7955842868076,4531.62059235928,687.954831280725,2012-02-01 10:12:24,F-5,"124.398799518134,37.7955842868076"
R2019081303584407603967,124.422457426721,37.7970118991056,5121.06147809935,662.562751030811,2012-02-01 10:12:34,F-5,"124.422457426721,37.7970118991056"
R2019081303584407603967,124.42314212577801,37.7908111341863,4874.9957025866,716.098795582586,2012-02-01 10:12:44,F-5,"124.42314212577801,37.7908111341863"
R2019081303584407603967,124.44398269068998,37.794324577950505,4656.6081364437,745.322245357243,2012-02-01 10:12:54,F-5,"124.44398269068998,37.794324577950505"
R2019081303584407603967,124.46210285812,37.7760811858801,5001.20807928089,743.8983289962158,2012-02-01 10:13:04,F-5,"124.46210285812,37.7760811858801"
R2019081303584407603967,124.466608436245,37.7774174949945,5358.559372769,659.6553525001069,2012-02-01 10:13:14,F-5,"124.466608436245,37.7774174949945"
R2019081303584407603967,124.492870801355,37.780916502364505,4995.00991985901,655.965431922099,2012-02-01 10:13:24,F-5,"124.492870801355,37.780916502364505"
R2019081303584407603967,124.50051325348998,37.7744775507022,4856.24565945763,685.619960881593,2012-02-01 10:13:34,F-5,"124.50051325348998,37.7744775507022"
R2019081303584407603967,124.501181347817,37.741715158324794,5198.42313215994,729.288500491198,2012-02-01 10:13:44,F-5,"124.501181347817,37.741715158324794"
R2019081303584407603967,124.529363748515,37.74094449718029,4852.446248453321,675.844133564199,2012-02-01 10:13:54,F-5,"124.529363748515,37.74094449718029"
R2019081303584407603967,124.52603574252701,37.7048784691105,5363.683934260011,660.013139112859,2012-02-01 10:14:04,F-5,"124.52603574252701,37.7048784691105"
R2019081303584407603967,124.53434749044399,37.68306919724421,4881.00952486555,737.8340233526352,2012-02-01 10:14:14,F-5,"124.53434749044399,37.68306919724421"
R2019081303584407603967,124.53320852969,37.6458224393839,4962.078554770949,666.597803596686,2012-02-01 10:14:34,F-5,"124.53320852969,37.6458224393839"
R2019081303584407603967,124.55347155040899,37.6268896759396,5128.74924001691,709.697679411479,2012-02-01 10:14:44,F-5,"124.55347155040899,37.6268896759396"
R2019081303584407603967,124.557260030889,37.6123867300461,4638.12716823915,674.056015780222,2012-02-01 10:14:54,F-5,"124.557260030889,37.6123867300461"
R2019081303584407603967,124.555361294271,37.5841275676925,5375.899087579871,724.410727654775,2012-02-01 10:15:04,F-5,"124.555361294271,37.5841275676925"
R2019081303584407603967,124.57271753886299,37.56684187090861,4643.52662169539,669.597038496098,2012-02-01 10:15:14,F-5,"124.57271753886299,37.56684187090861"
R2019081303584407603967,124.560509888391,37.5696151404916,5301.49189001019,747.519008395038,2012-02-01 10:15:24,F-5,"124.560509888391,37.5696151404916"
R2019081303584407603967,124.55140100790001,37.5338868860543,5400.03153863364,699.4323832678758,2012-02-01 10:15:34,F-5,"124.55140100790001,37.5338868860543"
R2019081303584407603967,124.55579766987199,37.5188568479089,4591.15096744669,729.6362780871042,2012-02-01 10:15:44,F-5,"124.55579766987199,37.5188568479089"
R2019081303584407603967,124.57407349834,37.4912248841598,5408.68795658866,697.138215111167,2012-02-01 10:15:54,F-5,"124.57407349834,37.4912248841598"
R2019081303584407603967,124.593820615347,37.4863660918465,5321.4241987194,724.0213065287201,2012-02-01 10:16:04,F-5,"124.593820615347,37.4863660918465"
R2019081303584407603967,124.596601372679,37.4678886745589,5376.50752620609,689.1169049959241,2012-02-01 10:16:14,F-5,"124.596601372679,37.4678886745589"
R2019081303584407603967,124.60546336899901,37.4322770126347,5065.94352636763,652.245141427147,2012-02-01 10:16:24,F-5,"124.60546336899901,37.4322770126347"
R2019081303584407603967,124.622544723039,37.4041632233752,4949.17905211876,729.5484904104599,2012-02-01 10:16:34,F-5,"124.622544723039,37.4041632233752"
R2019081303584407603967,124.61815953603201,37.401496913073295,5399.45104387563,684.052861916857,2012-02-01 10:16:44,F-5,"124.61815953603201,37.401496913073295"
R2019081303584407603967,124.629418089299,37.3681011455078,4814.08667113357,715.2956309101062,2012-02-01 10:16:54,F-5,"124.629418089299,37.3681011455078"
R2019081303584407603967,124.62917425087299,37.3438926586234,4732.54636453118,678.728242837232,2012-02-01 10:17:04,F-5,"124.62917425087299,37.3438926586234"
R2019081303584407603967,124.61753763183998,37.3473332034228,5326.01559945662,665.376588523098,2012-02-01 10:17:14,F-5,"124.61753763183998,37.3473332034228"
R2019081303584407603967,124.622995099981,37.321107858262,4814.96005100895,711.781630647267,2012-02-01 10:17:24,F-5,"124.622995099981,37.321107858262"
R2019081303584407603967,124.616845548359,37.2919577208044,4848.62538676179,673.0419254503411,2012-02-01 10:17:34,F-5,"124.616845548359,37.2919577208044"
R2019081303584407603967,124.617152680623,37.256558421144796,5440.56301887173,652.220309899291,2012-02-01 10:17:44,F-5,"124.617152680623,37.256558421144796"
R2019081303584407603967,124.588520846365,37.20611423455861,4513.35239038493,657.708237882568,2012-02-01 10:18:04,F-5,"124.588520846365,37.20611423455861"
R2019081303584407603967,124.588563925349,37.1858486300215,5432.71357004191,728.9905049740289,2012-02-01 10:18:14,F-5,"124.588563925349,37.1858486300215"
R2019081303584407603967,124.61161603217501,37.1621787902505,4582.79413174968,746.946930464798,2012-02-01 10:18:24,F-5,"124.61161603217501,37.1621787902505"
R2019081303584407603967,124.60446589851699,37.1320111914159,4650.33653664884,652.556856815963,2012-02-01 10:18:34,F-5,"124.60446589851699,37.1320111914159"
R2019081303584407603967,124.61467697056999,37.1261901692815,5291.55103526616,680.433092233927,2012-02-01 10:18:44,F-5,"124.61467697056999,37.1261901692815"
R2019081303584407603967,124.623055681528,37.108435633849396,5024.29755149609,684.671940950058,2012-02-01 10:18:54,F-5,"124.623055681528,37.108435633849396"
R2019081303584407603967,124.61773180396601,37.0974038867411,5232.42916294021,731.957318485695,2012-02-01 10:19:04,F-5,"124.61773180396601,37.0974038867411"
R2019081303584407603967,124.61818468567301,37.087928284398295,5316.75235918572,710.446391608774,2012-02-01 10:19:14,F-5,"124.61818468567301,37.087928284398295"
R2019081303584407603967,124.606660209368,37.089619496256,5433.12754478917,679.770568446149,2012-02-01 10:19:24,F-5,"124.606660209368,37.089619496256"
R2019081303584407603967,124.60455599932199,37.06739768491421,5462.94458674404,743.940896724323,2012-02-01 10:19:34,F-5,"124.60455599932199,37.06739768491421"
R2019081303584407603967,124.624539390577,37.0518340334273,4596.61350124358,719.0425484762718,2012-02-01 10:19:44,F-5,"124.624539390577,37.0518340334273"
R2019081303584407603967,124.63780686546801,37.0215146660986,4842.737699087121,678.553134355952,2012-02-01 10:19:54,F-5,"124.63780686546801,37.0215146660986"
R2019081303584407603967,124.65839982352199,37.008647133244295,4802.835471137821,676.56074982442,2012-02-01 10:20:04,F-5,"124.65839982352199,37.008647133244295"
R2019081303584407603967,124.65362667232401,36.99530560291,5290.85381878114,673.704014170777,2012-02-01 10:20:14,F-5,"124.65362667232401,36.99530560291"
R2019081303584407603967,124.656919148775,36.9714777168219,5227.32262812896,670.881620897391,2012-02-01 10:20:24,F-5,"124.656919148775,36.9714777168219"
R2019081303584407603967,124.666898967045,36.9506189574861,5166.93415710094,687.12033775501,2012-02-01 10:20:34,F-5,"124.666898967045,36.9506189574861"
R2019081303584407603967,124.65955904166401,36.9395495954884,4672.1776356791,688.377482275654,2012-02-01 10:20:44,F-5,"124.65955904166401,36.9395495954884"
R2019081303584407603967,124.67114020349399,36.9268147871739,5345.796369875689,722.295968361337,2012-02-01 10:20:54,F-5,"124.67114020349399,36.9268147871739"
R2019081303584407603967,124.662571481401,36.9098771305946,4574.4370571684285,676.172621700062,2012-02-01 10:21:04,F-5,"124.662571481401,36.9098771305946"
R2019081303584407603967,124.666280276579,36.89661224114779,5493.44409908794,749.487021332368,2012-02-01 10:21:14,F-5,"124.666280276579,36.89661224114779"
R2019081303584407603967,124.67964643042299,36.871013496315896,5132.42443494146,664.8555148462091,2012-02-01 10:21:24,F-5,"124.67964643042299,36.871013496315896"
R2019081303584407603967,124.683733485456,36.8486869922071,5073.267501114528,746.310285663377,2012-02-01 10:21:34,F-5,"124.683733485456,36.8486869922071"
R2019081303584407603967,124.67906927368799,36.8494186159147,5152.071271860999,711.8597186458569,2012-02-01 10:21:44,F-5,"124.67906927368799,36.8494186159147"
R2019081303584407603967,124.672560282253,36.831207560262605,4534.57232147202,659.3429862565099,2012-02-01 10:21:54,F-5,"124.672560282253,36.831207560262605"
R2019081303584407603967,124.68430230548799,36.7990179203499,4565.03670758802,689.124377183208,2012-02-01 10:22:04,F-5,"124.68430230548799,36.7990179203499"
R2019081303584407603967,124.70610131434601,36.7899885756694,4989.151398879079,663.437915180548,2012-02-01 10:22:14,F-5,"124.70610131434601,36.7899885756694"
R2019081303584407603967,124.688094428398,36.76432122615249,4639.64003517276,687.775927846216,2012-02-01 10:22:24,F-5,"124.688094428398,36.76432122615249"
R2019081303584407603967,124.707742245721,36.728559696834296,4906.66644899485,725.135038781508,2012-02-01 10:22:34,F-5,"124.707742245721,36.728559696834296"
R2019081303584407603967,124.693861120923,36.729466929530794,4781.0860594180795,664.9692182498841,2012-02-01 10:22:44,F-5,"124.693861120923,36.729466929530794"
R2019081303584407603967,124.68467257256901,36.7217052371599,5226.51204360952,710.9654945139612,2012-02-01 10:22:54,F-5,"124.68467257256901,36.7217052371599"
R2019081303584407603967,124.675374992549,36.7222072169487,5203.93027537685,746.029789185165,2012-02-01 10:23:04,F-5,"124.675374992549,36.7222072169487"
R2019081303584407603967,124.696841484314,36.7099145793283,5409.925260539129,658.351844087407,2012-02-01 10:23:14,F-5,"124.696841484314,36.7099145793283"
R2019081303584407603967,124.694416274858,36.709520409144794,5048.33411311188,697.895715128582,2012-02-01 10:23:34,F-5,"124.694416274858,36.709520409144794"
R2019081303584407603967,124.701019298363,36.691705281781395,4590.65112894897,718.676341357025,2012-02-01 10:23:44,F-5,"124.701019298363,36.691705281781395"
R2019081303584407603967,124.729381216899,36.66964908258829,5194.7270770067,661.0157712414,2012-02-01 10:23:54,F-5,"124.729381216899,36.66964908258829"
R2019081303584407603967,124.736214095599,36.6461367978614,4733.97389670553,690.7867108195959,2012-02-01 10:24:04,F-5,"124.736214095599,36.6461367978614"
R2019081303584407603967,124.74047475128799,36.6368870517423,4599.49815277918,717.38290030853,2012-02-01 10:24:14,F-5,"124.74047475128799,36.6368870517423"
R2019081303584407603967,124.753832543468,36.6279161554089,5243.77516691749,734.1425127275951,2012-02-01 10:24:24,F-5,"124.753832543468,36.6279161554089"
R2019081303584407603967,124.761028202554,36.6226661173573,4918.87456896662,707.423717322491,2012-02-01 10:24:34,F-5,"124.761028202554,36.6226661173573"
R2019081303584407603967,124.771380719354,36.6185205325237,5148.51535886923,656.132083202774,2012-02-01 10:24:44,F-5,"124.771380719354,36.6185205325237"
R2019081303584407603967,124.79541770790001,36.60429583041729,4947.75750834856,736.9646762902679,2012-02-01 10:24:54,F-5,"124.79541770790001,36.60429583041729"
R2019081303584407603967,124.810434455049,36.5882660281653,4627.57313816229,688.8791363867371,2012-02-01 10:25:04,F-5,"124.810434455049,36.5882660281653"
R2019081303584407603967,124.834811430628,36.5931720047978,4798.25115776539,673.997756104915,2012-02-01 10:25:14,F-5,"124.834811430628,36.5931720047978"
R2019081303584407603967,124.852629692827,36.6009063294666,4861.46691085839,687.9458998506641,2012-02-01 10:25:24,F-5,"124.852629692827,36.6009063294666"
R2019081303584407603967,124.876917588139,36.59629707105729,5195.5251184737,744.298824665276,2012-02-01 10:25:34,F-5,"124.876917588139,36.59629707105729"
R2019081303584407603967,124.879297917743,36.5978401679145,4964.179419197229,719.128314344738,2012-02-01 10:25:44,F-5,"124.879297917743,36.5978401679145"
R2019081303584407603967,124.900136788127,36.5791963336369,5408.496317876729,725.935174932673,2012-02-01 10:25:54,F-5,"124.900136788127,36.5791963336369"
R2019081303584407603967,124.928419589501,36.5835654406299,4899.44084985156,672.607149473674,2012-02-01 10:26:04,F-5,"124.928419589501,36.5835654406299"
R2019081303584407603967,124.92373674732,36.570812667622,4818.11215137975,721.3851989113658,2012-02-01 10:26:14,F-5,"124.92373674732,36.570812667622"
R2019081303584407603967,124.933915835918,36.5398585755203,5233.168098485639,677.598601545952,2012-02-01 10:26:24,F-5,"124.933915835918,36.5398585755203"
R2019081303584407603967,124.944472418146,36.5270341344449,4607.22881513984,719.9853921169348,2012-02-01 10:26:34,F-5,"124.944472418146,36.5270341344449"
R2019081303584407603967,124.942883944727,36.5134896419221,5242.476384501189,667.412164442899,2012-02-01 10:26:44,F-5,"124.942883944727,36.5134896419221"
R2019081303584407603967,124.962106434476,36.4942914898792,5495.25342089834,742.461194467014,2012-02-01 10:26:54,F-5,"124.962106434476,36.4942914898792"
R2019081303584407603967,124.97431350968701,36.4829658907596,5188.0814664476,683.1481243172419,2012-02-01 10:27:04,F-5,"124.97431350968701,36.4829658907596"
R2019081303584407603967,124.996342602158,36.4678789255008,5071.10253561805,748.001814865508,2012-02-01 10:27:14,F-5,"124.996342602158,36.4678789255008"
R2019081303584407603967,125.00409229802,36.446082094607604,5183.30246009086,712.4876095273012,2012-02-01 10:27:24,F-5,"125.00409229802,36.446082094607604"
R2019081303584407603967,125.00633282817199,36.4498860734194,4617.9461181713,745.811504496174,2012-02-01 10:27:34,F-5,"125.00633282817199,36.4498860734194"
R2019081303584407603967,125.01151544810499,36.4368987124118,5042.94329953517,715.212293418689,2012-02-01 10:27:44,F-5,"125.01151544810499,36.4368987124118"
R2019081303584407603967,125.02366406355,36.4464079569134,4866.35192407591,698.359511023555,2012-02-01 10:27:54,F-5,"125.02366406355,36.4464079569134"
R2019081303584407603967,125.050558580685,36.4226433282239,5243.24291560019,721.859856821531,2012-02-01 10:28:04,F-5,"125.050558580685,36.4226433282239"
R2019081303584407603967,125.082928644558,36.4182170237534,4884.7362615097,708.790454901192,2012-02-01 10:28:14,F-5,"125.082928644558,36.4182170237534"
R2019081303584407603967,125.11990123105,36.4258050194427,4979.59193702768,662.87513855513,2012-02-01 10:28:24,F-5,"125.11990123105,36.4258050194427"
R2019081303584407603967,125.146733364711,36.42559781137221,5013.50459852885,699.081918433812,2012-02-01 10:28:34,F-5,"125.146733364711,36.42559781137221"
R2019081303584407603967,125.170481072316,36.4275878465395,5396.68046491997,730.666582649884,2012-02-01 10:28:44,F-5,"125.170481072316,36.4275878465395"
R2019081303584407603967,125.200479153827,36.4045476044192,5032.79658245519,728.853794363725,2012-02-01 10:28:54,F-5,"125.200479153827,36.4045476044192"
R2019081303584407603967,125.219347532891,36.3986015471012,4731.11103113327,711.3666224579172,2012-02-01 10:29:04,F-5,"125.219347532891,36.3986015471012"
R2019081303584407603967,125.213604832822,36.368766959797796,5449.41215587287,738.163317967282,2012-02-01 10:29:14,F-5,"125.213604832822,36.368766959797796"
R2019081303584407603967,125.226840515143,36.367564653367296,4770.2263208433205,707.337878345204,2012-02-01 10:29:24,F-5,"125.226840515143,36.367564653367296"
R2019081303584407603967,125.22808226127,36.340322166266,5056.3308426907,667.253099715921,2012-02-01 10:29:34,F-5,"125.22808226127,36.340322166266"
R2019081303584407603967,125.245699630865,36.309395860872606,5067.09273418742,747.00905117067,2012-02-01 10:29:44,F-5,"125.245699630865,36.309395860872606"
R2019081303584407603967,125.280184864174,36.3000582136321,4512.19197130398,732.191810329534,2012-02-01 10:29:54,F-5,"125.280184864174,36.3000582136321"
R2019081303584407603967,125.29993997194299,36.2977481511551,4977.3369182261295,655.510796655673,2012-02-01 10:30:04,F-5,"125.29993997194299,36.2977481511551"
R2019081303584407603967,125.318825922385,36.2702308559545,4945.61159445234,704.140702846526,2012-02-01 10:30:24,F-5,"125.318825922385,36.2702308559545"
R2019081303584407603967,125.337269017244,36.256632072469294,4941.64012113662,703.643950565552,2012-02-01 10:30:34,F-5,"125.337269017244,36.256632072469294"
R2019081303584407603967,125.34824448937701,36.2417530904637,4834.09914203645,673.220710094655,2012-02-01 10:30:44,F-5,"125.34824448937701,36.2417530904637"
R2019081303584407603967,125.35492040257,36.23989550402371,5171.3484566059715,654.6573490391751,2012-02-01 10:30:54,F-5,"125.35492040257,36.23989550402371"
R2019081303584407603967,125.358708179403,36.236341560287705,4589.13712906145,736.944120836884,2012-02-01 10:31:04,F-5,"125.358708179403,36.236341560287705"
R2019081303584407603967,125.36845573107901,36.2141139066661,5209.3408185566495,659.60418652259,2012-02-01 10:31:14,F-5,"125.36845573107901,36.2141139066661"
R2019081303584407603967,125.350038339343,36.2088620784437,4792.28689302331,683.870360457278,2012-02-01 10:31:24,F-5,"125.350038339343,36.2088620784437"
R2019081303584407603967,125.365714307281,36.1961423460611,5400.005882093689,702.447891725436,2012-02-01 10:31:34,F-5,"125.365714307281,36.1961423460611"
R2019081303584407603967,125.35706838420099,36.1589233135057,4598.00197887141,688.027798215872,2012-02-01 10:31:44,F-5,"125.35706838420099,36.1589233135057"
R2019081303584407603967,125.377981820719,36.15379410962821,5239.60402409528,722.100882452028,2012-02-01 10:31:54,F-5,"125.377981820719,36.15379410962821"
R2019081303584407603967,125.374206279727,36.124545774024895,4696.2728948315,672.6291897812059,2012-02-01 10:32:04,F-5,"125.374206279727,36.124545774024895"
R2019081303584407603967,125.38879865266001,36.1146046655961,5375.68975047939,695.2269899403799,2012-02-01 10:32:14,F-5,"125.38879865266001,36.1146046655961"
R2019081303584407603967,125.38949453977,36.0860308882636,5223.51335069328,732.7098687098869,2012-02-01 10:32:24,F-5,"125.38949453977,36.0860308882636"
R2019081303584407603967,125.408083978156,36.0632096663302,4812.29034965499,743.9920207923241,2012-02-01 10:32:34,F-5,"125.408083978156,36.0632096663302"
R2019081303584407603967,125.388913090549,36.0470307508411,5309.575420249989,664.656760829807,2012-02-01 10:32:44,F-5,"125.388913090549,36.0470307508411"
R2019081303584407603967,125.391703667892,36.03997271979979,5326.51168844966,727.143922949743,2012-02-01 10:32:54,F-5,"125.391703667892,36.03997271979979"
R2019081303584407603967,125.408634743538,36.0033031277851,5214.4295869928,685.643784113062,2012-02-01 10:33:04,F-5,"125.408634743538,36.0033031277851"
R2019081303584407603967,125.420352990942,35.9765827202397,5401.10522271185,664.243070974128,2012-02-01 10:33:14,F-5,"125.420352990942,35.9765827202397"
R2019081303584407603967,125.407152818877,35.9521690406353,4551.97191333956,714.8789166774969,2012-02-01 10:33:24,F-5,"125.407152818877,35.9521690406353"
R2019081303584407603967,125.388491908526,35.9485542345067,5087.381823261911,715.6764631465428,2012-02-01 10:33:34,F-5,"125.388491908526,35.9485542345067"
R2019081303584407603967,125.393230974274,35.92623223523879,5281.80471425029,690.871847486529,2012-02-01 10:33:44,F-5,"125.393230974274,35.92623223523879"
