WD,JD
31.58031356,122.9910795
31.59658729,122.9873704
31.61286102,122.983639
31.62913475,122.9798849
31.64540847,122.9761078
31.6616822,122.9723076
31.67795593,122.968484
31.69422966,122.9646366
31.71050339,122.9607652
31.72677712,122.9568693
31.74305085,122.9529487
31.75932458,122.9490029
31.77559831,122.9450315
31.79187203,122.9410342
31.80814576,122.9370104
31.82441949,122.9329597
31.84069322,122.9288817
31.85696695,122.9247758
31.87324068,122.9206415
31.88951441,122.9164783
31.90578814,122.9122856
31.92206186,122.9080628
31.93833559,122.9038093
31.95460932,122.8995245
31.97088305,122.8952079
31.98715678,122.8908586
32.00343051,122.8864761
32.01970424,122.8820598
32.03597797,122.8776088
32.05225169,122.8731224
32.06852542,122.8686001
32.08479915,122.8640409
32.10107288,122.8594442
32.11734661,122.8548092
32.13362034,122.8501351
32.14989407,122.8454211
32.1661678,122.8406664
32.18244153,122.8358702
32.19871525,122.8310317
32.21498898,122.8261501
32.23126271,122.8212245
32.24753644,122.816254
32.26381017,122.811238
32.2800839,122.8061754
32.29635763,122.8010654
32.31263136,122.7959072
32.32890508,122.7907
32.34517881,122.7854428
32.36145254,122.7801348
32.37772627,122.7747753
32.394,122.7693632
32.41027373,122.7638978
32.42654746,122.7583783
32.44282119,122.7528038
32.45909492,122.7471735
32.47536864,122.7414866
32.49164237,122.7357424
32.5079161,122.72994
32.52418983,122.7240787
32.54046356,122.7181577
32.55673729,122.7121764
32.57301102,122.706134
32.58928475,122.7000299
32.60555847,122.6938633
32.6218322,122.6876338
32.63810593,122.6813406
32.65437966,122.6749833
32.67065339,122.6685613
32.68692712,122.6620741
32.70320085,122.6555213
32.71947458,122.6489024
32.73574831,122.6422171
32.75202203,122.6354651
32.76829576,122.6286461
32.78456949,122.6217598
32.80084322,122.6148061
32.81711695,122.6077849
32.83339068,122.6006961
32.84966441,122.5935397
32.86593814,122.5863158
32.88221186,122.5790245
32.89848559,122.571666
32.91475932,122.5642406
32.93103305,122.5567486
32.94730678,122.5491905
32.96358051,122.5415668
32.97985424,122.533878
32.99612797,122.5261248
33.01240169,122.5183081
33.02867542,122.5104286
33.04494915,122.5024874
33.06122288,122.4944855
33.07749661,122.4864241
33.09377034,122.4783044
33.11004407,122.4701279
33.1263178,122.4618961
33.14259153,122.4536107
33.15886525,122.4452733
33.17513898,122.4368858
33.19141271,122.4284504
33.20768644,122.419969
33.22396017,122.4114441
33.2402339,122.4028781
33.25650763,122.3942736
33.27278136,122.3856333
33.28905508,122.3769601
33.30532881,122.3682571
33.32160254,122.3595276
33.33787627,122.3507749
33.35415,122.3420026
33.37042373,122.3332146
33.38669746,122.3244148
33.40297119,122.3156073
33.41924492,122.3067965
33.43551864,122.2979869
33.45179237,122.2891833
33.4680661,122.2803908
33.48433983,122.2716144
33.50061356,122.2628597
33.51688729,122.2541322
33.53316102,122.2454379
33.54943475,122.2367829
33.56570847,122.2281736
33.5819822,122.2196167
33.59825593,122.2111189
33.61452966,122.2026876
33.63080339,122.1943301
33.64707712,122.1860542
33.66335085,122.1778678
33.67962458,122.1697794
33.69589831,122.1617974
33.71217203,122.1539307
33.72844576,122.1461887
33.74471949,122.1385809
33.76099322,122.131117
33.77726695,122.1238074
33.79354068,122.1166625
33.80981441,122.1096932
33.82608814,122.1029109
33.84236186,122.096327
33.85863559,122.0899537
33.87490932,122.0838032
33.89118305,122.0778883
33.90745678,122.0722222
33.92373051,122.0668184
33.94000424,122.0616909
33.95627797,122.0568541
33.97255169,122.0523227
33.98882542,122.048112
34.00509915,122.0442377
34.02137288,122.0407159
34.03764661,122.0375633
34.05392034,122.034797
34.07019407,122.0324345
34.0864678,122.0304938
34.10274153,122.0289935
34.11901525,122.0279527
34.13528898,122.0273909
34.15156271,122.0273283
34.16783644,122.0277855
34.18411017,122.0287836
34.2003839,122.0303445
34.21665763,122.0324904
34.23293136,122.0352443
34.24920508,122.0386295
34.26547881,122.0426703
34.28175254,122.0473913
34.29802627,122.0528178
34.3143,122.0589757
