WD,JD
27.1195339,121.6184909
27.1283052,121.6386538
27.1370765,121.659177
27.1458478,121.6800385
27.1546191,121.7012157
27.1633904,121.7226855
27.17216169,121.744424
27.18093299,121.7664073
27.18970429,121.7886107
27.19847559,121.8110093
27.20724689,121.8335778
27.21601819,121.8562907
27.22478949,121.8791223
27.23356079,121.9020465
27.24233209,121.9250373
27.25110339,121.9480687
27.25987469,121.9711145
27.26864599,121.9941485
27.27741729,122.0171447
27.28618859,122.0400771
27.29495989,122.0629201
27.30373119,122.0856481
27.31250249,122.1082359
27.32127379,122.1306585
27.33004508,122.1528913
27.33881638,122.1749102
27.34758768,122.1966914
27.35635898,122.2182118
27.36513028,122.2394486
27.37390158,122.2603797
27.38267288,122.2809836
27.39144418,122.3012395
27.40021548,122.3211272
27.40898678,122.3406272
27.41775808,122.3597209
27.42652938,122.3783903
27.43530068,122.3966184
27.44407198,122.4143888
27.45284328,122.4316862
27.46161458,122.448496
27.47038588,122.4648048
27.47915718,122.4805997
27.48792847,122.495869
27.49669977,122.5106021
27.50547107,122.5247891
27.51424237,122.5384212
27.52301367,122.5514907
27.53178497,122.5639906
27.54055627,122.5759153
27.54932757,122.5872599
27.55809887,122.5980206
27.56687017,122.6081948
27.57564147,122.6177807
27.58441277,122.6267775
27.59318407,122.6351855
27.60195537,122.643006
27.61072667,122.6502411
27.61949797,122.6568941
27.62826927,122.6629691
27.63704056,122.6684712
27.64581186,122.6734063
27.65458316,122.6777814
27.66335446,122.6816042
27.67212576,122.6848833
27.68089706,122.6876282
27.68966836,122.6898491
27.69843966,122.691557
27.70721096,122.6927637
27.71598226,122.6934817
27.72475356,122.693724
27.73352486,122.6935045
27.74229616,122.6928377
27.75106746,122.6917384
27.75983876,122.6902223
27.76861006,122.6883054
27.77738136,122.6860042
27.78615266,122.6833357
27.79492395,122.6803173
27.80369525,122.6769666
27.81246655,122.6733016
27.82123785,122.6693408
27.83000915,122.6651026
27.83878045,122.6606057
27.84755175,122.6558691
27.85632305,122.6509118
27.86509435,122.6457529
27.87386565,122.6404115
27.88263695,122.6349067
27.89140825,122.6292578
27.90017955,122.6234836
27.90895085,122.6176031
27.91772215,122.611635
27.92649345,122.605598
27.93526475,122.5995103
27.94403605,122.5933901
27.95280734,122.587255
27.96157864,122.5811227
27.97034994,122.5750101
27.97912124,122.568934
27.98789254,122.5629107
27.99666384,122.556956
28.00543514,122.5510853
28.01420644,122.5453135
28.02297774,122.5396548
28.03174904,122.5341231
28.04052034,122.5287316
28.04929164,122.5234929
28.05806294,122.5184191
28.06683424,122.5135215
28.07560554,122.5088109
28.08437684,122.5042973
28.09314814,122.4999902
28.10191944,122.4958984
28.11069073,122.4920299
28.11946203,122.488392
28.12823333,122.4849915
28.13700463,122.4818342
28.14577593,122.4789255
28.15454723,122.47627
28.16331853,122.4738713
28.17208983,122.4717327
28.18086113,122.4698567
28.18963243,122.468245
28.19840373,122.4668986
28.20717503,122.4658181
28.21594633,122.465003
28.22471763,122.4644525
28.23348893,122.4641651
28.24226023,122.4641386
28.25103153,122.4643702
28.25980282,122.4648566
28.26857412,122.4655939
28.27734542,122.4665776
28.28611672,122.4678026
28.29488802,122.4692636
28.30365932,122.4709546
28.31243062,122.4728692
28.32120192,122.4750004
28.32997322,122.4773412
28.33874452,122.4798838
28.34751582,122.4826204
28.35628712,122.4855428
28.36505842,122.4886422
28.37382972,122.4919101
28.38260102,122.4953373
28.39137232,122.4989147
28.40014362,122.5026329
28.40891492,122.5064825
28.41768621,122.5104538
28.42645751,122.5145373
28.43522881,122.5187232
28.44400011,122.5230019
28.45277141,122.5273637
28.46154271,122.5317992
28.47031401,122.5362987
28.47908531,122.540853
28.48785661,122.5454529
28.49662791,122.5500893
28.50539921,122.5547535
28.51417051,122.559437
28.52294181,122.5641314
28.53171311,122.5688288
28.54048441,122.5735215
28.54925571,122.5782023
28.55802701,122.5828641
28.56679831,122.5875006
28.5755696,122.5921055
28.5843409,122.5966733
28.5931122,122.6011986
28.6018835,122.6056768
28.6106548,122.6101037
28.6194261,122.6144754
28.6281974,122.618789
28.6369687,122.6230415
28.64574,122.6272311
28.6545113,122.631356
28.6632826,122.6354154
28.6720539,122.6394089
28.6808252,122.6433366
28.6895965,122.6471993
28.6983678,122.6509983
28.7071391,122.6547356
28.7159104,122.6584137
28.72468169,122.6620358
28.73345299,122.6656055
28.74222429,122.6691272
28.75099559,122.6726055
28.75976689,122.6760461
28.76853819,122.6794547
28.77730949,122.6828379
28.78608079,122.6862028
28.79485209,122.6895567
28.80362339,122.6929078
28.81239469,122.6962646
28.82116599,122.6996359
28.82993729,122.7030312
28.83870859,122.7064602
28.84747989,122.7099333
28.85625119,122.7134608
28.86502249,122.7170537
28.87379379,122.7207233
28.88256508,122.724481
28.89133638,122.7283386
28.90010768,122.7323081
28.90887898,122.7364017
28.91765028,122.7406318
28.92642158,122.7450108
28.93519288,122.7495514
28.94396418,122.7542663
28.95273548,122.7591682
28.96150678,122.7642698
28.97027808,122.7695838
28.97904938,122.7751229
28.98782068,122.7808996
28.99659198,122.7869264
29.00536328,122.7932154
29.01413458,122.7997787
29.02290588,122.8066282
29.03167718,122.8137753
29.04044847,122.8212313
29.04921977,122.829007
29.05799107,122.8371131
29.06676237,122.8455596
29.07553367,122.8543562
29.08430497,122.863512
29.09307627,122.8730359
29.10184757,122.882936
29.11061887,122.8932198
29.11939017,122.9038944
29.12816147,122.9149663
29.13693277,122.9264412
29.14570407,122.9383241
29.15447537,122.9506195
29.16324667,122.9633312
29.17201797,122.9764619
29.18078927,122.990014
29.18956056,123.0039889
29.19833186,123.0183871
29.20710316,123.0332086
29.21587446,123.0484523
29.22464576,123.0641163
29.23341706,123.0801981
29.24218836,123.0966941
29.25095966,123.1135999
29.25973096,123.1309101
29.26850226,123.1486188
29.27727356,123.1667189
29.28604486,123.1852025
29.29481616,123.2040608
29.30358746,123.2232843
29.31235876,123.2428625
29.32113006,123.2627839
29.32990136,123.2830366
29.33867266,123.3036073
29.34744395,123.3244822
29.35621525,123.3456468
29.36498655,123.3670855
29.37375785,123.3887821
29.38252915,123.4107196
29.39130045,123.4328803
29.40007175,123.4552458
29.40884305,123.4777969
29.41761435,123.5005138
29.42638565,123.5233761
29.43515695,123.5463628
29.44392825,123.5694522
29.45269955,123.5926223
29.46147085,123.6158503
29.47024215,123.6391132
29.47901345,123.6623873
29.48778475,123.6856487
29.49655605,123.708873
29.50532734,123.7320357
29.51409864,123.7551117
29.52286994,123.778076
29.53164124,123.800903
29.54041254,123.8235673
29.54918384,123.8460432
29.55795514,123.8683051
29.56672644,123.8903271
29.57549774,123.9120836
29.58426904,123.9335489
29.59304034,123.9546975
29.60181164,123.9755039
29.61058294,123.9959431
29.61935424,124.0159902
29.62812554,124.0356204
29.63689684,124.0548094
29.64566814,124.0735335
29.65443944,124.0917692
29.66321073,124.1094934
29.67198203,124.1266837
29.68075333,124.1433181
29.68952463,124.1593755
29.69829593,124.1748352
29.70706723,124.1896771
29.71583853,124.2038822
29.72460983,124.2174318
29.73338113,124.2303085
29.74215243,124.2424954
29.75092373,124.2539765
29.75969503,124.264737
29.76846633,124.2747626
29.77723763,124.2840404
29.78600893,124.2925582
29.79478023,124.3003051
29.80355153,124.307271
29.81232282,124.3134471
29.82109412,124.3188255
29.82986542,124.3233997
29.83863672,124.3271641
29.84740802,124.3301144
29.85617932,124.3322474
29.86495062,124.3335612
29.87372192,124.3340551
29.88249322,124.3337294
29.89126452,124.3325859
29.90003582,124.3306274
29.90880712,124.3278582
29.91757842,124.3242836
29.92634972,124.3199101
29.93512102,124.3147457
29.94389232,124.3087993
29.95266362,124.3020812
29.96143492,124.2946028
29.97020621,124.2863768
29.97897751,124.277417
29.98774881,124.2677384
29.99652011,124.257357
30.00529141,124.2462901
30.01406271,124.234556
30.02283401,124.2221741
30.03160531,124.2091647
30.04037661,124.1955494
30.04914791,124.1813506
30.05791921,124.1665916
30.06669051,124.1512967
30.07546181,124.1354911
30.08423311,124.1192007
30.09300441,124.1024525
30.10177571,124.0852739
30.11054701,124.0676933
30.11931831,124.0497397
30.1280896,124.0314426
30.1368609,124.0128322
30.1456322,123.9939393
30.1544035,123.974795
30.1631748,123.9554311
30.1719461,123.9358796
30.1807174,123.9161729
30.1894887,123.8963436
30.19826,123.8764247
30.2070313,123.8564493
30.2158026,123.8364506
30.2245739,123.8164619
30.2333452,123.7965166
30.2421165,123.7766479
30.2508878,123.7568891
30.2596591,123.7372732
30.2684304,123.7178331
30.27720169,123.6986015
30.28597299,123.6796107
30.29474429,123.6608927
30.30351559,123.642479
30.31228689,123.6244008
30.32105819,123.6066888
30.32982949,123.5893729
30.33860079,123.5724827
30.34737209,123.5560469
30.35614339,123.5400937
30.36491469,123.5246503
30.37368599,123.5097434
30.38245729,123.4953988
30.39122859,123.4816411
30.39999989,123.4684945
30.40877119,123.4559819
30.41754249,123.4441252
30.42631379,123.4329454
30.43508508,123.4224624
30.44385638,123.4126951
30.45262768,123.4036611
30.46139898,123.3953769
30.47017028,123.387858
30.47894158,123.3811183
30.48771288,123.3751709
30.49648418,123.3700275
30.50525548,123.3656984
30.51402678,123.3621928
30.52279808,123.3595186
30.53156938,123.3576823
30.54034068,123.3566892
30.54911198,123.3565432
30.55788328,123.3572468
30.56665458,123.3588014
30.57542588,123.3612069
30.58419718,123.3644621
30.59296847,123.3685641
30.60173977,123.373509
30.61051107,123.3792916
30.61928237,123.3859052
30.62805367,123.3933421
30.63682497,123.4015931
30.64559627,123.410648
30.65436757,123.4204951
30.66313887,123.4311217
30.67191017,123.4425139
30.68068147,123.4546567
30.68945277,123.4675338
30.69822407,123.481128
30.70699537,123.495421
30.71576667,123.5103934
30.72453797,123.526025
30.73330927,123.5422943
30.74208056,123.5591794
30.75085186,123.576657
30.75962316,123.5947033
30.76839446,123.6132937
30.77716576,123.6324027
30.78593706,123.6520043
30.79470836,123.6720716
30.80347966,123.6925773
30.81225096,123.7134935
30.82102226,123.7347917
30.82979356,123.7564431
30.83856486,123.7784184
30.84733616,123.8006879
30.85610746,123.8232216
30.86487876,123.8459893
30.87365006,123.8689607
30.88242136,123.892105
30.89119266,123.9153917
30.89996395,123.93879
30.90873525,123.9622691
30.91750655,123.9857984
30.92627785,124.0093472
30.93504915,124.0328852
30.94382045,124.0563821
30.95259175,124.0798079
30.96136305,124.1031329
30.97013435,124.1263278
30.97890565,124.1493635
30.98767695,124.1722115
30.99644825,124.1948438
31.00521955,124.2172329
31.01399085,124.2393516
31.02276215,124.2611738
31.03153345,124.2826736
31.04030475,124.3038259
31.04907605,124.3246064
31.05784734,124.3449914
31.06661864,124.3649582
31.07538994,124.3844847
31.08416124,124.4035498
31.09293254,124.422133
31.10170384,124.4402149
31.11047514,124.457777
31.11924644,124.4748017
31.12801774,124.4912724
31.13678904,124.5071732
31.14556034,124.5224897
31.15433164,124.537208
31.16310294,124.5513154
31.17187424,124.5648002
31.18064554,124.5776518
31.18941684,124.5898605
31.19818814,124.6014178
31.20695944,124.6123159
31.21573073,124.6225484
31.22450203,124.6321098
31.23327333,124.6409954
31.24204463,124.6492018
31.25081593,124.6567265
31.25958723,124.6635679
31.26835853,124.6697255
31.27712983,124.6751997
31.28590113,124.6799918
31.29467243,124.6841041
31.30344373,124.6875398
31.31221503,124.6903029
31.32098633,124.6923982
31.32975763,124.6938317
31.33852893,124.6946096
31.34730023,124.6947395
31.35607153,124.6942293
31.36484282,124.6930877
31.37361412,124.6913242
31.38238542,124.688949
31.39115672,124.6859726
31.39992802,124.6824065
31.40869932,124.6782623
31.41747062,124.6735525
31.42624192,124.6682898
31.43501322,124.6624874
31.44378452,124.656159
31.45255582,124.6493186
31.46132712,124.6419805
31.47009842,124.6341591
31.47886972,124.6258694
31.48764102,124.6171264
31.49641232,124.6079452
31.50518362,124.5983411
31.51395492,124.5883296
31.52272621,124.5779259
31.53149751,124.5671457
31.54026881,124.5560044
31.54904011,124.5445172
31.55781141,124.5326995
31.56658271,124.5205664
31.57535401,124.5081329
31.58412531,124.4954138
31.59289661,124.4824237
31.60166791,124.4691769
31.61043921,124.4556875
31.61921051,124.4419692
31.62798181,124.4280355
31.63675311,124.4138994
31.64552441,124.3995736
31.65429571,124.3850704
31.66306701,124.3704018
31.67183831,124.3555792
31.6806096,124.3406137
31.6893809,124.3255158
31.6981522,124.3102957
31.7069235,124.2949631
31.7156948,124.2795272
31.7244661,124.2639966
31.7332374,124.2483796
31.7420087,124.232684
31.75078,124.216917
31.7595513,124.2010854
31.7683226,124.1851956
31.7770939,124.1692534
31.7858652,124.1532642
31.7946365,124.1372331
31.8034078,124.1211646
31.8121791,124.1050629
31.8209504,124.0889317
31.82972169,124.0727745
31.83849299,124.0565944
31.84726429,124.040394
31.85603559,124.0241759
31.86480689,124.0079422
31.87357819,123.9916949
31.88234949,123.9754359
31.89112079,123.9591666
31.89989209,123.9428885
31.90866339,123.926603
31.91743469,123.9103114
31.92620599,123.894015
31.93497729,123.877715
31.94374859,123.8614128
31.95251989,123.8451098
31.96129119,123.8288076
31.97006249,123.812508
31.97883379,123.7962129
31.98760508,123.7799247
31.99637638,123.7636458
32.00514768,123.7473792
32.01391898,123.7311282
32.02269028,123.7148966
32.03146158,123.6986886
32.04023288,123.6825091
32.04900418,123.6663633
32.05777548,123.6502574
32.06654678,123.6341979
32.07531808,123.6181922
32.08408938,123.6022483
32.09286068,123.5863752
32.10163198,123.5705826
32.11040328,123.554881
32.11917458,123.5392818
32.12794588,123.5237974
32.13671718,123.5084412
32.14548847,123.4932274
32.15425977,123.4781713
32.16303107,123.4632894
32.17180237,123.4485989
32.18057367,123.4341184
32.18934497,123.4198676
32.19811627,123.405867
32.20688757,123.3921385
32.21565887,123.3787051
32.22443017,123.3655909
32.23320147,123.3528211
32.24197277,123.3404222
32.25074407,123.3284215
32.25951537,123.3168479
32.26828667,123.305731
32.27705797,123.2951018
32.28582927,123.2849923
32.29460056,123.2754356
32.30337186,123.2664657
32.31214316,123.2581178
32.32091446,123.2504279
32.32968576,123.2434333
32.33845706,123.2371718
32.34722836,123.2316823
32.35599966,123.2270045
32.36477096,123.2231788
32.37354226,123.2202465
32.38231356,123.2182492
32.39108486,123.2172294
32.39985616,123.2172301
32.40862746,123.2182946
32.41739876,123.2204667
32.42617006,123.2237905
32.43494136,123.2283102
32.44371266,123.2340704
32.45248395,123.2411155
32.46125525,123.2494899
32.47002655,123.2592379
32.47879785,123.2704036
32.48756915,123.2830308
32.49634045,123.2971626
32.50511175,123.3128418
32.51388305,123.3301106
32.52265435,123.3490101
32.53142565,123.3695808
32.54019695,123.3918621
32.54896825,123.4158923
32.55773955,123.4417083
32.56651085,123.4693459
32.57528215,123.4988391
32.58405345,123.5302207
32.59282475,123.5635212
32.60159605,123.5987697
32.61036734,123.635993
32.61913864,123.6752159
32.62790994,123.7164609
32.63668124,123.7597482
32.64545254,123.8050952
32.65422384,123.8525169
32.66299514,123.9020255
32.67176644,123.9536302
32.68053774,124.007337
32.68930904,124.0631491
32.69808034,124.1210661
32.70685164,124.1810844
32.71562294,124.2431966
32.72439424,124.3073919
32.73316554,124.3736556
32.74193684,124.4419691
32.75070814,124.5123099
32.75947944,124.5846512
32.76825073,124.6589622
32.77702203,124.7352076
32.78579333,124.8133479
32.79456463,124.8933389
32.80333593,124.975132
32.81210723,125.0586737
32.82087853,125.143906
32.82964983,125.2307658
32.83842113,125.3191854
32.84719243,125.4090919
32.85596373,125.5004075
32.86473503,125.5930493
32.87350633,125.6869295
32.88227763,125.7819547
32.89104893,125.8780269
32.89982023,125.9750423
32.90859153,126.0728924
32.91736282,126.1714631
32.92613412,126.2706352
32.93490542,126.3702844
32.94367672,126.470281
32.95244802,126.5704902
32.96121932,126.6707718
32.96999062,126.7709809
32.97876192,126.8709671
32.98753322,126.970575
32.99630452,127.0696445
33.00507582,127.1680103
33.01384712,127.2655022
33.02261842,127.3619456
33.03138972,127.4571608
33.04016102,127.5509638
33.04893232,127.643166
33.05770362,127.7335744
33.06647492,127.8219921
33.07524621,127.9082177
33.08401751,127.992046
33.09278881,128.0732681
33.10156011,128.1516712
33.11033141,128.2270394
33.11910271,128.299153
33.12787401,128.3677897
33.13664531,128.4327238
33.14541661,128.493727
33.15418791,128.5505687
33.16295921,128.6030156
33.17173051,128.6508325
33.18050181,128.6937823
33.18927311,128.7316261
33.19804441,128.7641237
33.20681571,128.7910337
33.21558701,128.8121137
33.22435831,128.8271207
33.2331296,128.8358114
33.2419009,128.837942
33.2506722,128.8332691
33.2594435,128.8215496
33.2682148,128.8025411
33.2769861,128.7760022
33.2857574,128.7416927
33.2945287,128.6993739
33.3033,128.648809
